x_m y_m wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
-3.9839193430e-04 1.1881243995e-06 5.1280053758e-01 4.1243661658e-01 3.0473009147e-01 2.3647108324e+01 -5.9424682530e-01 8.0428273053e-01
-3.9222027154e-04 6.2680453573e-06 1.8237040573e+00 1.3561566647e+00 1.2193176738e+00 2.3809643122e+01 -6.6859404568e-01 7.4362759637e-01
-3.8636534578e-04 1.1717320328e-05 3.2598498213e+00 2.3675578704e+00 2.2408236405e+00 2.3914650490e+01 -6.8740088143e-01 7.2627820304e-01
-3.8050768861e-04 1.7164100048e-05 4.7734504873e+00 3.5286262376e+00 3.2147513793e+00 2.3969935323e+01 -6.7346490507e-01 7.3921919729e-01
-3.7753480820e-04 1.9839342441e-05 5.5173759989e+00 4.1238420536e+00 3.6654283010e+00 2.3984898394e+01 -6.6434266973e-01 7.4742813512e-01
-3.7148302947e-04 2.5069199993e-05 6.9842519574e+00 5.3499355735e+00 4.4897622168e+00 2.3993239370e+01 -6.4284081448e-01 7.6599979585e-01
-3.6527772952e-04 3.0115800497e-05 8.4204224996e+00 6.6154052998e+00 5.2095995806e+00 2.3977228212e+01 -6.1868624536e-01 7.8563816722e-01
-3.6211536130e-04 3.2564005478e-05 9.1358490594e+00 7.2700751868e+00 5.5326074155e+00 2.3960283065e+01 -6.0559312874e-01 7.9577444193e-01
-3.5566680061e-04 3.7295527258e-05 1.0570330917e+01 8.6332171143e+00 6.0991358357e+00 2.3910894960e+01 -5.7700519349e-01 8.1674047695e-01
-3.4904325693e-04 4.1778376874e-05 1.2045381175e+01 1.0114514477e+01 6.5412387626e+00 2.3833621226e+01 -5.4304954468e-01 8.3970065620e-01
-3.4565998029e-04 4.3910567788e-05 1.2818239221e+01 1.0923731866e+01 6.7066637643e+00 2.3780833324e+01 -5.2321256052e-01 8.5220221574e-01
-3.3872733692e-04 4.7896536710e-05 1.4417996281e+01 1.2716277791e+01 6.7952112465e+00 2.3634915266e+01 -4.7130066579e-01 8.8197260866e-01
