x_m,y_m,sigma_comp_mag_Pa
3.8625601139e-04,3.0665325652e-05,1.0945174256e+01
3.7724644217e-04,4.8256777962e-05,1.1466766619e+01
3.7228023532e-04,5.6490695983e-05,1.1627974335e+01
3.6700949922e-04,6.4373762983e-05,1.1746506576e+01
3.6144550548e-04,7.1917467631e-05,1.1836786441e+01
3.5855782670e-04,7.5565089537e-05,1.1874835606e+01
3.5560206987e-04,7.9131282951e-05,1.1909484296e+01
3.5258011795e-04,8.2617076265e-05,1.1942069880e+01
3.4949387460e-04,8.6023448064e-05,1.1972722405e+01
3.4313585364e-04,9.2601525005e-05,1.2030350855e+01
3.3986782887e-04,9.5774925075e-05,1.2059162721e+01
3.3654286001e-04,9.8872396753e-05,1.2086804153e+01
3.3316268787e-04,1.0189468850e-04,1.2115416390e+01
3.2624387256e-04,1.0771675824e-04,1.2173996894e+01
3.2270856422e-04,1.1051804508e-04,1.2203896648e+01
3.1549411550e-04,1.1590456035e-04,1.2266568003e+01
3.0433575904e-04,1.2345395451e-04,1.2366795670e+01
2.9280677178e-04,1.3038082656e-04,1.2472226869e+01
2.8094037620e-04,1.3669834013e-04,1.2583745818e+01
2.6876516625e-04,1.4241580381e-04,1.2696427949e+01
2.5209045559e-04,1.4911124927e-04,1.2846104350e+01
5.2459693418e-05,1.5032595006e-04,1.8545728156e+01
4.3606910822e-05,1.4342275963e-04,2.3142626246e+01
4.1039062434e-05,1.4064475381e-04,1.1436239447e+02
2.0190800343e-05,1.3495361615e-04,6.7796981490e+01
1.6271502291e-06,1.3246937085e-04,4.9059818957e+01
-1.5158669930e-05,1.3082317899e-04,4.4851280425e+01
-3.2322173884e-05,1.2934729996e-04,3.5788600006e+01
-4.9864668777e-05,1.2777669439e-04,3.2630027710e+01
-6.5155592060e-05,1.2625642324e-04,3.2632071965e+01
-6.7723820755e-05,1.2598286040e-04,3.2652100010e+01
-8.0638276264e-05,1.2451520938e-04,3.2753887918e+01
-8.5834825040e-05,1.2387799168e-04,3.2809225239e+01
-9.8890651115e-05,1.2214770984e-04,3.2971175832e+01
-1.0151147343e-04,1.2177693044e-04,3.3006785660e+01
-1.1465432022e-04,1.1979201493e-04,3.3207888091e+01
-1.1728947902e-04,1.1936797612e-04,3.3251771780e+01
-1.3048923984e-04,1.1710621849e-04,3.3492085879e+01
-1.3313284572e-04,1.1662482644e-04,3.3544590478e+01
-1.4636061954e-04,1.1406722128e-04,3.3818839313e+01
-1.4900702708e-04,1.1352491535e-04,3.3876766136e+01
-1.6223484935e-04,1.1065460593e-04,3.4188147681e+01
-1.6487851733e-04,1.1004818469e-04,3.4254254729e+01
-1.7544187158e-04,1.0751192818e-04,3.4526446224e+01
-1.8071463917e-04,1.0617632616e-04,3.4671266187e+01
-1.8597990737e-04,1.0479491408e-04,3.4818562888e+01
-1.9123651958e-04,1.0336706893e-04,3.4970076485e+01
-1.9648332199e-04,1.0189224069e-04,3.5123283458e+01
-2.0171902321e-04,1.0036989971e-04,3.5278609173e+01
-2.0433234231e-04,9.9590760136e-05,3.5357150344e+01
-2.1215224136e-04,9.7180750709e-05,3.5592495526e+01
-2.1734723770e-04,9.5513101482e-05,3.5746946619e+01
-2.1993875358e-04,9.4660858188e-05,3.5822921318e+01
-2.2510892322e-04,9.2919398445e-05,3.5969057121e+01
-2.3282905381e-04,9.0214720312e-05,3.6161622432e+01
-2.4050025712e-04,8.7399577485e-05,3.6302990339e+01
-2.4557893252e-04,8.5461984030e-05,3.6570509451e+01
-2.4810544728e-04,8.4474883227e-05,3.6866289797e+01
-2.5313707827e-04,8.2463316792e-05,3.7557097964e+01
-2.5564561647e-04,8.1438432317e-05,3.7810081721e+01
-2.5815113368e-04,8.0400338914e-05,3.7971192998e+01
-2.6065389900e-04,7.9349141137e-05,3.8063015000e+01
-2.6813886048e-04,7.6121590465e-05,3.8284631344e+01
-2.7062497647e-04,7.5022653707e-05,3.8358692181e+01
-2.7310650914e-04,7.3913004764e-05,3.8430482051e+01
-2.7558356929e-04,7.2793216520e-05,3.8507453293e+01
-2.8052507366e-04,7.0526030198e-05,3.8639056551e+01
-2.8299024983e-04,6.9380413218e-05,3.8692224406e+01
-2.8545242344e-04,6.8228249641e-05,3.8740694753e+01
-2.8791230542e-04,6.7070869017e-05,3.8778279379e+01
-2.9282920865e-04,6.4747394220e-05,3.8795456773e+01
-2.9775188582e-04,6.2427764009e-05,3.8695440161e+01
-3.0269754588e-04,6.0139324297e-05,3.8378896774e+01
-3.0769333796e-04,5.7927026563e-05,3.7792612689e+01
-3.1539352749e-04,5.4969599403e-05,3.5860952837e+01
-3.2113238750e-04,5.3633111318e-05,2.3619031224e+01
-3.2468179684e-04,5.3041832964e-05,1.8347991965e+01
-3.2977569333e-04,5.1766292644e-05,1.4497969568e+01
-3.3534099144e-04,4.9437522096e-05,1.1146398406e+01
-3.4082270472e-04,4.6590647568e-05,1.1910591544e+01
-3.4627101638e-04,4.3394106414e-05,1.1499042150e+01
-3.5171711509e-04,3.9894660624e-05,1.1200299821e+01
-3.5718338126e-04,3.6108310083e-05,1.0831467903e+01
-3.6826277233e-04,2.7652444340e-05,9.9915875178e+00
-3.7970002522e-04,1.7853112061e-05,8.9678450767e+00
-3.9204190557e-04,6.3942129925e-06,8.1984041529e+00
9.2762371786e-05,1.5722750896e-04,1.8862918112e+01
3.0499379509e-04,1.1877209465e-04,1.2553213003e+01
3.2578148989e-04,1.0373343733e-04,1.2360868794e+01
3.4545575793e-04,8.5055713573e-05,1.2202626179e+01
3.6052461380e-04,6.7939010880e-05,1.2006175070e+01
-3.3375345736e-05,1.2706067645e-04,3.3123867703e+01
2.8536938931e-05,1.3423103333e-04,6.9044849226e+01
4.6785504321e-05,1.4275288739e-04,4.8838232922e+00
7.7837803749e-05,1.5448613486e-04,1.9154652787e+01
3.7097466959e-04,5.2640713940e-05,1.1787041621e+01
3.8020522554e-04,3.6083191360e-05,1.1361111113e+01
2.8945451163e-04,1.2850511829e-04,1.2681097146e+01
3.1530180861e-04,1.1239280880e-04,1.2428044221e+01
3.3563782968e-04,9.4716068850e-05,1.2292467200e+01
-1.8576503664e-05,1.2830302915e-04,4.0370414183e+01
2.4069888546e-05,1.3332155698e-04,6.5005989080e+01
3.2963868895e-05,1.3520514438e-04,7.2415740512e+01
6.9908379063e-05,1.5321888705e-04,1.9306211595e+01
8.5443280215e-05,1.5649434048e-04,1.8901145532e+01
1.0021389645e-04,1.5835750961e-04,1.8749446139e+01
2.9713701367e-04,1.2411457339e-04,1.2606823746e+01
3.5190372137e-04,7.8207574478e-05,1.2127954996e+01
3.7610979920e-04,4.4615967527e-05,1.1589068894e+01
3.9074593665e-04,1.2579271935e-05,9.3323021991e+00
-2.2338393141e-04,3.9598942425e-05,3.9951060717e+01
1.1110506435e-04,6.6270128629e-05,2.2827196130e+01
2.7020932959e-04,6.6330215966e-05,1.5155151971e+01
1.5558931689e-04,1.1857292223e-04,1.7252896404e+01
4.4341748347e-05,9.2527420088e-05,2.1407821772e+01
-2.2402132194e-04,6.6000214264e-05,3.7397916588e+01
2.2483668718e-04,1.1679296624e-04,1.4776024551e+01
2.4467490122e-04,3.8461037921e-05,1.7132596051e+01
2.2548671832e-04,3.9084437826e-05,1.7425319333e+01
2.8991301192e-04,9.2254120351e-05,1.3959181776e+01
2.0205833014e-04,9.2167503102e-05,1.7015458391e+01
3.3553345057e-04,6.6963177287e-05,1.3269171454e+01
-1.5724378923e-04,6.6337575522e-05,3.8933971350e+01
-8.9197626127e-05,6.4581698947e-05,4.0894071863e+01
-6.7070686508e-05,6.4502074569e-05,4.1163540612e+01
-4.4921530191e-05,6.4719399959e-05,4.0652166348e+01
-2.2902698745e-05,6.5353343098e-05,3.8479659889e+01
7.3323448982e-07,6.4840773401e-05,3.2631890469e+01
2.1740523338e-05,6.6839295511e-05,2.1984793070e+01
1.8009931147e-04,9.2681228570e-05,1.7144773009e+01
4.4657664676e-05,1.1885770522e-04,1.9172625282e+01
1.5773690159e-04,1.4305863164e-04,1.7335076059e+01
2.7077303762e-04,9.1812793872e-05,1.4378731409e+01
2.9190333814e-04,3.8219368727e-05,1.5754672981e+01
9.0276081968e-05,6.4641971132e-05,2.2587100675e+01
2.0248286197e-04,3.8778241223e-05,1.7672205238e+01
-1.5546376280e-04,3.9200542962e-05,4.4537981500e+01
6.8384099126e-05,3.9277306878e-05,2.2430191205e+01
8.8529554100e-05,3.8971402771e-05,2.2608971060e+01
1.5524006351e-04,9.1977145085e-05,1.7220446262e+01
2.2364973738e-04,6.6671209278e-05,1.7062838740e+01
1.8051272224e-04,1.3533964629e-05,2.0531423368e+01
1.5684027094e-04,1.2260373330e-05,2.1831411201e+01
1.3399644431e-04,1.3326539373e-05,2.2825346636e+01
1.1086588526e-04,1.2826338727e-05,2.2958877632e+01
-2.1667876613e-05,1.1962713311e-05,4.6343640198e+01
-4.4778381265e-05,1.1888304476e-05,4.9379683221e+01
1.7866977892e-04,1.4471582805e-04,1.7271211843e+01
8.9563980560e-05,1.1662770743e-04,2.2742986680e+01
1.1082727896e-04,9.1128061906e-05,2.2963490126e+01
2.7051101554e-04,1.1769849145e-04,1.3678654030e+01
-8.5650572147e-07,1.3602860429e-05,4.1983145561e+01
-1.7925962164e-04,1.1948163832e-05,4.8677688564e+01
-2.0204825465e-04,1.2025202318e-05,4.6626778738e+01
2.0112001398e-04,1.4616363956e-04,1.4646395202e+01
-1.8017222096e-04,6.5674152250e-05,3.8540265699e+01
3.1268497523e-04,9.3271719919e-05,1.3260956091e+01
2.6795448814e-04,3.8119397382e-05,1.7099638341e+01
1.1140261343e-04,1.4492502939e-04,1.9162283503e+01
8.8455430657e-05,1.4553359834e-04,1.9967998615e+01
-1.9871113566e-07,1.1707754948e-04,3.8895785229e+01
2.8998578702e-04,1.2097047811e-05,1.7190543866e+01
2.7015563857e-04,1.1552444134e-05,1.9835882552e+01
-2.1323537483e-05,9.2164471049e-05,3.7424709525e+01
-4.4161712708e-05,9.1162797097e-05,3.7442326309e+01
-6.7149274114e-05,9.0873529849e-05,3.6613940160e+01
-2.2463391923e-04,1.2146877775e-05,4.3469164710e+01
3.1421408265e-04,1.2985126603e-05,1.7115934891e+01
2.2473224516e-04,9.1409017523e-05,1.5734791196e+01
-1.1298553524e-04,9.1715597577e-05,3.5287803428e+01
-2.9014043309e-04,3.9985449027e-05,1.8416598179e+01
-3.3599954149e-04,3.8517224756e-05,1.6387124791e+01
2.2404216284e-04,1.4618328412e-04,1.3759807977e+01
-1.1114549444e-04,1.1423774850e-04,3.3095640502e+01
3.5816737171e-04,1.1755808519e-05,1.2196251213e+01
6.5909748532e-05,1.4449739744e-04,2.0824884806e+01
-2.0062152875e-04,9.2896338965e-05,3.5547312847e+01
2.4755537350e-07,9.2123885291e-05,3.4455140970e+01
1.7897086202e-04,6.6630960306e-05,1.7135990140e+01
1.5700133413e-04,6.4947150989e-05,1.8083787774e+01
-6.7259098304e-05,4.0250917823e-05,4.5631325678e+01
-8.9965933288e-05,3.8603824932e-05,4.6280703228e+01
-2.2223967840e-05,4.0723680495e-05,4.1346985570e+01
9.0891945228e-05,9.0859216117e-05,2.2509495150e+01
1.5793598364e-04,4.0401502971e-05,1.9785961972e+01
2.8952443164e-04,1.1845881287e-04,1.3108548546e+01
-2.8698730001e-04,6.0483881324e-05,3.5385325973e+01
-8.9448764693e-05,1.1752779057e-04,3.2685998058e+01
-2.4228198679e-04,8.1228665929e-05,3.6685872036e+01
-1.1227491331e-04,4.0383876146e-05,4.5633942707e+01
-2.2422215527e-04,8.8652190654e-05,3.6061492104e+01
1.1254883332e-04,1.1932395995e-04,1.8851691645e+01
-2.6833800808e-04,1.2844391597e-05,2.9072959865e+01
-1.3454110716e-04,9.0683115593e-05,3.5295760422e+01
-1.3500228035e-04,3.8924876432e-05,4.5347866755e+01
6.8529382646e-05,1.1948026509e-04,2.1304601763e+01
-8.8104594128e-05,1.1950778056e-04,3.2653941308e+01
-1.6864318084e-04,1.0364040676e-04,3.4503991952e+01
-1.4281054462e-04,1.1026089127e-04,3.3784748622e+01
-2.5371878547e-04,7.7529900657e-05,3.7289575339e+01
-2.5613112557e-04,7.5920505460e-05,3.7294549096e+01
-1.6405957147e-04,1.0577198110e-04,3.4336258519e+01
-2.9403822338e-04,5.9051684602e-05,3.5007205515e+01
-2.9150630242e-04,6.0388239827e-05,3.5709137297e+01
-1.7149170265e-04,1.0416161636e-04,3.4537357913e+01
3.2148656575e-04,1.0278577769e-04,1.2577012332e+01
3.4457346864e-04,8.0567901466e-05,1.2404616174e+01
-1.2611741536e-04,1.1280722429e-04,3.3402761209e+01
1.9758527108e-04,1.5640967594e-04,1.3860492253e+01
-3.1001626350e-04,5.2407234220e-05,2.4946517453e+01
-3.0721787189e-04,5.3344735152e-05,2.8152291024e+01
-3.0449874035e-04,5.4389105567e-05,3.0267731985e+01
-2.3992910167e-04,8.3345492469e-05,3.6499278130e+01
-2.8648335582e-04,6.3075483719e-05,3.6655479087e+01
-2.8399949617e-04,6.4425965264e-05,3.6975430875e+01
-2.6283158218e-04,7.3616195356e-05,3.7424397414e+01
-2.4717190498e-04,8.0336594041e-05,3.6977554035e+01
1.9008836164e-04,1.5690826940e-04,1.7044781323e+01
3.0810151040e-04,1.1491974913e-04,1.2601559733e+01
-3.1373723597e-04,4.0770794451e-05,1.7503287112e+01
-3.3010562744e-04,4.5918711391e-05,1.6586824368e+01
-3.2479259173e-04,4.7671385417e-05,1.7570724616e+01
-2.4684620811e-04,1.2372686287e-05,3.8231929578e+01
3.8122850466e-04,1.2686313905e-05,8.6259306187e+00
-1.4983116256e-04,1.0832583243e-04,3.3976864740e+01
-1.8755575529e-04,9.9900436373e-05,3.5006247355e+01
-3.5674301965e-04,1.3475067114e-05,1.5894707343e+01
3.3576069949e-04,4.0181717470e-05,1.4118051061e+01
-1.1903038187e-04,1.1478044811e-04,3.3234727602e+01
-1.0683690452e-04,1.1622631103e-04,3.2988293187e+01
-1.0946465049e-04,1.1644384993e-04,3.3037584985e+01
-3.5834225234e-04,2.8566016381e-05,1.1598726033e+01
-3.5270611573e-04,3.1344403497e-05,1.2249147671e+01
-3.6477115821e-04,2.5244502426e-05,1.0913150489e+01
-3.4424716249e-04,3.8539471320e-05,1.2863876749e+01
-3.7668152676e-04,1.2839867592e-05,1.0045256138e+01
-3.6757555292e-04,2.0730607125e-05,1.1076987411e+01
1.1903883800e-04,1.5832573583e-04,1.8564895184e+01
-1.8267192815e-04,1.0141083518e-04,3.4855082570e+01
3.8203191413e-04,3.1141741024e-05,1.1192440539e+01
3.7590584288e-04,3.7776609597e-05,1.1640145455e+01
-2.6813843279e-04,6.5121514424e-05,3.6389614554e+01
-2.7195762409e-04,6.9504912321e-05,3.7380550676e+01
-2.7442341612e-04,6.8117300601e-05,3.7258198108e+01
-2.7888951492e-04,6.7650976280e-05,3.7544784093e+01
-2.4712933174e-04,3.9622785036e-05,3.6432840594e+01
3.4188052787e-04,8.8120430579e-05,1.2258433058e+01
3.4876500475e-04,8.1561360018e-05,1.2167799223e+01
3.4821772431e-04,7.7228889971e-05,1.2344263516e+01
3.3488606539e-04,1.4428784722e-05,1.5463957502e+01
3.3202288783e-04,9.7635761066e-05,1.2337598395e+01
3.3505448933e-04,9.0912167464e-05,1.2463885721e+01
3.1289952453e-04,6.6820936012e-05,1.4083291074e+01
2.8251627258e-04,1.2850970614e-04,1.2917360237e+01
2.8969900107e-04,6.6428692847e-05,1.4704314737e+01
2.0215902681e-04,1.1711998239e-04,1.6795029293e+01
-2.3547939479e-04,8.4136511193e-05,3.6368536605e+01
2.5476634671e-04,1.4343930648e-04,1.3078621839e+01
6.8018553214e-05,6.5274646330e-05,2.2291827141e+01
-1.9211079889e-04,9.7815319521e-05,3.5177055923e+01
-1.3576781990e-04,1.1147319191e-04,3.3617938654e+01
-1.3835945095e-04,1.1156769839e-04,3.3668346970e+01
-1.1194472636e-04,1.3352861037e-05,5.1286568224e+01
2.0070086456e-04,6.4995398857e-05,1.7170904868e+01
8.9089927135e-05,1.4303510213e-05,2.2841458065e+01
-6.5951744642e-05,1.3358229811e-05,5.0668744817e+01
2.2884730530e-05,3.8682551497e-05,2.9605471085e+01
1.3443524489e-04,1.4384773497e-04,1.7399430735e+01
4.4524610415e-05,1.3976731105e-05,3.0301465689e+01
-1.5699330657e-04,1.0700518222e-04,3.4157814151e+01
-1.5956823575e-04,1.0708763137e-04,3.4205945186e+01
2.4793847644e-04,1.1947671927e-04,1.4128226710e+01
4.1865676527e-07,3.9608553404e-05,3.6427726846e+01
1.5072237243e-05,1.3159827092e-04,5.6726934017e+01
-1.3290264723e-04,6.5426533379e-05,3.9671152845e+01
-2.0916187870e-05,1.2554097393e-04,3.7328384107e+01
-4.1079351568e-05,1.2424639178e-04,3.2508548105e+01
-4.3901691734e-05,1.2408109395e-04,3.2391308454e+01
