x_m y_m sigma_xx_Pa sigma_xy_Pa sigma_yy_Pa von_mises_Pa sigma_max_principal_Pa sigma_min_principal_Pa sigma_tension_Pa sigma_comp_mag_Pa is_surface wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
3.8625601139e-04 3.0665325652e-05 -7.0286219130e+00 -1.1071680373e+01 2.0171173838e+01 3.0339899206e+01 2.4088024936e+01 -1.0945473011e+01 2.4088024936e+01 1.0945174256e+01 1.0000000000e+00 1.7648174343e+00 7.3934142507e-01 -1.6024839574e+00 1.3742254004e+01 9.0801684425e-01 4.1893365891e-01
3.7724644217e-04 4.8256777962e-05 -7.1341668650e+00 -1.0052792552e+01 1.1820906994e+01 2.3919857807e+01 1.6153506408e+01 -1.1466766279e+01 1.6153506408e+01 1.1466766619e+01 1.0000000000e+00 4.6540437808e+00 2.3276710671e+00 -4.0301452725e+00 1.3602606280e+01 8.6594485619e-01 5.0013948658e-01
3.7228023532e-04 5.6490695983e-05 -7.0141241681e+00 -9.7395570860e+00 8.9062162426e+00 2.1778842142e+01 1.3520066411e+01 -1.1627974336e+01 1.3520066411e+01 1.1627974335e+01 1.0000000000e+00 5.9693687928e+00 3.1840311584e+00 -5.0492880060e+00 1.3578669286e+01 8.4586631874e-01 5.3339494825e-01
3.6700949922e-04 6.4373762983e-05 -6.8319989649e+00 -9.4666450978e+00 6.4722685835e+00 2.0034010553e+01 1.1386776195e+01 -1.1746506576e+01 1.1386776195e+01 1.1746506576e+01 1.0000000000e+00 8.0198789660e+00 4.6686041246e+00 -6.5209350676e+00 1.3579061187e+01 8.1309644389e-01 5.8212900026e-01
3.6144550548e-04 7.1917467631e-05 -6.6065469454e+00 -9.2204857352e+00 4.4059475175e+00 1.8596140506e+01 9.6361870131e+00 -1.1836786441e+01 9.6361870131e+00 1.1836786441e+01 1.0000000000e+00 9.3967826665e+00 5.7638923716e+00 -7.4213926732e+00 1.3600947482e+01 7.8978017653e-01 6.1338998423e-01
3.5855782670e-04 7.5565089537e-05 -6.4811034843e+00 -9.1046865231e+00 3.4841441632e+00 1.7972375696e+01 8.8778762853e+00 -1.1874835606e+01 8.8778762853e+00 1.1874835606e+01 1.0000000000e+00 1.0079724244e+01 6.3359728019e+00 -7.8394061950e+00 1.3619494171e+01 7.7774014498e-01 6.2858592641e-01
3.5560206987e-04 7.9131282951e-05 -6.3484499604e+00 -8.9937307019e+00 2.6268236694e+00 1.7404808981e+01 8.1878580048e+00 -1.1909484296e+01 8.1878580048e+00 1.1909484296e+01 1.0000000000e+00 1.0754289689e+01 6.9200012318e+00 -8.2321521888e+00 1.3641198360e+01 7.6547614274e-01 6.4346427631e-01
3.5258011795e-04 8.2617076265e-05 -6.2099672997e+00 -8.8866437312e+00 1.8271666191e+00 1.6888655051e+01 7.5592691996e+00 -1.1942069880e+01 7.5592691996e+00 1.1942069880e+01 1.0000000000e+00 1.1421384021e+01 7.5153047803e+00 -8.6004771385e+00 1.3666392340e+01 7.5301531958e-01 6.5800298516e-01
3.4949387460e-04 8.6023448064e-05 -6.0648344938e+00 -8.7831298721e+00 1.0783846818e+00 1.6418971299e+01 6.9862725934e+00 -1.1972722405e+01 6.9862725934e+00 1.1972722405e+01 1.0000000000e+00 1.2733970359e+01 8.7359573832e+00 -9.2648286391e+00 1.3727888300e+01 7.2756794445e-01 6.8603563042e-01
3.4313585364e-04 9.2601525005e-05 -5.7586757590e+00 -8.5867499790e+00 -2.7965272217e-01 1.5607833053e+01 5.9920223741e+00 -1.2030350855e+01 5.9920223741e+00 1.2030350855e+01 1.0000000000e+00 1.4000664453e+01 9.9772790369e+00 -9.8220419541e+00 1.3802708481e+01 7.0154112950e-01 7.1262896631e-01
