x_m,y_m,sigma_comp_mag_Pa
3.9425261827e-04,1.1276184708e-05,9.7246232897e+00
3.9218071724e-04,1.6381492790e-05,1.0141478597e+01
3.9014720412e-04,2.1313086144e-05,1.0465710005e+01
3.8809475146e-04,2.6106338556e-05,1.0698152085e+01
3.8599504297e-04,3.0779887465e-05,1.0881543704e+01
3.8383284109e-04,3.5346002438e-05,1.1044289081e+01
3.8160066767e-04,3.9810076099e-05,1.1182420102e+01
3.7929355875e-04,4.4177903568e-05,1.1294785055e+01
3.7690951233e-04,4.8452555868e-05,1.1392810124e+01
3.7444778069e-04,5.2636567221e-05,1.1476304558e+01
3.7190866875e-04,5.6731801703e-05,1.1547791574e+01
3.6929302683e-04,6.0739755375e-05,1.1608486608e+01
3.6660201254e-04,6.4661755964e-05,1.1660472631e+01
3.6383705191e-04,6.8498984632e-05,1.1705733271e+01
3.6099980506e-04,7.2252574172e-05,1.1745584828e+01
3.5809204681e-04,7.5923475256e-05,1.1781648121e+01
3.5511557324e-04,7.9512628367e-05,1.1814359206e+01
3.5207228277e-04,8.3020999763e-05,1.1844740319e+01
3.4896409021e-04,8.6449494599e-05,1.1873954431e+01
3.4579289808e-04,8.9798962251e-05,1.1901960473e+01
3.4256056264e-04,9.3070301672e-05,1.1929300905e+01
3.3926908425e-04,9.6264271345e-05,1.1957401600e+01
3.3592027107e-04,9.9381780916e-05,1.1984859614e+01
3.3251593910e-04,1.0242362065e-04,1.2012825886e+01
3.2905794660e-04,1.0539054017e-04,1.2041622014e+01
3.2554803926e-04,1.0828334793e-04,1.2071077056e+01
3.2198793988e-04,1.1110279793e-04,1.2101632932e+01
3.1837932497e-04,1.1384965430e-04,1.2132445173e+01
3.1472383733e-04,1.1652463126e-04,1.2164482800e+01
3.1102304630e-04,1.1912844712e-04,1.2197722236e+01
3.0727850583e-04,1.2166180970e-04,1.2231657662e+01
3.0349168223e-04,1.2412538418e-04,1.2267149500e+01
2.9966400192e-04,1.2651982299e-04,1.2302957278e+01
2.9579685808e-04,1.2884577726e-04,1.2339469059e+01
2.9189157611e-04,1.3110384376e-04,1.2377530823e+01
2.8794945006e-04,1.3329462730e-04,1.2415048733e+01
2.8397168300e-04,1.3541864194e-04,1.2453744002e+01
2.7995943851e-04,1.3747640607e-04,1.2493797692e+01
2.7591388290e-04,1.3946844459e-04,1.2533216427e+01
2.7183605445e-04,1.4139519414e-04,1.2573773518e+01
2.6772700523e-04,1.4325705082e-04,1.2613701058e+01
2.6358769781e-04,1.4505437034e-04,1.2654465209e+01
2.5941905482e-04,1.4678749911e-04,1.2696324031e+01
2.5522197629e-04,1.4845672263e-04,1.2737629096e+01
2.5099734956e-04,1.5006222933e-04,1.2778055052e+01
2.4674588965e-04,1.5160420718e-04,1.2819437072e+01
2.4246841140e-04,1.5308276439e-04,1.2860033583e+01
2.3816560614e-04,1.5449794752e-04,1.2900419142e+01
2.3383815040e-04,1.5584968589e-04,1.2940740374e+01
2.2948666617e-04,1.5713787956e-04,1.2981043116e+01
2.2511179056e-04,1.5836234383e-04,1.3019890577e+01
2.1629406017e-04,1.6061886772e-04,1.3096851375e+01
2.1185224288e-04,1.6165002502e-04,1.3133780952e+01
2.0290508706e-04,1.6351495192e-04,1.3205194408e+01
1.9840060467e-04,1.6434709663e-04,1.3240609394e+01
1.9387615611e-04,1.6511095582e-04,1.3273002660e+01
1.8476868588e-04,1.6642846851e-04,1.3334811848e+01
1.1919416709e-04,1.6570730838e-04,1.2729503912e+01
1.1449211204e-04,1.6453530644e-04,1.6153406373e+01
1.0621154409e-04,1.6167124542e-04,1.8219852804e+01
1.0245506106e-04,1.6029953836e-04,1.8058922085e+01
9.8770641091e-05,1.5897600657e-04,1.7735918612e+01
9.5088513544e-05,1.5763429001e-04,1.7991935671e+01
9.1421803513e-05,1.5622962384e-04,1.7806994880e+01
8.7776686004e-05,1.5471451175e-04,1.7606868242e+01
8.4175371478e-05,1.5303239744e-04,1.7606083661e+01
8.0664202719e-05,1.5109801504e-04,1.6431848146e+01
7.7391533584e-05,1.4873064715e-04,1.9412978422e+01
7.5209440440e-05,1.4578748388e-04,2.9917929015e+01
7.4112645960e-05,1.4406519628e-04,1.0753833013e+02
6.8763044159e-05,1.4095903200e-04,9.0662783866e+01
6.6777070291e-05,1.4017684747e-04,8.7403743684e+01
6.2660962543e-05,1.3883666112e-04,8.1584158828e+01
6.0547607753e-05,1.3825550708e-04,7.8905525717e+01
5.8404179752e-05,1.3772215813e-04,7.6334299667e+01
5.6233740128e-05,1.3723014662e-04,7.3677304130e+01
5.4037830908e-05,1.3677378955e-04,7.1124720837e+01
