x_m,y_m,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
-3.9839867180e-04,1.1863955642e-06,5.0311157859e-01,4.0425157446e-01,2.9950279641e-01,2.3665659249e+01,-5.9530094149e-01,8.0350282455e-01
-3.9225663690e-04,6.2615854914e-06,1.7871907671e+00,1.3260528562e+00,1.1981797280e+00,2.3826992454e+01,-6.7042631935e-01,7.4197611169e-01
-3.8932864448e-04,8.9665927773e-06,2.4690561048e+00,1.7949539361e+00,1.6953991908e+00,2.3886610450e+01,-6.8665883594e-01,7.2697980923e-01
-3.8643646351e-04,1.1710309517e-05,3.2090588408e+00,2.3232977674e+00,2.2136725431e+00,2.3932705387e+01,-6.8981986711e-01,7.2398104322e-01
-3.8353940445e-04,1.4448853030e-05,3.9664520818e+00,2.8932277922e+00,2.7132959772e+00,2.3965740459e+01,-6.8406120160e-01,7.2942461740e-01
-3.8061697459e-04,1.7160254357e-05,4.7134859251e+00,3.4724837539e+00,3.1872882117e+00,2.3989295585e+01,-6.7620615876e-01,7.3671244788e-01
-3.7766371183e-04,1.9838006514e-05,5.4559161161e+00,4.0640845100e+00,3.6400876035e+00,2.4004630765e+01,-6.6718173925e-01,7.4489497704e-01
-3.7467620547e-04,2.2477463001e-05,6.1913224043e+00,4.6676022235e+00,4.0676728723e+00,2.4012622918e+01,-6.5699580909e-01,7.5389422788e-01
-3.6858896974e-04,2.7626147342e-05,7.6330006445e+00,5.9012736116e+00,4.8412465957e+00,2.4009640340e+01,-6.3425208789e-01,7.7312630857e-01
-3.6548724000e-04,3.0130318759e-05,8.3437927357e+00,6.5329485526e+00,5.1903237302e+00,2.3999968447e+01,-6.2205808493e-01,7.8297109715e-01
-3.6234589374e-04,3.2584588562e-05,9.0521517577e+00,7.1783808179e+00,5.5147348329e+00,2.3984403094e+01,-6.0921811526e-01,7.9300270368e-01
-3.5916420990e-04,3.4986311060e-05,9.7574139070e+00,7.8372462507e+00,5.8124605253e+00,2.3964066160e+01,-5.9569682917e-01,8.0320936730e-01
-3.5594139946e-04,3.7332527439e-05,1.0465765786e+01,8.5153377754e+00,6.0845111599e+00,2.3937922826e+01,-5.8137276186e-01,8.1363733430e-01
-3.5267619224e-04,3.9619322132e-05,1.1195475262e+01,9.2304713197e+00,6.3353820369e+00,2.3904532187e+01,-5.6588772596e-01,8.2448231128e-01
-3.4936662451e-04,4.1841357304e-05,1.1930218234e+01,9.9724322260e+00,6.5483358661e+00,2.3865861519e+01,-5.4888651133e-01,8.3589688220e-01
-3.4260336131e-04,4.6061401386e-05,1.3457432265e+01,1.1588147608e+01,6.8423181888e+00,2.3756788865e+01,-5.0844158484e-01,8.6109648403e-01
-3.3914195456e-04,4.8038033037e-05,1.4264517656e+01,1.2488458514e+01,6.8931029234e+00,2.3683271745e+01,-4.8323421020e-01,8.7549111823e-01
-3.3561861036e-04,4.9901403084e-05,1.5107324539e+01,1.3478796847e+01,6.8229971625e+00,2.3587599671e+01,-4.5163504266e-01,8.9220277305e-01
-3.3202359007e-04,5.1621294266e-05,1.5982145793e+01,1.4567891575e+01,6.5730905379e+00,2.3458474169e+01,-4.1127709777e-01,9.1151036683e-01
-3.2833779649e-04,5.3131051538e-05,1.6516748797e+01,1.5494500490e+01,5.7204410120e+00,2.3226746753e+01,-3.4634183049e-01,9.3810838204e-01
-3.2452417363e-04,5.4250088733e-05,1.5476349245e+01,1.5112949057e+01,3.3340900958e+00,2.2866448950e+01,-2.1543130379e-01,9.7651899794e-01
-3.2059543486e-04,5.4865099941e-05,1.2207222083e+01,1.2153925686e+01,1.1394566230e+00,2.2669877047e+01,-9.3342827326e-02,9.9563402744e-01
-3.1280207520e-04,5.6396360856e-05,8.7373039757e+00,8.3086616037e+00,2.7030766022e+00,2.3060461670e+01,-3.0937193095e-01,9.5094111718e-01
-3.0904616310e-04,5.7726903841e-05,9.3510728040e+00,8.7304450195e+00,3.3499093044e+00,2.3177469819e+01,-3.5823796633e-01,9.3363031200e-01
-3.0534694097e-04,5.9211356920e-05,9.9558917947e+00,9.1821440580e+00,3.8481179718e+00,2.3232968173e+01,-3.8651665277e-01,9.2228242807e-01
-3.0168457476e-04,6.0785582068e-05,1.0524585472e+01,9.6309174512e+00,4.2440933549e+00,2.3263157119e+01,-4.0325515586e-01,9.1508758011e-01
-2.9804539684e-04,6.2413045935e-05,1.1057346300e+01,1.0069172951e+01,4.5690987373e+00,2.3275447080e+01,-4.1321838110e-01,9.1063196162e-01
-2.9442000945e-04,6.4071139696e-05,1.1552053286e+01,1.0491137623e+01,4.8359038979e+00,2.3275379022e+01,-4.1861855881e-01,9.0816215635e-01
-2.9080155876e-04,6.5744365269e-05,1.2018039475e+01,1.0902157865e+01,5.0572944069e+00,2.3266604451e+01,-4.2080860338e-01,9.0714944707e-01
-2.8356669267e-04,6.9095224882e-05,1.2863949166e+01,1.1681074463e+01,5.3882917081e+00,2.3230016231e+01,-4.1886761510e-01,9.0804731210e-01
-2.7994385633e-04,7.0758925187e-05,1.3248155021e+01,1.2048730122e+01,5.5083313185e+00,2.3204766993e+01,-4.1578101327e-01,9.0946475963e-01
-2.7631452051e-04,7.2408385598e-05,1.3608835230e+01,1.2401848494e+01,5.6030839947e+00,2.3176005098e+01,-4.1172399401e-01,9.1130859359e-01
-2.7267723221e-04,7.4040222495e-05,1.3947353680e+01,1.2740279260e+01,5.6757342303e+00,2.3144459411e+01,-4.0693986547e-01,9.1345495012e-01
-2.6903097595e-04,7.5651910803e-05,1.4265882251e+01,1.3064811280e+01,5.7294068285e+00,2.3110520112e+01,-4.0161601840e-01,9.1580815336e-01
-2.6537504735e-04,7.7241527546e-05,1.4565647344e+01,1.3375747604e+01,5.7660609243e+00,2.3074717746e+01,-3.9586712408e-01,9.1830780247e-01
-2.6170897916e-04,7.8807611077e-05,1.4848320833e+01,1.3673749266e+01,5.7880232003e+00,2.3037193630e+01,-3.8980994992e-01,9.2089532681e-01
-2.5434550110e-04,8.1865232993e-05,1.5368653446e+01,1.4233959727e+01,5.7956793576e+00,2.2958666090e+01,-3.7711042012e-01,9.2616830600e-01
-2.5064798890e-04,8.3355549114e-05,1.5612513486e+01,1.4501062728e+01,5.7853052734e+00,2.2917591557e+01,-3.7055566220e-01,9.2881026115e-01
-2.4693987376e-04,8.4819278333e-05,1.5846667229e+01,1.4760978616e+01,5.7645791313e+00,2.2875279722e+01,-3.6377233446e-01,9.3148788971e-01
-2.4322085319e-04,8.6255060478e-05,1.6064817933e+01,1.5009067915e+01,5.7276745326e+00,2.2831068674e+01,-3.5653529076e-01,9.3428185600e-01
-2.3949069706e-04,8.7661655148e-05,1.6259891089e+01,1.5236729054e+01,5.6768077267e+00,2.2785945038e+01,-3.4912950496e-01,9.3707448411e-01
-2.3574988660e-04,8.9039679561e-05,1.6437246226e+01,1.5444871336e+01,5.6248567012e+00,2.2741380056e+01,-3.4220188855e-01,9.3962645103e-01
-2.3199917171e-04,9.0390520540e-05,1.6607074578e+01,1.5644579665e+01,5.5715395685e+00,2.2697026604e+01,-3.3549193401e-01,9.4204307875e-01
-2.2446953962e-04,9.3012432456e-05,1.6929103259e+01,1.6026208736e+01,5.4548300321e+00,2.2607687925e+01,-3.2221612384e-01,9.4666613414e-01
-2.2069116240e-04,9.4283854303e-05,1.7080819940e+01,1.6207663472e+01,5.3912943329e+00,2.2562350896e+01,-3.1563439881e-01,9.4888088098e-01
-2.1690407702e-04,9.5529099599e-05,1.7225781363e+01,1.6382317766e+01,5.3242096298e+00,2.2516819629e+01,-3.0908378074e-01,9.5103481350e-01
-2.1310853328e-04,9.6748322261e-05,1.7364193906e+01,1.6550233850e+01,5.2540450611e+00,2.2470859296e+01,-3.0257926683e-01,9.5312422448e-01
-2.0930478637e-04,9.7941708309e-05,1.7496333183e+01,1.6711624970e+01,5.1810487095e+00,2.2424680190e+01,-2.9612197340e-01,9.5515013316e-01
-2.0549308436e-04,9.9109438101e-05,1.7622376591e+01,1.6866642659e+01,5.1053425107e+00,2.2378176340e+01,-2.8970794514e-01,9.5711509576e-01
-2.0167367657e-04,1.0025171402e-04,1.7742413002e+01,1.7015256587e+01,5.0273514308e+00,2.2331259938e+01,-2.8335218159e-01,9.5901592332e-01
-1.9401273619e-04,1.0246079178e-04,1.7966102823e+01,1.7294792568e+01,4.8652852638e+00,2.2237111229e+01,-2.7080359673e-01,9.6263462019e-01
-1.9017168645e-04,1.0352804144e-04,1.8069903158e+01,1.7425775512e+01,4.7816051649e+00,2.2189722043e+01,-2.6461708859e-01,9.6435356401e-01
-1.8632390140e-04,1.0457074957e-04,1.8168923560e+01,1.7551425960e+01,4.6965125458e+00,2.2142259828e+01,-2.5849151329e-01,9.6601352866e-01
-1.8246960922e-04,1.0558914352e-04,1.8262530726e+01,1.7671153649e+01,4.6098109731e+00,2.2093908136e+01,-2.5241906734e-01,9.6761801060e-01
-1.7860903237e-04,1.0658345009e-04,1.8350702623e+01,1.7784883847e+01,4.5217467091e+00,2.2046138300e+01,-2.4640727944e-01,9.6916636995e-01
-1.7474239518e-04,1.0755392486e-04,1.8434266550e+01,1.7893373734e+01,4.4327598256e+00,2.1997848951e+01,-2.4046304275e-01,9.7065829470e-01
-1.7086991588e-04,1.0850082138e-04,1.8513089350e+01,1.7996522103e+01,4.3427720938e+00,2.1949457899e+01,-2.3457846563e-01,9.7209718828e-01
-1.6310826105e-04,1.1032483211e-04,1.8656503328e+01,1.8186727651e+01,4.1602949150e+00,2.1852183726e+01,-2.2299435440e-01,9.7481973611e-01
-1.5921949584e-04,1.1120245827e-04,1.8721126162e+01,1.8273801631e+01,4.0680141001e+00,2.1803177416e+01,-2.1729537341e-01,9.7610589625e-01
-1.5532569854e-04,1.1205748418e-04,1.8781018080e+01,1.8355518842e+01,3.9751186336e+00,2.1754379468e+01,-2.1165618481e-01,9.7734418678e-01
-1.5142706124e-04,1.1289016579e-04,1.8836466528e+01,1.8432122254e+01,3.8819248410e+00,2.1704983499e+01,-2.0608561777e-01,9.7853396372e-01
-1.4752377061e-04,1.1370075675e-04,1.8887255230e+01,1.8503440152e+01,3.7882862457e+00,2.1655663438e+01,-2.0057367783e-01,9.7967862065e-01
-1.4361600496e-04,1.1448949448e-04,1.8933293449e+01,1.8569375376e+01,3.6943062935e+00,2.1606400535e+01,-1.9512222231e-01,9.8077893450e-01
-1.3970394127e-04,1.1525663303e-04,1.8974609224e+01,1.8629931818e+01,3.6001993936e+00,2.1556445970e+01,-1.8973773589e-01,9.8183480870e-01
-1.3578775315e-04,1.1600243363e-04,1.9010945221e+01,1.8684870045e+01,3.5059477475e+00,2.1506784939e+01,-1.8441732942e-01,9.8284802925e-01
-1.2794366812e-04,1.1743103353e-04,1.9068084973e+01,1.8777326372e+01,3.3172094952e+00,2.1407085241e+01,-1.7396657819e-01,9.8475155734e-01
-1.2401609451e-04,1.1811435316e-04,1.9088894568e+01,1.8814834992e+01,3.2230234368e+00,2.1357074278e+01,-1.6884285390e-01,9.8564298338e-01
-1.2008504399e-04,1.1877738104e-04,1.9104293117e+01,1.8846304948e+01,3.1290262583e+00,2.1306991500e+01,-1.6378654992e-01,9.8649580134e-01
-1.1615066822e-04,1.1942038586e-04,1.9113938098e+01,1.8871404260e+01,3.0352480706e+00,2.1256801323e+01,-1.5879763004e-01,9.8731115293e-01
-1.1221311569e-04,1.2004364515e-04,1.9117871212e+01,1.8890166979e+01,2.9418686601e+00,2.1206698921e+01,-1.5388055644e-01,9.8808945665e-01
-1.0827253305e-04,1.2064745373e-04,1.9115883725e+01,1.8902382949e+01,2.8490225411e+00,2.1156452780e+01,-1.4903954126e-01,9.8883123694e-01
-1.0432906290e-04,1.2123211046e-04,1.9107680513e+01,1.8907776153e+01,2.7567109980e+00,2.1106352755e+01,-1.4427240376e-01,9.8953801014e-01
-9.6434012237e-05,1.2234520162e-04,1.9071582654e+01,1.8897047559e+01,2.5742685314e+00,2.1005918185e+01,-1.3497928190e-01,9.9084842103e-01
-9.2482702698e-05,1.2287430099e-04,1.9043506151e+01,1.8880751004e+01,2.4844250993e+00,2.0955869183e+01,-1.3046048766e-01,9.9145350933e-01
-8.8529044961e-05,1.2338556241e-04,1.9008177493e+01,1.8856613768e+01,2.3956061423e+00,2.0905993033e+01,-1.2603029108e-01,9.9202639367e-01
-8.4573167050e-05,1.2387935633e-04,1.8964646231e+01,1.8823686860e+01,2.3079470703e+00,2.0856054224e+01,-1.2169734369e-01,9.9256725542e-01
-8.0615194770e-05,1.2435607701e-04,1.8913505180e+01,1.8782567549e+01,2.2216737999e+00,2.0806675275e+01,-1.1746494258e-01,9.9307702988e-01
-7.6655251165e-05,1.2481614073e-04,1.8854600310e+01,1.8733104400e+01,2.1369961135e+00,2.0757148160e+01,-1.1334083345e-01,9.9355616624e-01
-7.2693456614e-05,1.2525998857e-04,1.8786578128e+01,1.8673962730e+01,2.0539312900e+00,2.0707660942e+01,-1.0932971806e-01,9.9400553960e-01
-6.4764785656e-05,1.2610096578e-04,1.8622778094e+01,1.8526245388e+01,1.8936989677e+00,2.0610553413e+01,-1.0168724334e-01,9.9481641751e-01
-6.0798138820e-05,1.2649914456e-04,1.8526168078e+01,1.8436859525e+01,1.8168969402e+00,2.0562485255e+01,-9.8071923591e-02,9.9517932947e-01
-5.6830100509e-05,1.2688321654e-04,1.8419122279e+01,1.8336501527e+01,1.7426351490e+00,2.0514782688e+01,-9.4610108050e-02,9.9551440344e-01
-5.2860781578e-05,1.2725382781e-04,1.8301136092e+01,1.8224668429e+01,1.6712399297e+00,2.0467805017e+01,-9.1318917108e-02,9.9582169859e-01
-4.8890290874e-05,1.2761167588e-04,1.8171680000e+01,1.8100849750e+01,1.6028700365e+00,2.0421423145e+01,-8.8207036252e-02,9.9610216281e-01
