x_m,y_m,sigma_xx_Pa,sigma_xy_Pa,sigma_yy_Pa,von_mises_Pa,sigma_max_principal_Pa,sigma_min_principal_Pa,sigma_tension_Pa,sigma_comp_mag_Pa,is_surface,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
3.8399241711e-04,3.5284303872e-05,-7.0095056042e+00,-1.0905890691e+01,1.8048133640e+01,2.8745110196e+01,2.2115311127e+01,-1.1076683092e+01,2.2115311127e+01,1.1076705060e+01,1.0000000000e+00,2.2224090972e+00,9.5969196900e-01,-2.0045182763e+00,1.3710921430e+01,9.0195737536e-01,4.3182507226e-01
3.7466256619e-04,5.2550033609e-05,-6.9025525388e+00,-1.0132067371e+01,1.0746423252e+01,2.3263029619e+01,1.5352851769e+01,-1.1508981056e+01,1.5352851769e+01,1.1508981017e+01,1.0000000000e+00,5.2146364926e+00,2.6749580267e+00,-4.4762744895e+00,1.3592364384e+01,8.5840585358e-01,5.1297114007e-01
3.7213655966e-04,5.6639531523e-05,-6.8150351280e+00,-9.9959619025e+00,9.3618265285e+00,2.2263815645e+01,1.4127415656e+01,-1.1580624256e+01,1.4127415656e+01,1.1580624256e+01,1.0000000000e+00,5.8748383225e+00,3.1102730244e+00,-4.9839669972e+00,1.3582645743e+01,8.4835815449e-01,5.2942274385e-01
3.6685587766e-04,6.4558611136e-05,-6.5950761391e+00,-9.7477008371e+00,6.9251163474e+00,2.0540373893e+01,1.2024010500e+01,-1.1693970292e+01,1.2024010500e+01,1.1693970292e+01,1.0000000000e+00,7.9056938314e+00,4.5688829720e+00,-6.4517674589e+00,1.3581163111e+01,8.1609123709e-01,5.7792308550e-01
3.6127964057e-04,7.2139492389e-05,-6.3321722073e+00,-9.5203126095e+00,4.8465316646e+00,1.9116444995e+01,1.0294064392e+01,-1.1779704935e+01,1.0294064392e+01,1.1779704935e+01,1.0000000000e+00,9.2699435710e+00,5.6464841851e+00,-7.3518072715e+00,1.3602306009e+01,7.9308004576e-01,6.0911742793e-01
3.5542153840e-04,7.9390749918e-05,-6.0387206436e+00,-9.3061018797e+00,3.0478282958e+00,1.7932687989e+01,8.8579960641e+00,-1.1848888412e+01,8.8579960641e+00,1.1848888412e+01,1.0000000000e+00,1.0620143045e+01,6.7879508249e+00,-8.1676901194e+00,1.3641059746e+01,7.6907533968e-01,6.3915813529e-01
3.5239139699e-04,8.2895170309e-05,-5.8834814825e+00,-9.2030114418e+00,2.2367714638e+00,1.7418390714e+01,8.2331575584e+00,-1.1879867577e+01,8.2331575584e+00,1.1879867577e+01,1.0000000000e+00,1.1939813464e+01,7.9743355098e+00,-8.8864570407e+00,1.3694019839e+01,7.4427101122e-01,6.6787772973e-01
3.4929643940e-04,8.6320027982e-05,-5.7225468290e+00,-9.1020737792e+00,1.4754050759e+00,1.6949375249e+01,7.6621554862e+00,-1.1909297239e+01,7.6621554862e+00,1.1909297239e+01,1.0000000000e+00,1.2585917719e+01,8.5800163219e+00,-9.2080749748e+00,1.3726934224e+01,7.3161728692e-01,6.8171558988e-01
3.4613856315e-04,8.9666173123e-05,-5.5565773497e+00,-9.0047520722e+00,7.6183305827e-01,1.6524335594e+01,7.1429574578e+00,-1.1937701749e+01,7.1429574578e+00,1.1937701749e+01,1.0000000000e+00,1.3218626991e+01,9.1894993058e+00,-9.5018525580e+00,1.3763155743e+01,7.1882295828e-01,6.9519317794e-01
3.4291962679e-04,9.2934524203e-05,-5.3875302933e+00,-8.9070503136e+00,9.0238075196e-02,1.6136922159e+01,6.6680102432e+00,-1.1965302461e+01,6.6680102432e+00,1.1965302461e+01,1.0000000000e+00,1.3835970062e+01,9.8000633252e+00,-9.7669251237e+00,1.3801113933e+01,7.0590822906e-01,7.0830330519e-01
3.3964163038e-04,9.6125842416e-05,-5.2138020163e+00,-8.8120537957e+00,-5.4472898198e-01,1.5786294135e+01,6.2349556694e+00,-1.1993486668e+01,6.2349556694e+00,1.1993486668e+01,1.0000000000e+00,1.4443138714e+01,1.0414097236e+01,-1.0007538892e+01,1.3843205706e+01,6.9289225079e-01,7.2104114223e-01
3.3630637579e-04,9.9241029789e-05,-5.0365129928e+00,-8.7191665295e+00,-1.1419325096e+00,1.5470715521e+01,5.8427990194e+00,-1.2021244522e+01,5.8427990194e+00,1.2021244522e+01,1.0000000000e+00,1.5034375187e+01,1.1026314428e+01,-1.0220216602e+01,1.3887420913e+01,6.7978991310e-01,7.3340689528e-01
3.3291568245e-04,1.0228088101e-04,-4.8566814645e+00,-8.6264633239e+00,-1.7076573914e+00,1.5185426762e+01,5.4851408008e+00,-1.2049479657e+01,5.4851408008e+00,1.2049479657e+01,1.0000000000e+00,1.6172769933e+01,1.2243258676e+01,-1.0566981797e+01,1.3985010396e+01,6.5338107454e-01,7.5702917476e-01
3.2947140508e-04,1.0524615257e-04,-4.6734912290e+00,-8.5349160338e+00,-2.2442265528e+00,1.4929589436e+01,5.1607435887e+00,-1.2078461370e+01,5.1607435887e+00,1.2078461370e+01,1.0000000000e+00,1.6718009577e+01,1.2844186648e+01,-1.0701341671e+01,1.4036755008e+01,6.4010859796e-01,7.6828444135e-01
3.2242904120e-04,1.1095614109e-04,-4.2980341820e+00,-8.3556161467e+00,-3.2364351705e+00,1.4499568810e+01,4.6040952791e+00,-1.2138564632e+01,4.6040952791e+00,1.2138564632e+01,1.0000000000e+00,1.7765584653e+01,1.4029588627e+01,-1.0898928433e+01,1.4147584517e+01,6.1348549155e-01,7.8970599064e-01
3.1150603790e-04,1.1898087597e-04,-3.7153610243e+00,-8.0910548665e+00,-4.5526715491e+00,1.4031566303e+01,3.9671122953e+00,-1.2235144869e+01,3.9671122953e+00,1.2235144869e+01,1.0000000000e+00,1.9220574386e+01,1.5745333600e+01,-1.1023381947e+01,1.4327453923e+01,5.7351990245e-01,8.1919162684e-01
3.0018931010e-04,1.2637429698e-04,-3.1056988888e+00,-7.8332640718e+00,-5.6966150747e+00,1.3750743069e+01,3.5378382305e+00,-1.2340152194e+01,3.5378382305e+00,1.2340152194e+01,1.0000000000e+00,2.0958331535e+01,1.7895365969e+01,-1.0909057593e+01,1.4588828703e+01,5.2051173896e-01,8.5385451314e-01
2.8851723159e-04,1.3315404117e-04,-2.4694307093e+00,-7.5766132786e+00,-6.7033507721e+00,1.3624604204e+01,3.2797781641e+00,-1.2452559645e+01,3.2797781641e+00,1.2452559645e+01,1.0000000000e+00,2.2130065502e+01,1.9399956362e+01,-1.0648074580e+01,1.4796481394e+01,4.8115874665e-01,8.7663348129e-01
2.7652399746e-04,1.3933559841e-04,-1.7982969672e+00,-7.3206560914e+00,-7.5961847634e+00,1.3636779476e+01,3.1759574360e+00,-1.2570439167e+01,3.1759574359e+00,1.2570439167e+01,1.0000000000e+00,2.3200296818e+01,2.0808686196e+01,-1.0259256856e+01,1.5014700988e+01,4.4220368976e-01,8.9691465411e-01
2.6423954000e-04,1.4493186335e-04,-1.0838460613e+00,-7.0617704438e+00,-8.3950668664e+00,1.3772175301e+01,3.2119126533e+00,-1.2690825581e+01,3.2119126538e+00,1.2690825581e+01,1.0000000000e+00,2.4496703334e+01,2.2547673667e+01,-9.5755358317e+00,1.5316543365e+01,3.9089079461e-01,9.2043706286e-01
2.4745121536e-04,1.5149882931e-04,-4.2732315696e-02,-6.7105373319e+00,-9.3404686652e+00,1.4138436739e+01,3.4712297666e+00,-1.2854430747e+01,3.4712297536e+00,1.2854430747e+01,1.0000000000e+00,2.5674646306e+01,2.4144554562e+01,-8.7308618103e+00,1.5633147777e+01,3.4005772489e-01,9.4040456387e-01
2.3024072901e-04,1.5705163184e-04,1.1435176109e+00,-6.3386544057e+00,-1.0175476186e+01,1.4716548820e+01,3.9806241353e+00,-1.3012582710e+01,3.9806240655e+00,1.3012582710e+01,1.0000000000e+00,2.7044168069e+01,2.5989660081e+01,-7.4782748953e+00,1.6047073995e+01,2.7652079651e-01,9.6100793394e-01
8.8663538123e-05,1.5682140798e-04,6.1561282815e+00,-5.7226453383e-01,-1.7960037178e+01,2.0870851763e+01,6.1478374352e+00,-1.7951746332e+01,6.1092827498e+00,1.7952010141e+01,1.0000000000e+00,2.7057171745e+01,2.6234141419e+01,6.6227159718e+00,1.9699606432e+01,-2.4476748842e-01,9.6958180501e-01
7.3791550866e-05,1.5142565834e-04,1.1849341323e+01,4.1290622319e+00,-1.8064242127e+01,2.6115206158e+01,1.1970170904e+01,-1.8185071707e+01,1.3195148418e+01,1.7829660678e+01,1.0000000000e+00,2.6160655948e+01,2.4074448244e+01,1.0237229183e+01,2.0492283415e+01,-3.9132157862e-01,9.2025399869e-01
6.7065202486e-05,1.4709677554e-04,-6.1869528423e-01,1.0466856197e+01,-2.6767481595e+01,1.7431485689e+01,-3.6290154845e+00,-2.3757161395e+01,-2.6649577318e+00,1.7081671095e+01,1.0000000000e+00,2.1638341589e+01,1.7934834521e+01,1.2106177656e+01,2.1336230100e+01,-5.5947807305e-01,8.2884515187e-01
3.9217563443e-05,1.3534660766e-04,-6.4043454634e+01,-1.1000781150e+01,-3.4719090713e+01,3.1688157746e+01,-3.1086106269e+01,-6.7676439078e+01,-1.0732600188e-07,6.7676439068e+01,1.0000000000e+00,1.0776301412e+01,1.0627896892e+01,1.7822681504e+00,1.9983043915e+01,-1.6538774133e-01,9.8622862208e-01
2.0705951083e-05,1.3304300769e-04,-4.8979786540e+01,-5.3782915301e+00,-3.3285247937e+01,1.6424066129e+01,-3.1650078238e+01,-5.0614956240e+01,4.7589163347e-09,5.0614956240e+01,1.0000000000e+00,1.3152597238e+01,1.3071844250e+01,1.4552326327e+00,1.9900471665e+01,-1.1064222574e-01,9.9386030099e-01
1.8318626915e-05,1.3279586671e-04,-4.7453260394e+01,-5.8487587604e+00,-3.3987702405e+01,1.5434000144e+01,-3.1809657262e+01,-4.9631305538e+01,8.1395042343e-09,4.9631305538e+01,1.0000000000e+00,1.3588633121e+01,1.3513344879e+01,1.4284468104e+00,1.9908322648e+01,-1.0512071358e-01,9.9445946905e-01
1.5475248684e-06,1.3138708788e-04,-4.4831464698e+01,-3.5087103112e+00,-3.2913279441e+01,1.1906074118e+01,-3.1998396973e+01,-4.5746347167e+01,7.8351876189e-09,4.5746347167e+01,1.0000000000e+00,1.5056756461e+01,1.5011400870e+01,1.1678009375e+00,1.9940301737e+01,-7.7559927369e-02,9.9698769183e-01
-8.7478709341e-07,1.3121007705e-04,-4.3668567884e+01,-3.0401763123e+00,-3.2728801903e+01,1.0788028845e+01,-3.1970213536e+01,-4.4427156251e+01,9.5627361430e-09,4.4427156251e+01,1.0000000000e+00,1.5424673909e+01,1.5381221468e+01,1.1569750779e+00,1.9963186699e+01,-7.5008073734e-02,9.9718292649e-01
-1.5579839262e-05,1.3016601741e-04,-3.6845398724e+01,-8.1228839805e-01,-3.2008554869e+01,4.3095667256e+00,-3.1938847287e+01,-3.6915106306e+01,3.7204774419e-09,3.6915106306e+01,1.0000000000e+00,1.6634171993e+01,1.6590364666e+01,1.2064319882e+00,2.0087005380e+01,-7.2527324399e-02,9.9736642575e-01
-1.8057866986e-05,1.2998993053e-04,-3.5781559824e+01,-4.9374661077e-01,-3.1918002813e+01,3.2767688207e+00,-3.1957937957e+01,-3.5741624679e+01,-6.8588936612e-09,3.5741624679e+01,1.0000000000e+00,1.6634171993e+01,1.6590364666e+01,1.2064319882e+00,2.0087005380e+01,-7.2527324399e-02,9.9736642575e-01
-3.3076746655e-05,1.2888034741e-04,-2.9713227686e+01,1.2292668660e+00,-3.1508145834e+01,2.4980348699e+00,-2.9168445656e+01,-3.2052927865e+01,-5.3048747443e-08,3.2052927864e+01,1.0000000000e+00,1.7523955280e+01,1.7470630960e+01,1.3660389854e+00,2.0244395679e+01,-7.7952663288e-02,9.9695706141e-01
-3.5603700145e-05,1.2868325779e-04,-2.8773799867e+01,1.4899988109e+00,-3.1452580492e+01,3.3712510832e+00,-2.8166797459e+01,-3.2059582900e+01,-4.0762957419e-08,3.2059582900e+01,1.0000000000e+00,1.7705061315e+01,1.7648111241e+01,1.4189312112e+00,2.0287253108e+01,-8.0142688350e-02,9.9678340150e-01
-5.0893593170e-05,1.2740073400e-04,-2.3601707949e+01,2.9730427336e+00,-3.1153639579e+01,8.2976270034e+00,-2.2587036580e+01,-3.2168310948e+01,2.1232291121e-07,3.2168310948e+01,1.0000000000e+00,1.8301136092e+01,1.8224668429e+01,1.6712399297e+00,2.0467805017e+01,-9.1318917108e-02,9.9582169859e-01
-5.3461718547e-05,1.2716797572e-04,-2.2817562661e+01,3.2107463990e+00,-3.1106577086e+01,9.0556104682e+00,-2.1733810732e+01,-3.2190329015e+01,1.9371724437e-07,3.2190329015e+01,1.0000000000e+00,1.8301136092e+01,1.8224668429e+01,1.6712399297e+00,2.0467805017e+01,-9.1318917108e-02,9.9582169859e-01
-6.8974108305e-05,1.2563778499e-04,-1.8569886311e+01,4.6110746060e+00,-3.0822803988e+01,1.3268687399e+01,-1.7035664908e+01,-3.2357025391e+01,2.5586056235e-06,3.2357025391e+01,1.0000000000e+00,1.8709369354e+01,1.8605070856e+01,1.9727747199e+00,2.0658981229e+01,-1.0544314362e-01,9.9442533328e-01
