x_m,y_m,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
-3.9839862572e-04,1.1882249580e-06,4.9501330864e-01,3.9753131622e-01,2.9496953802e-01,2.3670971027e+01,-5.9588203564e-01,8.0307197660e-01
-3.9225867170e-04,6.2729056450e-06,1.7759926805e+00,1.3160864514e+00,1.1925042783e+00,2.3832790169e+01,-6.7145787895e-01,7.4104272265e-01
-3.8644356680e-04,1.1733639898e-05,3.1933159780e+00,2.3083216190e+00,2.2065625390e+00,2.3937859397e+01,-6.9099411215e-01,7.2286038554e-01
-3.8062985429e-04,1.7196360736e-05,4.6970091865e+00,3.4549518554e+00,3.1820124097e+00,2.3995414034e+01,-6.7745501091e-01,7.3556421079e-01
-3.7767945492e-04,1.9880631490e-05,5.4373079699e+00,4.0440895740e+00,3.6345092484e+00,2.4010867157e+01,-6.6843910048e-01,7.4376687810e-01
-3.7167286509e-04,2.5130134303e-05,6.8944649934e+00,5.2560369231e+00,4.4618071909e+00,2.4020847071e+01,-6.4715785708e-01,7.6235602445e-01
-3.6551334548e-04,3.0199191140e-05,8.3204119441e+00,6.5058203433e+00,5.1868638482e+00,2.4006906274e+01,-6.2339026998e-01,7.8191084613e-01
-3.6237447873e-04,3.2660303023e-05,9.0255379134e+00,7.1475527289e+00,5.5111545627e+00,2.3992199203e+01,-6.1061785077e-01,7.9192540073e-01
-3.5597525360e-04,3.7422941902e-05,1.0442648356e+01,8.4843518772e+00,6.0880767004e+00,2.3945859024e+01,-5.8300121702e-01,8.1247128008e-01
-3.4940692407e-04,4.1949179736e-05,1.1894335100e+01,9.9258603032e+00,6.5538160417e+00,2.3875104340e+01,-5.5100314450e-01,8.3450316641e-01
-3.4605428426e-04,4.4109768193e-05,1.2639246658e+01,1.0699572466e+01,6.7282765339e+00,2.3827562125e+01,-5.3233208561e-01,8.4653561687e-01
-3.3919770984e-04,4.8184789989e-05,1.4205784979e+01,1.2403268401e+01,6.9255512298e+00,2.3699654702e+01,-4.8751626468e-01,8.7311390532e-01
-3.3209924903e-04,5.1818868535e-05,1.5914221704e+01,1.4421906113e+01,6.7283784467e+00,2.3503449819e+01,-4.2279029234e-01,9.0622754797e-01
-3.2844076045e-04,5.3402211273e-05,1.6853153462e+01,1.5648659788e+01,6.2568545192e+00,2.3308560773e+01,-3.7125719725e-01,9.2853007140e-01
-3.2073726854e-04,5.5265570059e-05,1.3100725408e+01,1.3059872408e+01,1.0337982899e+00,2.2634703421e+01,-7.8911530297e-02,9.9688162306e-01
-3.1290022753e-04,5.6559718467e-05,8.5988293138e+00,8.2210957185e+00,2.5206052357e+00,2.3014503235e+01,-2.9313353524e-01,9.5607150910e-01
-3.0912403555e-04,5.7836921412e-05,9.2051691816e+00,8.6318894843e+00,3.1977528971e+00,2.3154226018e+01,-3.4738665136e-01,9.3772198143e-01
-3.0173377795e-04,6.0836714713e-05,1.0408011572e+01,9.5479460129e+00,4.1428772390e+00,2.3251923885e+01,-3.9804694781e-01,9.1736504584e-01
-2.9445075144e-04,6.4092124380e-05,1.1459950416e+01,1.0423328666e+01,4.7628440100e+00,2.3270711961e+01,-4.1560773275e-01,9.0954395852e-01
-2.9082530314e-04,6.5755561485e-05,1.1933768086e+01,1.0838803901e+01,4.9935108634e+00,2.3263325140e+01,-4.1843538665e-01,9.0824656740e-01
-2.8357922844e-04,6.9092951882e-05,1.2799333227e+01,1.1631471455e+01,5.3415169040e+00,2.3229424174e+01,-4.1732774741e-01,9.0875604605e-01
-2.7631826879e-04,7.2397762756e-05,1.3557217688e+01,1.2361255857e+01,5.5675403092e+00,2.3176984528e+01,-4.1066983190e-01,9.1178412421e-01
-2.7267717760e-04,7.4026649755e-05,1.3901257164e+01,1.2703673415e+01,5.6446109258e+00,2.3145887786e+01,-4.0605039236e-01,9.1385068740e-01
-2.6536819012e-04,7.7223714076e-05,1.4527291548e+01,1.3344528007e+01,5.7415827080e+00,2.3076947297e+01,-3.9522733396e-01,9.1858334107e-01
-2.5801958161e-04,8.0328571797e-05,1.5083189274e+01,1.3932858379e+01,5.7773744978e+00,2.3001256562e+01,-3.8303401175e-01,9.2373423983e-01
-2.5432975583e-04,8.1843791349e-05,1.5338442363e+01,1.4208576408e+01,5.7779036488e+00,2.2961542642e+01,-3.7669428956e-01,9.2633763403e-01
-2.4691892967e-04,8.4797030089e-05,1.5820895573e+01,1.4738161420e+01,5.7521591335e+00,2.2879172130e+01,-3.6357986859e-01,9.3156303016e-01
-2.3946512928e-04,8.7639984744e-05,1.6245776345e+01,1.5224759343e+01,5.6685052703e+00,2.2789758833e+01,-3.4892178435e-01,9.3715184917e-01
-2.3572183512e-04,8.9017811473e-05,1.6423872148e+01,1.5434000305e+01,5.6156220422e+00,2.2744653488e+01,-3.4191827552e-01,9.3972969138e-01
-2.2820587778e-04,9.1692197024e-05,1.6758232199e+01,1.5827757481e+01,5.5063998748e+00,2.2656156747e+01,-3.2857880290e-01,9.4447655888e-01
-2.2065316295e-04,9.4260955565e-05,1.7069782795e+01,1.6198396048e+01,5.3841851888e+00,2.2566018000e+01,-3.1542200937e-01,9.4895150351e-01
-2.1686366059e-04,9.5506095956e-05,1.7215246148e+01,1.6373387203e+01,5.3176020369e+00,2.2520355104e+01,-3.0888910860e-01,9.5109805940e-01
