x_m y_m wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
-3.9997447004e-04 1.9971895853e-06 1.9427767639e-02 -2.4832376653e-04 -1.9426180550e-02 3.5177752304e+01 -9.9991830819e-01 1.2781899146e-02
-3.9987239822e-04 5.9902649191e-06 8.4626778310e-02 -3.2430375679e-03 -8.4564616209e-02 3.5178399420e+01 -9.9926545589e-01 3.8321647504e-02
-3.9966844282e-04 9.9794357431e-06 1.6911708143e-01 -1.0788181583e-02 -1.6877263513e-01 3.5189921227e+01 -9.9796326725e-01 6.3791200107e-02
-3.9936297762e-04 1.3962122446e-05 2.2040787834e-01 -1.9647991033e-02 -2.1953038350e-01 3.5212703492e+01 -9.9601876830e-01 8.9143778259e-02
-3.9895655947e-04 1.7935780075e-05 2.1306077952e-01 -2.4360200565e-02 -2.1166359252e-01 3.5243852885e+01 -9.9344230785e-01 1.1433451346e-01
-3.9844992208e-04 2.1897911452e-05 1.3722647704e-01 -1.9118354352e-02 -1.3588816919e-01 3.5280898119e+01 -9.9024745172e-01 1.3931971996e-01
-3.9784396915e-04 2.5846079439e-05 9.2185551641e-03 1.5123772935e-03 9.0936502152e-03 3.5321513305e+01 -9.8645070223e-01 1.6405795339e-01
-3.9713976591e-04 2.9777918278e-05 2.2593626841e-01 4.2591198717e-02 2.2188552718e-01 3.5363833928e+01 -9.8207131041e-01 1.8850979091e-01
-3.9633852939e-04 3.3691143873e-05 5.0876474003e-01 1.0818304740e-01 4.9712975062e-01 3.5406441983e+01 -9.7713090453e-01 2.1263864984e-01
-3.9544161757e-04 3.7583562771e-05 8.5171797232e-01 2.0135510067e-01 8.2757454516e-01 3.5448036356e+01 -9.7165326089e-01 2.3641053402e-01
-3.9445051779e-04 4.1453079917e-05 1.2509211625e+00 3.2498265871e-01 1.2079693813e+00 3.5487781917e+01 -9.6566387841e-01 2.5979467649e-01
-3.9336683446e-04 4.5297705060e-05 1.6998304675e+00 4.8064954496e-01 1.6304599453e+00 3.5524985427e+01 -9.5918974066e-01 2.8276322501e-01
-3.9219227645e-04 4.9115557785e-05 2.1965680647e+00 6.7059408740e-01 2.0917014206e+00 3.5558693566e+01 -9.5225886882e-01 3.0529174041e-01
-3.9092864423e-04 5.2904871244e-05 2.7305034806e+00 8.9385432982e-01 2.5800530410e+00 3.5589356307e+01 -9.4490011069e-01 3.2735879525e-01
-3.8957781708e-04 5.6663994570e-05 3.2937328344e+00 1.1493360896e+00 3.0866976751e+00 3.5615856513e+01 -9.3714269805e-01 3.4894636190e-01
-3.8814174047e-04 6.0391394112e-05 3.8856479660e+00 1.4378425874e+00 3.6098294709e+00 3.5637628378e+01 -9.2901608755e-01 3.7003933450e-01
-3.8662241382e-04 6.4085653460e-05 4.5029209868e+00 1.7589571593e+00 4.1451618937e+00 3.5655224877e+01 -9.2054955125e-01 3.9062581033e-01
-3.8502187871e-04 6.7745472551e-05 5.1394582466e+00 2.1107580335e+00 4.6860144678e+00 3.5668834773e+01 -9.1177206681e-01 4.1069660113e-01
-3.8334220770e-04 7.1369665844e-05 5.7889130665e+00 2.4906530088e+00 5.2257212021e+00 3.5678103927e+01 -9.0271198444e-01 4.3024536388e-01
