x_m,y_m,wss_mag_dyn_cm2,von_mises_Pa,wss_norm,mech_norm,Snai1_shear_only,Snai2_shear_only,EndMT_shear_only,NICD_shear_only,YAP_TAZ_shear_only,Snai1_mech_only,Snai2_mech_only,EndMT_mech_only,NICD_mech_only,YAP_TAZ_mech_only,Snai1_combined,Snai2_combined,EndMT_combined,NICD_combined,YAP_TAZ_combined
0.0004,0.0,0.0362660186462449,296.2473719941448,0.0012088672882081635,1.0,0.2519557403196591,0.07218596620323783,0.3643570609473001,0.23153993271854642,0.39024390243807267,0.29555637713235544,0.06920843691052735,0.39642673842087156,0.2212464045224748,0.7999999999993599,0.29836920124775435,0.07218204259736954,0.4026127110535124,0.2315399327185463,0.7999999999993599
-0.0004,3.061616997868383e-20,1.0281524380410854,858.9762899848405,0.03427174793470285,1.0,0.25209723542045176,0.07257533397481479,0.365041003101767,0.23208397426324612,0.39024390243807267,0.29555637713235544,0.06920843691052735,0.39642673842087156,0.2212464045224748,0.7999999999993599,0.2985443368063402,0.07257900549406471,0.40329977764929825,0.23208397426328947,0.7999999999993599
0.0003941719542499,6.4285315455760145e-06,0.4326586861446168,170.88216543264662,0.01442195620482056,1.0,0.2519887249539858,0.07225868236141766,0.36449085018719535,0.23164424717685445,0.39024390243807267,0.29555637713235544,0.06920843691052735,0.39642673842087156,0.2212464045224748,0.7999999999993599,0.29840824198973126,0.07225619748126479,0.4027454763443165,0.2316442471768545,0.7999999999993599
0.0003900854512335,1.2385032077079258e-05,0.8513714460970299,111.7647336493064,0.02837904820323433,1.0,0.2520646248293816,0.07245897309706481,0.36484555455048423,0.23192540423043287,0.39024390243807267,0.29555637713235544,0.06920843691052735,0.39642673842087156,0.2212464045224748,0.7999999999993599,0.2985013362608718,0.07246040520268653,0.40310102388092683,0.2319254042304289,0.7999999999993599
0.0003864485842156,1.8030955980569823e-05,1.9975341924686296,92.14928712216071,0.06658447308228765,0.9214928712216072,0.2519529152054014,0.07336161167260992,0.3660223639587188,0.23299426864821746,0.39024390243807267,0.2943053174964573,0.06920370614258084,0.3955049181158254,0.22124640452247493,0.7725513332660339,0.297241618727114,0.07337415620813795,0.4034930072098346,0.23299426864821715,0.7725513332660339
0.0003829795536662,2.3415664188446316e-05,3.454223812885318,79.63519764474856,0.11514079376284393,0.7963519764474856,0.2496730414418094,0.0734899711718144,0.3640454458471602,0.23156236180041886,0.39024390243807267,0.29137657648103754,0.06919351709624537,0.39332154724452184,0.22124640452247493,0.7172510145062654,0.2922072456602998,0.0734941008032218,0.39997616493345695,0.23156236180044273,0.7172510145062654
0.0003795731519591,2.857735281036907e-05,4.2727606466894015,71.08192178754304,0.14242535488964672,0.7108192178754303,0.24874069060769097,0.07189998747888006,0.3608994758298842,0.22738731167908513,0.39024390243807267,0.28826981770724125,0.06918408382952569,0.39096602494810645,0.22124640452247488,0.66898989879668,0.28825010307321625,0.07188984438887758,0.3947248957061535,0.22738731167908507,0.66898989879668
0.0003761773954258,3.353910287807542e-05,6.044453713121526,64.80299573501266,0.2014817904373842,0.6480299573501266,0.24885894280033136,0.06371134238572652,0.34985302718693817,0.20943028434290342,0.39024390243807267,0.28502067594855507,0.06917575864764759,0.38845832009631265,0.22124640452247488,0.6268338275463028,0.2851952627947662,0.06367811820321291,0.3811899325788426,0.20943028434290636,0.6268338275463028
0.0003727641575276,3.831878491089535e-05,6.983352620057627,59.808605613222085,0.23277842066858756,0.5980860561322209,0.24886372819791067,0.05819213731137353,0.34281824184545484,0.19772140600469923,0.39024390243807267,0.28153498258054915,0.06916860980715255,0.3857168055752389,0.2212464045224749,0.5886174939974327,0.2817132602464618,0.05814331834353663,0.37140789774164107,0.19772140600454133,0.5886174939974327
0.0003693197334016,4.2926564125866336e-05,8.938132057400813,55.69823660435075,0.29793773524669376,0.5569823660435075,0.2490882144149774,0.049086641407201016,0.33241544967295267,0.1777335964550878,0.39024390243807267,0.277802093500906,0.06916303834222085,0.38272087967686585,0.2212464045224901,0.553754194981303,0.2782275340401726,0.04902896728655553,0.35800217053410444,0.17773359645508346,0.553754194981303
0.000365834275172,4.7373290550721986e-05,9.93169852583815,52.22793826602037,0.33105661752793836,0.5222793826602037,0.24975621751099294,0.047075596903137173,0.33089307820988306,0.1725303106878582,0.39024390243807267,0.2738128219668492,0.06915951411530132,0.3794491568123563,0.22124640452247488,0.5217834830671979,0.2749652516912308,0.04702546052070579,0.353192711082776,0.17253031068785826,0.5217834830671979
0.0003623037016106,5.16666691217573e-05,11.950044177366925,49.26795549990923,0.3983348059122308,0.4926795549990923,0.25351331895846013,0.052113053248943046,0.33997728968323254,0.17929571627086344,0.39024390243807267,0.26960446629817364,0.06915857340032694,0.37591760382901884,0.22124640452247493,0.4926259719113309,0.2748065082760597,0.052102563989059096,0.3586445996844396,0.17929571627086335,0.4926259719113309
