x_m y_m wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
-3.9831503656e-04 1.0686303094e-06 8.9966408564e-01 7.5975019636e-01 4.8184552102e-01 2.3507103883e+01 -5.3558381257e-01 8.4448207779e-01
-3.9176285130e-04 5.6209620998e-06 2.4629678529e+00 1.9718660044e+00 1.4757896549e+00 2.3665766448e+01 -5.9919160257e-01 8.0060566036e-01
-3.8858979299e-04 8.0412422280e-06 3.1727345261e+00 2.5049889868e+00 1.9471195518e+00 2.3714229828e+01 -6.1370389983e-01 7.8953627107e-01
-3.8544443911e-04 1.0497756088e-05 3.9104085958e+00 3.0763234803e+00 2.4140275952e+00 2.3748831181e+01 -6.1733385044e-01 7.8670128836e-01
-3.8229486619e-04 1.2948821047e-05 4.6291108774e+00 3.6646401616e+00 2.8282644856e+00 2.3768465088e+01 -6.1097358878e-01 7.9165097979e-01
-3.7912174207e-04 1.5369254191e-05 5.2979985893e+00 4.2304879230e+00 3.1893198312e+00 2.3777948756e+01 -6.0198578339e-01 7.9850680435e-01
-3.7592372961e-04 1.7756749786e-05 5.9150135273e+00 4.7563863858e+00 3.5162726824e+00 2.3782342244e+01 -5.9446570429e-01 8.0412096504e-01
-3.7270395137e-04 2.0114818824e-05 6.5101226055e+00 5.2693828751e+00 3.8229962665e+00 2.3782615601e+01 -5.8723875081e-01 8.0941376906e-01
-3.6946203277e-04 2.2442334301e-05 7.0891785055e+00 5.7792213009e+00 4.1057341656e+00 2.3777962800e+01 -5.7915513940e-01 8.1521734801e-01
-3.6619637819e-04 2.4736412443e-05 7.6483312295e+00 6.2816472695e+00 4.3632417053e+00 2.3768452982e+01 -5.7048283793e-01 8.2130952242e-01
-3.6290627831e-04 2.6995284805e-05 8.1868930282e+00 6.7743931371e+00 4.5970441676e+00 2.3755153886e+01 -5.6151267053e-01 8.2746813886e-01
-3.5959167225e-04 2.9218038722e-05 8.7083324717e+00 7.2591837537e+00 4.8103332179e+00 2.3738802809e+01 -5.5238281653e-01 8.3359056137e-01
-3.5625278661e-04 3.1404150695e-05 9.2188245797e+00 7.7404526511e+00 5.0072067450e+00 2.3719431385e+01 -5.4315023588e-01 8.3963552882e-01
-3.5288984268e-04 3.3553065390e-05 9.7279122414e+00 8.2263821474e+00 5.1921973519e+00 2.3696973464e+01 -5.3374220727e-01 8.4564724098e-01
-3.4950225302e-04 3.5662889899e-05 1.0241867341e+01 8.7259454615e+00 5.3622497541e+00 2.3670521627e+01 -5.2356172715e-01 8.5198774514e-01
-3.4608788903e-04 3.7729049281e-05 1.0757051274e+01 9.2410356035e+00 5.5061250513e+00 2.3638426021e+01 -5.1186193234e-01 8.5906772854e-01
-3.4264383773e-04 3.9745266800e-05 1.1264131955e+01 9.7645246721e+00 5.6155789222e+00 2.3599974847e+01 -4.9853632259e-01 8.6686881075e-01
-3.3916728632e-04 4.1704830908e-05 1.1755775639e+01 1.0290524911e+01 5.6836043089e+00 2.3554596176e+01 -4.8347335670e-01 8.7535907681e-01
-3.3565532587e-04 4.3600087430e-05 1.2226478769e+01 1.0815786393e+01 5.7013636791e+00 2.3501056989e+01 -4.6631281065e-01 8.8461989726e-01
-3.3210407425e-04 4.5420443702e-05 1.2654107409e+01 1.1326197467e+01 5.6430209317e+00 2.3435574554e+01 -4.4594381488e-01 8.9506095545e-01
-3.2850707219e-04 4.7148170874e-05 1.2965451427e+01 1.1767042932e+01 5.4442291786e+00 2.3354089211e+01 -4.1990278619e-01 9.0756908836e-01
-3.2115905306e-04 5.0259142795e-05 1.2793865772e+01 1.1938863725e+01 4.5985361104e+00 2.3164797158e+01 -3.5943288699e-01 9.3317093812e-01
