x_m,y_m,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
-3.9839879941e-04,1.1840526611e-06,5.0733101018e-01,4.0791570880e-01,3.0164470559e-01,2.3654781351e+01,-5.9457178752e-01,8.0404252965e-01
-3.9526609520e-04,3.6412755067e-06,1.1664110554e+00,8.9694911611e-01,7.4565208595e-01,2.3747618831e+01,-6.3927042058e-01,7.6898200849e-01
-3.9225448941e-04,6.2471956184e-06,1.8066363234e+00,1.3425653925e+00,1.2089056919e+00,2.3816281794e+01,-6.6914723027e-01,7.4312985691e-01
-3.8932377843e-04,8.9448311464e-06,2.4893598332e+00,1.8129971123e+00,1.7058586840e+00,2.3875324221e+01,-6.8525998583e-01,7.2829853207e-01
-3.8642841863e-04,1.1680820334e-05,3.2306270873e+00,2.3433443592e+00,2.2238904180e+00,2.3921462712e+01,-6.8837732053e-01,7.2535278629e-01
-3.8352803788e-04,1.4411462710e-05,3.9892364887e+00,2.9154020761e+00,2.7229466570e+00,2.3954385721e+01,-6.8257338585e-01,7.3081705846e-01
-3.8060225214e-04,1.7114815526e-05,4.7381070930e+00,3.4972487792e+00,3.1967029579e+00,2.3977284192e+01,-6.7467933821e-01,7.3811096089e-01
-3.7764569214e-04,1.9784444828e-05,5.4787359214e+00,4.0886140700e+00,3.6468866562e+00,2.3992567302e+01,-6.6564381064e-01,7.4626960099e-01
-3.7465502480e-04,2.2415772514e-05,6.2138639520e+00,4.6929416797e+00,4.0728863973e+00,2.4000474456e+01,-6.5545149182e-01,7.5523727522e-01
-3.7162755001e-04,2.5004636311e-05,6.9402349115e+00,5.3075524781e+00,4.4717722795e+00,2.4001739744e+01,-6.4432578097e-01,7.6475112813e-01
-3.6856183695e-04,2.7548086168e-05,7.6574182721e+00,5.9301840249e+00,4.8444785091e+00,2.3997064889e+01,-6.3265167671e-01,7.7443647639e-01
-3.6545721067e-04,3.0043870319e-05,8.3709455913e+00,6.5652423067e+00,5.1932960197e+00,2.3986395293e+01,-6.2039538580e-01,7.8428921022e-01
