x_m,y_m,sigma_comp_mag_Pa
3.8610859455e-04,3.0684089777e-05,1.0927969428e+01
3.7699280766e-04,4.8225450049e-05,1.1474217316e+01
3.7197908232e-04,5.6420351918e-05,1.1646576701e+01
3.6666609163e-04,6.4258288433e-05,1.1775326411e+01
3.6106522023e-04,7.1752502755e-05,1.1873783758e+01
3.5816100799e-04,7.5374117399e-05,1.1916016143e+01
3.5518992344e-04,7.8913640915e-05,1.1953824203e+01
3.5215374506e-04,8.2372212053e-05,1.1988361566e+01
3.4905425750e-04,8.5750812935e-05,1.2021771232e+01
3.4267244806e-04,9.2271803855e-05,1.2083458807e+01
3.3939371025e-04,9.5415867719e-05,1.2114043464e+01
3.3266907126e-04,1.0147530317e-04,1.2172333502e+01
3.2218916976e-04,1.1000304466e-04,1.2262994312e+01
3.1495899242e-04,1.1532136917e-04,1.2326199012e+01
3.1127530007e-04,1.1787216633e-04,1.2358660209e+01
3.0377759961e-04,1.2275936663e-04,1.2427296726e+01
2.9996616952e-04,1.2509656945e-04,1.2461953376e+01
2.9222422179e-04,1.2955981045e-04,1.2533892128e+01
2.7629344073e-04,1.3764562433e-04,1.2683983131e+01
2.6398170612e-04,1.4297049861e-04,1.2797522284e+01
2.4710842540e-04,1.4904649212e-04,1.2946011348e+01
3.5794990844e-05,1.4817702814e-04,1.9627896510e+01
2.5790320079e-05,1.3943754826e-04,1.0552032675e+02
2.3858462502e-05,1.3867916670e-04,9.5655685751e+01
2.1848342457e-05,1.3799985837e-04,8.9843833219e+01
2.1224912948e-06,1.3382260635e-04,6.0620274517e+01
-1.6757738766e-05,1.3136376460e-04,5.0163191413e+01
-3.3690482987e-05,1.2964907689e-04,4.0049873300e+01
-5.1042405769e-05,1.2793925981e-04,3.3293852010e+01
-5.3551650018e-05,1.2768433107e-04,3.3134535746e+01
-6.8746908959e-05,1.2606165032e-04,3.2917017219e+01
-7.1300837152e-05,1.2577283420e-04,3.2915052724e+01
-8.6734325143e-05,1.2390642476e-04,3.2983355925e+01
-8.9323059374e-05,1.2357106985e-04,3.3003516007e+01
-1.0232591000e-04,1.2177876488e-04,3.3131086316e+01
-1.0493699650e-04,1.2139603334e-04,3.3163080537e+01
-1.1803521193e-04,1.1935270993e-04,3.3336673317e+01
-1.2329112807e-04,1.1847234512e-04,3.3417946209e+01
-1.3646050367e-04,1.1610523122e-04,3.3643773148e+01
-1.3909809880e-04,1.1560240961e-04,3.3692075247e+01
-1.5229574613e-04,1.1293550169e-04,3.3955878015e+01
-1.5757633184e-04,1.1179558566e-04,3.4070056477e+01
-1.6813306867e-04,1.0938619625e-04,3.4312233616e+01
-1.7340675762e-04,1.0811528343e-04,3.4439660854e+01
-1.8393858217e-04,1.0543755468e-04,3.4708558392e+01
-1.8919427868e-04,1.0402937245e-04,3.4850451818e+01
-1.9444159325e-04,1.0257415388e-04,3.4992573986e+01
-1.9967927928e-04,1.0107124045e-04,3.5139090492e+01
-2.0490613240e-04,9.9520078553e-05,3.5286190936e+01
-2.1012086973e-04,9.7920123655e-05,3.5434762407e+01
-2.1272327984e-04,9.7101687445e-05,3.5508380803e+01
-2.2050891871e-04,9.4571910456e-05,3.5726190236e+01
-2.2567958121e-04,9.2822867806e-05,3.5865792607e+01
-2.2825844442e-04,9.1929510646e-05,3.5932309742e+01
-2.3596667732e-04,8.9173908179e-05,3.6111208920e+01
-2.4107890471e-04,8.7274163015e-05,3.6207120722e+01
-2.4869668420e-04,8.4330887545e-05,3.6630195526e+01
-2.5625543696e-04,8.1272575112e-05,3.7295014559e+01
-2.6377146730e-04,7.8096874144e-05,3.7740059123e+01
-2.6626922688e-04,7.7012342270e-05,3.7824167994e+01
-2.6876313632e-04,7.5915297390e-05,3.7889290134e+01
-2.7125302212e-04,7.4806189111e-05,3.7943218280e+01
-2.7622042023e-04,7.2553850954e-05,3.8041000211e+01
-2.7869800723e-04,7.1411813716e-05,3.8079697894e+01
-2.8117197826e-04,7.0260049579e-05,3.8114262484e+01
-2.8611032514e-04,6.7931215119e-05,3.8151437662e+01
-2.9104036089e-04,6.5576396920e-05,3.8138463337e+01
-2.9350463266e-04,6.4393188351e-05,3.8102934559e+01
-2.9597025129e-04,6.3208913967e-05,3.8034926093e+01
-2.9843893951e-04,6.2026261259e-05,3.7935438904e+01
-3.0588970458e-04,5.8527659814e-05,3.7286736987e+01
-3.0840100243e-04,5.7397464254e-05,3.6899493652e+01
-3.1880996605e-04,5.3475482930e-05,2.7677438945e+01
-3.2538787455e-04,5.1834097980e-05,2.0224378353e+01
-3.2950254014e-04,5.0781026958e-05,1.8573505020e+01
-3.3476339771e-04,4.8960418183e-05,1.4122172871e+01
-3.4033300810e-04,4.6286918711e-05,1.0834408584e+01
-3.4584310927e-04,4.3172238531e-05,1.1445197561e+01
-3.5134212727e-04,3.9725126803e-05,1.1036336534e+01
-3.5685663389e-04,3.5976105460e-05,1.0703213630e+01
-3.6802752962e-04,2.7573306459e-05,9.8795435480e+00
-3.7955885621e-04,1.7813573175e-05,8.8690154479e+00
-3.3241181665e-06,1.3070145902e-04,5.1384001785e+01
1.7412382496e-05,1.3439608467e-04,6.9738173002e+01
9.8054558067e-05,1.5875358540e-04,1.8502229703e+01
3.4502644581e-04,8.4743181601e-05,1.2238064938e+01
3.6016646966e-04,6.7764155215e-05,1.2025563671e+01
-3.4690867038e-05,1.2733921106e-04,3.7021443183e+01
-1.5241455520e-05,1.2928419060e-04,4.6777792754e+01
6.1372489088e-06,1.3222202295e-04,5.9427032083e+01
8.3038349411e-05,1.5707155137e-04,1.8703953246e+01
3.7069742104e-04,5.2557884850e-05,1.1787558667e+01
3.8002766807e-04,3.6067886528e-05,1.1345213020e+01
2.3156784253e-04,1.4966158758e-04,1.3463535641e+01
-2.0061143600e-05,1.2877242391e-04,4.4820206766e+01
-1.0443513827e-05,1.2984869792e-04,4.7619859963e+01
1.0523979798e-05,1.3279507423e-04,6.2805136810e+01
5.6835405194e-05,1.5290971486e-04,1.9369724991e+01
1.0551827942e-04,1.5943362673e-04,1.8427058155e+01
3.9069775838e-04,1.2591043450e-05,9.3147309054e+00
-2.2369616448e-04,3.9563551913e-05,3.9887438430e+01
1.1252298642e-04,6.6623472741e-05,2.2779806370e+01
1.3342796227e-04,6.5396269942e-05,2.1181488504e+01
2.6967758601e-04,6.5236494830e-05,1.6145623043e+01
1.7869373033e-04,1.1691154492e-04,1.7482076421e+01
1.5840735277e-04,1.1708221252e-04,1.7361020186e+01
