x_m y_m sigma_comp_mag_Pa
3.8402787515e-04 3.5269212195e-05 1.1084201019e+01
3.7470859943e-04 5.2527004777e-05 1.1517281307e+01
3.7218510603e-04 5.6614449426e-05 1.1589180514e+01
3.6690949159e-04 6.4529424269e-05 1.1702927664e+01
3.6133845250e-04 7.2106280563e-05 1.1789182211e+01
3.5548575643e-04 7.9353678576e-05 1.1858674013e+01
3.5245839256e-04 8.2856269493e-05 1.1889497905e+01
3.4936624274e-04 8.6279362295e-05 1.1919243916e+01
3.4621121923e-04 8.9623815441e-05 1.1947776826e+01
3.4299518047e-04 9.2890544085e-05 1.1975394050e+01
3.3972011792e-04 9.6080308632e-05 1.2003704268e+01
3.3638783226e-04 9.9194017654e-05 1.2031503281e+01
3.3300013848e-04 1.0223246500e-04 1.2059634534e+01
3.2955888111e-04 1.0519639741e-04 1.2088722607e+01
3.2252261847e-04 1.1090391097e-04 1.2148876929e+01
3.1160886522e-04 1.1892544590e-04 1.2245055303e+01
3.0411180094e-04 1.2392158777e-04 1.2314636060e+01
3.0030129982e-04 1.2631619701e-04 1.2349941041e+01
2.9256319046e-04 1.3090161336e-04 1.2424097209e+01
2.7665341118e-04 1.3927295245e-04 1.2579561754e+01
2.6437666028e-04 1.4486683282e-04 1.2699830749e+01
2.5183346038e-04 1.4988428625e-04 1.2820195183e+01
2.3473076302e-04 1.5568429515e-04 1.2978285774e+01
7.8757661625e-05 1.5441940456e-04 1.7879400096e+01
6.4460393398e-05 1.4736682926e-04 2.1509667788e+01
4.7500320334e-05 1.3739893821e-04 8.0021369633e+01
2.9700116557e-05 1.3430891502e-04 6.1285920728e+01
1.0834476188e-05 1.3225202817e-04 5.1989549065e+01
8.4485051861e-06 1.3204636426e-04 5.0874513101e+01
-6.0242125287e-06 1.3092852891e-04 4.2718094289e+01
-8.4653156296e-06 1.3075029013e-04 4.1434245778e+01
-2.3278526759e-05 1.2967114653e-04 3.4156284214e+01
-2.5773581637e-05 1.2948523427e-04 3.2866232246e+01
-4.0888456196e-05 1.2829824449e-04 3.2154971217e+01
-4.3430166721e-05 1.2808555103e-04 3.2163708073e+01
-5.8800481412e-05 1.2669598269e-04 3.2284054938e+01
-6.1380623350e-05 1.2644337385e-04 3.2305670574e+01
-7.4350019358e-05 1.2507838718e-04 3.2457587122e+01
-7.6956467016e-05 1.2478378861e-04 3.2491928401e+01
-9.2669205831e-05 1.2285201007e-04 3.2713337626e+01
-9.5298810023e-05 1.2250139268e-04 3.2754180080e+01
-1.0848354328e-04 1.2061807082e-04 3.2978113994e+01
-1.1112673568e-04 1.2021456239e-04 3.3026334641e+01
-1.2436538820e-04 1.1805704814e-04 3.3282097529e+01
-1.2701659489e-04 1.1759686697e-04 3.3336729565e+01
-1.4028171736e-04 1.1514750693e-04 3.3625640445e+01
-1.4558924788e-04 1.1409687250e-04 3.3748692336e+01
-1.5620040372e-04 1.1187039456e-04 3.4009401158e+01
-1.6150168466e-04 1.1069329201e-04 3.4145746965e+01
-1.7208987251e-04 1.0820829970e-04 3.4432960611e+01
-1.7737443802e-04 1.0689921512e-04 3.4583831922e+01
-1.8265114469e-04 1.0554497526e-04 3.4739347062e+01
-1.8528618891e-04 1.0485073513e-04 3.4818411096e+01
