x_m y_m sigma_xx_Pa sigma_xy_Pa sigma_yy_Pa von_mises_Pa sigma_max_principal_Pa sigma_min_principal_Pa sigma_tension_Pa sigma_comp_mag_Pa is_surface wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
3.8402787515e-04 3.5269212195e-05 -7.0428477616e+00 -1.0856352697e+01 1.7960340867e+01 2.8653187914e+01 2.2001672308e+01 -1.1084179202e+01 2.2001672308e+01 1.1084201019e+01 1.0000000000e+00 2.2255128016e+00 9.6068146459e-01 -2.0074855799e+00 1.3710493281e+01 9.0203281621e-01 4.3166746285e-01
3.7470859943e-04 5.2527004777e-05 -6.9415872964e+00 -1.0081808781e+01 1.0665610728e+01 2.3173615350e+01 1.5241304776e+01 -1.1517281345e+01 1.5241304776e+01 1.1517281307e+01 1.0000000000e+00 5.2163369159e+00 2.6758733906e+00 -4.4777083891e+00 1.3591839068e+01 8.5840091644e-01 5.1297940178e-01
3.7218510603e-04 5.6614449426e-05 -6.8562591637e+00 -9.9448200120e+00 9.2823720130e+00 2.2174124829e+01 1.4015293363e+01 -1.1589180514e+01 1.4015293363e+01 1.1589180514e+01 1.0000000000e+00 5.8762487019e+00 3.1111764307e+00 -4.9850656991e+00 1.3582126530e+01 8.4834151036e-01 5.2944941382e-01
3.6690949159e-04 6.4529424269e-05 -6.6408551828e+00 -9.6949279427e+00 6.8489314198e+00 2.0450264619e+01 1.1911003901e+01 -1.1702927664e+01 1.1911003901e+01 1.1702927664e+01 1.0000000000e+00 7.9079718662e+00 4.5707070321e+00 -6.4532671000e+00 1.3580732481e+01 8.1604578382e-01 5.7798726519e-01
3.6133845250e-04 7.2106280563e-05 -6.3829054300e+00 -9.4661740864e+00 4.7738255354e+00 1.9025958503e+01 1.0180102316e+01 -1.1789182211e+01 1.0180102316e+01 1.1789182211e+01 1.0000000000e+00 9.2723878423e+00 5.6486906679e+00 -7.3531945463e+00 1.3602128640e+01 7.9302059743e-01 6.0919482274e-01
3.5548575643e-04 7.9353678576e-05 -6.0941290373e+00 -9.2511748455e+00 2.9791530335e+00 1.7842177549e+01 8.7436980088e+00 -1.1858674013e+01 8.7436980088e+00 1.1858674013e+01 1.0000000000e+00 1.0624737082e+01 6.7917932805e+00 -8.1704701276e+00 1.3640265535e+01 7.6900445293e-01 6.3924342106e-01
3.5245839256e-04 8.2856269493e-05 -5.9407003012e+00 -9.1480666743e+00 2.1706069500e+00 1.7328217831e+01 8.1194045536e+00 -1.1889497905e+01 8.1194045536e+00 1.1889497905e+01 1.0000000000e+00 1.1943849194e+01 7.9780930749e+00 -8.8885074367e+00 1.3694094473e+01 7.4419119770e-01 6.6796666179e-01
3.4936624274e-04 8.6279362295e-05 -5.7820648209e+00 -9.0472824266e+00 1.4115699184e+00 1.6859776438e+01 7.5487490139e+00 -1.1919243916e+01 7.5487490139e+00 1.1919243916e+01 1.0000000000e+00 1.2587521364e+01 8.5822454040e+00 -9.2081897193e+00 1.3726076431e+01 7.3153319492e-01 6.8180582627e-01
3.4621121923e-04 8.9623815441e-05 -5.6184469443e+00 -8.9499995800e+00 7.0040104081e-01 1.6435003810e+01 7.0297309224e+00 -1.1947776826e+01 7.0297309224e+00 1.1947776826e+01 1.0000000000e+00 1.3220405879e+01 9.1919803223e+00 -9.5019276648e+00 1.3761929297e+01 7.1873191732e-01 6.9528730107e-01
3.4299518047e-04 9.2890544085e-05 -5.4515244201e+00 -8.8524266876e+00 3.1084181725e-02 1.6047751989e+01 6.5549538117e+00 -1.1975394050e+01 6.5549538117e+00 1.1975394050e+01 1.0000000000e+00 1.3840554144e+01 9.8046399886e+00 -9.7688266295e+00 1.3800529610e+01 7.0581181415e-01 7.0839938100e-01
