x_m y_m wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
-3.9839196523e-04 1.1799116932e-06 5.4300186142e-01 4.3779030774e-01 3.2123304306e-01 2.3601483294e+01 -5.9158736992e-01 8.0624089685e-01
-3.8045233891e-04 1.7006195407e-05 4.8506528582e+00 3.6089746386e+00 3.2410083629e+00 2.3921093218e+01 -6.6815920612e-01 7.4401832993e-01
-3.6516635113e-04 2.9815250742e-05 8.5011086067e+00 6.7185165110e+00 5.2086834645e+00 2.3922905243e+01 -6.1270637813e-01 7.9031063146e-01
-3.4886703080e-04 4.1300650124e-05 1.2179817115e+01 1.0305525579e+01 6.4918477719e+00 2.3765030435e+01 -5.3300043101e-01 8.4611496887e-01
-3.3110717830e-04 5.0254816880e-05 1.4653778133e+01 1.3954990389e+01 4.4711806959e+00 2.3103500178e+01 -3.0512135882e-01 9.5231347591e-01
-3.1199547987e-04 5.5877733835e-05 9.6528757557e+00 8.9290334089e+00 3.6674749814e+00 2.3196764405e+01 -3.7993599775e-01 9.2501277700e-01
-2.9387656345e-04 6.4214501048e-05 1.2050783236e+01 1.0862610466e+01 5.2177648908e+00 2.3259397671e+01 -4.3298139124e-01 9.0140285935e-01
-2.7583607409e-04 7.2726636450e-05 1.3919532485e+01 1.2656609425e+01 5.7934119880e+00 2.3129881874e+01 -4.1620736862e-01 9.0926972143e-01
-2.5387476782e-04 8.2246528309e-05 1.5561925589e+01 1.4408901762e+01 5.8785268605e+00 2.2898461346e+01 -3.7775060850e-01 9.2590738078e-01
-2.3526490079e-04 8.9426282719e-05 1.6541965782e+01 1.5542400653e+01 5.6630745937e+00 2.2677786783e+01 -3.4234592602e-01 9.3957398162e-01
-2.1640365290e-04 9.5917508983e-05 1.7296284813e+01 1.6451874610e+01 5.3382853195e+00 2.2450329789e+01 -3.0863768591e-01 9.5117967747e-01
-1.9732793486e-04 1.0174882666e-04 1.7885592888e+01 1.7189592258e+01 4.9408856464e+00 2.2215160786e+01 -2.7624947506e-01 9.6108596261e-01
-1.7807062605e-04 1.0694961082e-04 1.8330388111e+01 1.7769648350e+01 4.4991916846e+00 2.1974634878e+01 -2.4544988668e-01 9.6940928050e-01
-1.5866172576e-04 1.1155301248e-04 1.8641255175e+01 1.8199688514e+01 4.0333277218e+00 2.1730413101e+01 -2.1636567301e-01 9.7631239649e-01
-1.3912786196e-04 1.1559395511e-04 1.8816013184e+01 1.8476623709e+01 3.5576296141e+00 2.1483222908e+01 -1.8907457065e-01 9.8196273185e-01
-1.1555521613e-04 1.1975339832e-04 1.8822988136e+01 1.8583702124e+01 2.9918050973e+00 2.1185395245e+01 -1.5894421628e-01 9.8728756505e-01
-9.5825706041e-05 1.2269570639e-04 1.8624697237e+01 1.8450386259e+01 2.5421632681e+00 2.0939288675e+01 -1.3649420636e-01 9.9064086915e-01
-7.6038375602e-05 1.2522108860e-04 1.8189314809e+01 1.8063689701e+01 2.1340776932e+00 2.0701100115e+01 -1.1732589796e-01 9.9309346673e-01
-5.6210805107e-05 1.2740961427e-04 1.7443312849e+01 1.7350400778e+01 1.7979866464e+00 2.0479601838e+01 -1.0307598459e-01 9.9467348482e-01
-3.6361060159e-05 1.2938851180e-04 1.6269455707e+01 1.6192606232e+01 1.5794595317e+00 2.0291843443e+01 -9.7081276730e-02 9.9527645692e-01
-1.6514053427e-05 1.3139377355e-04 1.4427980249e+01 1.4342825022e+01 1.5652426201e+00 2.0179021120e+01 -1.0848660679e-01 9.9409791074e-01
3.2606443816e-06 1.3400564130e-04 1.2036674439e+01 1.1891603014e+01 1.8631450076e+00 2.0201319952e+01 -1.5478901726e-01 9.8794754928e-01
2.2710830736e-05 1.3831805470e-04 6.8916397161e+00 6.5339432646e+00 2.1914112786e+00 2.0670300693e+01 -3.1798111464e-01 9.4809704711e-01
4.2184661211e-05 1.5124958749e-04 2.6698990447e+01 2.4665125596e+01 1.0220942726e+01 2.0720230309e+01 -3.8282131852e-01 9.2382240614e-01
