x_m,y_m,wss_mag_dyn_cm2,von_mises_Pa,wss_norm,mech_norm,Snai1_shear_only,Snai2_shear_only,EndMT_shear_only,NICD_shear_only,YAP_TAZ_shear_only,Snai1_mech_only,Snai2_mech_only,EndMT_mech_only,NICD_mech_only,YAP_TAZ_mech_only,Snai1_combined,Snai2_combined,EndMT_combined,NICD_combined,YAP_TAZ_combined
0.0004,0.0,0.070845494443831,118.09615640903566,0.002361516481461033,1.0,0.2519564316653689,0.07218743265003018,0.3643597833028269,0.23154204712900067,0.39024390243807267,0.29555637713235544,0.06920843691052735,0.39642673842087156,0.2212464045224748,0.7999999999993599,0.29837001382978906,0.07218353811521198,0.4026154061713771,0.23154204712899015,0.7999999999993599
-0.0004,3.061616997868383e-20,0.492363320446979,596.6600903970533,0.016412110681565967,1.0,0.2519978541353032,0.07227994349581773,0.3645294929182506,0.23167453518426764,0.39024390243807267,0.29555637713235544,0.06920843691052735,0.39642673842087156,0.2212464045224748,0.7999999999993599,0.2984191594627029,0.07227787768911527,0.4027839457973442,0.23167453518426817,0.7999999999993599
0.0003965390101515,5.932066926651988e-06,0.1155056818236677,70.89716562087428,0.003850189394122257,0.7089716562087428,0.2519579800293053,0.07219072505402942,0.36436589159497623,0.23154679283810048,0.3902439024380727,0.28818811001897127,0.06918385505577838,0.3909035202210492,0.22124640452247485,0.6678362415257084,0.2910712357386358,0.07216402580123378,0.3972409303094686,0.23154679283789512,0.6678362415257084
0.0003942526182701,1.1276184707819705e-05,0.0431044712899023,49.34431455075429,0.00143681570966341,0.4934431455075429,0.2519558417356525,0.07218618111267637,0.36435746028288346,0.23154024265952292,0.390243902438073,0.2697241268155609,0.06915856022991958,0.37601917341624025,0.22124640452247493,0.49340015691118566,0.27277417501950235,0.07213922252054356,0.3827455503858647,0.23154024265978035,0.49340015691118566
0.0003921807172389,1.6381492789583826e-05,0.2480500750096769,41.8138985116887,0.008268335833655898,0.41813898511688696,0.25196680741194316,0.07220971775383792,0.36440103147691294,0.23157412594900423,0.39024390243807267,0.25404362973105904,0.0691808374919221,0.362114072944825,0.22124640452247493,0.41154346127980895,0.25724834161663684,0.07219041013586204,0.36926900784210714,0.231574125949003,0.41154346127980895
0.0003901472041238,2.131308614415262e-05,0.526875761810323,37.02708425866698,0.017562525393677433,0.3702708425866698,0.2520035089434135,0.07229340317878583,0.36455384142371133,0.23169365819710291,0.39024390243807267,0.23810600603876325,0.06924795008959213,0.3466873142679305,0.22124640452247557,0.35417287752949217,0.24149061729158397,0.07234728523122613,0.35443384517938825,0.23169365819710264,0.35417287752949217
0.0003880947514647,2.6106338556389385e-05,1.273776830589165,33.65494294023749,0.0424592276863055,0.3365494294023749,0.25212824990492005,0.07276040772227924,0.3653325408206086,0.2323273895046024,0.39024390243807267,0.22247969171024104,0.06935994800447205,0.3302084022320234,0.22124640452248767,0.3117981550243019,0.22610436054914218,0.07292979468043702,0.33919849222434434,0.2323273895046039,0.3117981550243019
0.000385995042966,3.077988746494319e-05,1.7295539854084456,31.154062304796035,0.057651799513614856,0.3115406230479604,0.2520828387074503,0.07314181367548536,0.36583166946779944,0.23278117381522662,0.39024390243807267,0.2077448762940831,0.06950922902809337,0.3133792140956678,0.22124640452249,0.2796583940203328,0.21140614204846142,0.07346356378432999,0.32329297624844505,0.23278117381522653,0.2796583940203328
0.000383832841093,3.534600243762293e-05,2.2308843867823573,29.13161847700718,0.07436281289274524,0.2913161847700718,0.25175714635072943,0.07353135538731659,0.36608001240763316,0.23311026128689058,0.39024390243807267,0.19347452843101245,0.06969492505475701,0.2958526757490478,0.22124640452247477,0.25343075335279497,0.1968479207560482,0.07404387040876424,0.30629923879973425,0.23311026128803788,0.25343075335279497
0.0003816006676734,3.981007609896138e-05,3.347710964619271,27.443795853791187,0.11159036548730902,0.27443795853791186,0.24987176350850368,0.07358775729708306,0.3643743453803544,0.23189508465415115,0.39024390243807267,0.1797752999942443,0.06991076800735262,0.2778899228803819,0.22124640452247485,0.2315168893735608,0.1811503280353376,0.07433195363670488,0.2860162380016267,0.23189508465415026,0.2315168893735608
