x_m y_m sigma_xx_Pa sigma_xy_Pa sigma_yy_Pa von_mises_Pa sigma_max_principal_Pa sigma_min_principal_Pa sigma_tension_Pa sigma_comp_mag_Pa is_surface wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
4.0000000000e-04 0.0000000000e+00 9.0927933626e+01 -7.9880076325e+01 1.0060512440e+02 1.3712185175e+02 1.7493386703e+02 1.6599190989e+01 1.7493386703e+02 -1.2202159532e+00 1.0000000000e+00 1.9598461693e-02 -2.5050556079e-04 1.9596860659e-02 1.3950840809e+01 9.9991830819e-01 1.2781899146e-02
-4.0000000000e-04 3.0616169979e-20 9.0675488690e+02 5.0511011382e+02 3.1348394670e+02 1.0112011969e+03 1.1939367001e+03 2.6302133561e+01 1.1939367001e+03 -1.6714290142e+00 1.0000000000e+00 1.9427767639e-02 -2.4832376653e-04 -1.9426180550e-02 3.5177752304e+01 -9.9991830819e-01 1.2781899146e-02
3.9615792774e-04 6.0426062053e-06 1.2449823429e+00 -3.5099232188e+01 7.2088197904e+01 8.3150678485e+01 8.4673656730e+01 -1.1340476483e+01 8.4673656730e+01 9.3434443307e+00 1.0000000000e+00 8.4753184396e-02 -3.2478816573e-03 8.4690929444e-02 1.3950159931e+01 9.9926545589e-01 3.8321647504e-02
3.7876724978e-04 3.8584532457e-05 -1.2342388850e+01 -1.1890462281e+01 8.0382351722e+00 2.7089615341e+01 1.3488119871e+01 -1.7792273549e+01 1.3488119892e+01 1.7792277604e+01 0.0000000000e+00 nan nan nan nan nan nan
3.6617887759e-04 5.6858560547e-05 -1.3563089071e+01 -8.6735488346e+00 -9.6154309987e-01 1.8551439964e+01 3.4483627715e+00 -1.7972994943e+01 3.4483852584e+00 1.7972994945e+01 0.0000000000e+00 nan nan nan nan nan nan
3.5825916991e-04 6.6760916372e-05 -1.3823417793e+01 -7.5501722893e+00 -4.2310220229e+00 1.5480802962e+01 -8.9374150488e-02 -1.7965065665e+01 -4.1291135814e-02 1.7965065665e+01 0.0000000000e+00 nan nan nan nan nan nan
3.5554653711e-04 6.9914657617e-05 -1.3862397203e+01 -7.2681155744e+00 -5.1013700570e+00 1.4688477082e+01 -1.0014874329e+00 -1.7962279827e+01 6.5304215518e-03 1.7962279827e+01 0.0000000000e+00 nan nan nan nan nan nan
3.4431830991e-04 8.1861508236e-05 -1.3834792021e+01 -6.4258112696e+00 -7.8694681225e+00 1.2260988541e+01 -3.7732450373e+00 -1.7931015107e+01 -1.0623777526e-03 1.7931015107e+01 0.0000000000e+00 nan nan nan nan nan nan
3.3248346320e-04 9.2810268239e-05 -1.3625607665e+01 -5.8705028410e+00 -9.8556318338e+00 1.0672481964e+01 -5.5788594141e+00 -1.7902380084e+01 -6.7409291070e-05 1.7902380084e+01 0.0000000000e+00 nan nan nan nan nan nan
3.2007976497e-04 1.0280953733e-04 -1.3352735631e+01 -5.4350746345e+00 -1.1374899730e+01 9.5643957378e+00 -6.8418112265e+00 -1.7885824134e+01 -1.5101786084e-06 1.7885824134e+01 0.0000000000e+00 nan nan nan nan nan nan
