x_m,y_m,von_mises_Pa,wss_mag_dyn_cm2
4.0000000000e-04,0.0000000000e+00,1.3712185175e+02,1.9598461693e-02
-4.0000000000e-04,3.0616169979e-20,1.0112011969e+03,1.9427767639e-02
3.9615792774e-04,6.0426062053e-06,8.3150678485e+01,8.4753184396e-02
3.7876724978e-04,3.8584532457e-05,2.7089615341e+01,nan
3.6617887759e-04,5.6858560547e-05,1.8551439964e+01,nan
3.5825916991e-04,6.6760916372e-05,1.5480802962e+01,nan
3.5554653711e-04,6.9914657617e-05,1.4688477082e+01,nan
3.4431830991e-04,8.1861508236e-05,1.2260988541e+01,nan
3.3248346320e-04,9.2810268239e-05,1.0672481964e+01,nan
3.2007976497e-04,1.0280953733e-04,9.5643957378e+00,nan
3.0717409075e-04,1.1190204811e-04,8.8308142711e+00,nan
3.0387799961e-04,1.1403867377e-04,8.7343550650e+00,nan
2.9383829337e-04,1.2013127587e-04,8.4943478872e+00,nan
2.8703024736e-04,1.2393542803e-04,8.4420770198e+00,nan
2.7666682507e-04,1.2926895630e-04,8.4339535862e+00,nan
2.5905412049e-04,1.3720813729e-04,8.6711483749e+00,nan
2.3748703393e-04,1.4530104204e-04,9.3281943963e+00,nan
2.1552868247e-04,1.5197598710e-04,1.0412718731e+01,nan
5.4567790607e-06,1.4602303052e-04,1.9212942410e+01,nan
-1.2259250962e-05,1.3698560932e-04,3.4715156370e+01,nan
-4.2117538950e-05,1.2854240067e-04,1.8773375972e+01,nan
-6.5925374775e-05,1.2498900852e-04,9.8788709218e+00,nan
-7.0821035897e-05,1.2428121009e-04,1.0232175335e+01,nan
-8.8215069781e-05,1.2170249217e-04,1.4333237224e+01,nan
-9.3247876861e-05,1.2092484325e-04,1.5770253348e+01,nan
-1.1103697830e-04,1.1801355102e-04,2.0789542271e+01,nan
-1.1616146884e-04,1.1712026387e-04,2.2152105810e+01,nan
-1.3420750732e-04,1.1374737335e-04,2.6607439272e+01,nan
-1.3938853259e-04,1.1270816704e-04,2.7793284215e+01,nan
-1.5497629297e-04,1.0937252490e-04,3.1156597531e+01,nan
-1.6278686114e-04,1.0757593931e-04,3.2750145758e+01,nan
-1.7581425305e-04,1.0438019046e-04,3.5319387477e+01,nan
-1.8363000934e-04,1.0233713955e-04,3.6833964569e+01,nan
-1.9664325931e-04,9.8713708543e-05,3.9371302950e+01,nan
-2.0443797559e-04,9.6404209169e-05,4.0929582986e+01,nan
-2.1221913629e-04,9.3989825759e-05,4.2549137703e+01,nan
-2.1739784002e-04,9.2320654433e-05,4.3672027105e+01,nan
-2.2515124003e-04,8.9725592875e-05,4.5441670381e+01,nan
-2.3288580947e-04,8.7018703576e-05,4.7340567560e+01,nan
-2.3545967700e-04,8.6091126485e-05,4.8017777641e+01,nan
-2.4573365102e-04,8.2252295967e-05,5.0910250777e+01,nan
-2.5341810032e-04,7.9236337687e-05,5.3366990525e+01,nan
-2.5597617480e-04,7.8204702084e-05,5.4250764134e+01,nan
-2.6364285011e-04,7.5030841669e-05,5.7143387943e+01,nan
-2.7386003479e-04,7.0617414764e-05,6.1718192399e+01,nan
-2.8153857314e-04,6.7178066790e-05,6.5924452308e+01,nan
-2.8410580896e-04,6.6009229022e-05,6.7530298592e+01,nan
-2.9185150767e-04,6.2446608751e-05,7.3239510434e+01,nan
-3.0238256824e-04,5.7624564085e-05,8.4635185815e+01,nan
-3.1667553088e-04,5.1905945839e-05,1.3614279511e+02,nan
-3.2026264228e-04,5.0617665259e-05,1.3008151865e+02,nan
-3.2420292804e-04,4.9057211098e-05,1.3185255417e+02,nan
-3.2846771666e-04,4.7184044730e-05,1.3607164693e+02,nan
-3.3296078120e-04,4.5004263749e-05,1.4507440725e+02,nan
-3.3761306460e-04,4.2565430802e-05,1.5448781414e+02,nan
-3.4241912039e-04,3.9883762911e-05,1.6598380092e+02,nan
-3.4739259003e-04,3.6955173541e-05,1.7975963967e+02,nan
-3.5253227394e-04,3.3785124306e-05,1.9401178746e+02,nan
-3.5793033124e-04,3.0318946934e-05,2.1166294280e+02,nan
-3.6963072547e-04,2.2328787342e-05,2.7109348664e+02,nan
-3.9600000000e-04,3.0463089129e-20,2.6308842832e+02,1.9427767639e-02
3.9600000000e-04,1.5308084989e-22,4.7907012756e+01,1.9598461693e-02
2.6758230447e-05,1.5130295348e-04,1.4175910559e+01,nan
-3.7903618181e-04,1.3306336239e-05,3.0568635530e+02,nan
-1.6571321994e-04,4.1903809401e-05,1.3174658809e+02,nan
1.2169627618e-04,6.9000186122e-05,3.1390700982e+01,nan
2.3981618365e-04,7.0099945850e-05,2.4008919879e+01,nan
5.0431430047e-05,9.7780906512e-05,2.5190336936e+01,nan
2.6206651710e-05,9.6125067646e-05,3.2171730106e+01,nan
-1.8966569413e-04,6.9189569181e-05,7.5950463742e+01,nan
2.6499674685e-04,4.0184241931e-05,3.0207078961e+01,nan
2.3838808384e-04,4.1038554335e-05,3.1509488553e+01,nan
2.1530073488e-04,4.1766767568e-05,3.3897199849e+01,nan
3.1111554043e-04,7.0414941803e-05,1.8605820731e+01,nan
-2.8471991386e-04,1.3492137099e-05,2.1677780390e+02,nan
-1.6477871485e-04,6.9225711558e-05,7.6359511908e+01,nan
-1.5465300663e-08,6.9140228801e-05,5.5717939310e+01,nan
-2.2682179818e-05,6.8370704627e-05,6.7416575547e+01,nan
-3.0731163224e-04,1.3885074093e-05,1.8607132520e+02,nan
-1.4184477033e-04,9.5646207407e-05,4.0917035785e+01,nan
-1.1845925317e-04,9.6328589195e-05,3.8068503092e+01,nan
2.6528679919e-05,1.2483815936e-04,1.1319696587e+01,nan
2.8802831700e-04,9.6058720026e-05,1.4565440286e+01,nan
1.9278325968e-04,9.5620060787e-05,1.9083284072e+01,nan
1.6813795644e-04,9.7099167664e-05,1.8508081473e+01,nan
-2.3684976598e-04,4.1905537026e-05,1.2856627337e+02,nan
9.7569347947e-05,6.9848883784e-05,3.4133183054e+01,nan
4.9103261141e-05,4.0379785807e-05,8.2372639416e+01,nan
7.3363939187e-05,4.0670815150e-05,7.0618903393e+01,nan
9.8437415086e-05,4.1262064846e-05,6.0845974004e+01,nan
2.5930911463e-05,4.0449830093e-05,9.3348174090e+01,nan
-2.6194793471e-04,4.1349576397e-05,1.2183765579e+02,nan
