x_m y_m sigma_xx_Pa sigma_xy_Pa sigma_yy_Pa von_mises_Pa sigma_max_principal_Pa sigma_min_principal_Pa sigma_tension_Pa sigma_comp_mag_Pa
-1.8015909112e-04 4.3284938493e-05 9.2864706897e+01 2.8573652189e+01 -3.6447356703e+01 1.2243360755e+02 9.8895751376e+01 -4.2478401182e+01 9.8895751376e+01 4.2478401182e+01
-1.7934865416e-04 4.1488020929e-05 9.7564131689e+01 2.8498009855e+01 -3.7076063013e+01 1.2661677332e+02 1.0334626249e+02 -4.2858193820e+01 1.0334626249e+02 4.2858193820e+01
-1.7690698242e-04 4.3190105181e-05 9.3384923592e+01 2.7696229689e+01 -3.7007078623e+01 1.2268757257e+02 9.9022625533e+01 -4.2644780564e+01 9.9022625533e+01 4.2644780564e+01
-1.7606357192e-04 4.1401293949e-05 9.8017952613e+01 2.7597730256e+01 -3.7630655754e+01 1.2682565677e+02 1.0341647550e+02 -4.3029178645e+01 1.0341647550e+02 4.3029178645e+01
-1.7364166802e-04 4.3100702078e-05 9.3864534987e+01 2.6817685343e+01 -3.7544103270e+01 1.2291542198e+02 9.9125467827e+01 -4.2805036110e+01 9.9125467827e+01 4.2805036110e+01
-1.7276584411e-04 4.1319561524e-05 9.8434252677e+01 2.6698284183e+01 -3.8161964118e+01 1.2701081364e+02 1.0346587173e+02 -4.3193583168e+01 1.0346587173e+02 4.3193583168e+01
-1.7036384912e-04 4.3016365908e-05 9.4306978600e+01 2.5939169662e+01 -3.8059093448e+01 1.2312021563e+02 9.9207432212e+01 -4.2959547061e+01 9.9207432212e+01 4.2959547061e+01
-1.7124702550e-04 4.4807902999e-05 8.9839884051e+01 2.6042047127e+01 -3.7448788849e+01 1.1910441904e+02 9.4960515998e+01 -4.2569420795e+01 9.4960515998e+01 4.2569420795e+01
-1.6798875683e-04 4.4721029964e-05 9.0304439117e+01 2.5183863885e+01 -3.7948113472e+01 1.1932614047e+02 9.5071142143e+01 -4.2714816497e+01 9.5071142143e+01 4.2714816497e+01
-1.6707420353e-04 4.2936761562e-05 9.4715460543e+01 2.5061655576e+01 -3.8552680693e+01 1.2330475101e+02 9.9271421112e+01 -4.3108641261e+01 9.9271421112e+01 4.3108641261e+01
-1.6471878530e-04 4.4638952554e-05 9.0735216904e+01 2.4325896423e+01 -3.8427099623e+01 1.1952804312e+02 9.5163606514e+01 -4.2855489233e+01 9.5163606514e+01 4.2855489233e+01
-1.6377334425e-04 4.2861572879e-05 9.5092981750e+01 2.4185994758e+01 -3.9025518211e+01 1.2347161106e+02 9.9320099653e+01 -4.3252636114e+01 9.9320099653e+01 4.3252636114e+01
-1.6143769791e-04 4.4561364954e-05 9.1135073528e+01 2.3468993966e+01 -3.8886313704e+01 1.1971255995e+02 9.5240458627e+01 -4.2991698803e+01 9.5240458627e+01 4.2991698803e+01
-1.6046184944e-04 4.2790523137e-05 9.5442318674e+01 2.3312906617e+01 -3.9478234920e+01 1.2362314806e+02 9.9355899689e+01 -4.3391815936e+01 9.9355899689e+01 4.3391815936e+01
-1.5814607023e-04 4.4487990186e-05 9.1506641469e+01 2.2613871330e+01 -3.9326309485e+01 1.1988189677e+02 9.5304011360e+01 -4.3123679377e+01 9.5304011360e+01 4.3123679377e+01
-1.5714026866e-04 4.2723346469e-05 9.5766097335e+01 2.2443005824e+01 -3.9911450034e+01 1.2376155232e+02 9.9381089200e+01 -4.3526441899e+01 9.9381089200e+01 4.3526441899e+01
-1.5484445588e-04 4.4418575209e-05 9.1852384377e+01 2.1761165478e+01 -3.9747623667e+01 1.2003809701e+02 9.5356407979e+01 -4.3251647269e+01 9.5356407979e+01 4.3251647269e+01
-1.5380914582e-04 4.2659819560e-05 9.6066699855e+01 2.1576821790e+01 -4.0325743172e+01 1.2388876897e+02 9.9397692459e+01 -4.3656735772e+01 9.9397692460e+01 4.3656735772e+01
-1.5153338027e-04 4.4352898643e-05 9.2174570171e+01 2.0911417211e+01 -4.0150764760e+01 1.2018299210e+02 9.5399585544e+01 -4.3375780136e+01 9.5399585544e+01 4.3375780136e+01
-1.5257412532e-04 4.6121975852e-05 8.8043693659e+01 2.1082556661e+01 -3.9577852318e+01 1.1639786757e+02 9.1435260848e+01 -4.2969419507e+01 9.1435260848e+01 4.2969419507e+01
-1.4928261908e-04 4.6054265164e-05 8.8383943154e+01 2.0248898363e+01 -3.9970139303e+01 1.1655789441e+02 9.1501633637e+01 -4.3087829786e+01 9.1501633637e+01 4.3087829786e+01
-1.4821331239e-04 4.4290764718e-05 9.2475292221e+01 2.0065083411e+01 -4.0536217785e+01 1.2031823545e+02 9.5435302841e+01 -4.3496228406e+01 9.5435302841e+01 4.3496228406e+01
-1.4598227599e-04 4.5990206942e-05 8.8702286439e+01 1.9417990957e+01 -4.0345366803e+01 1.1670806674e+02 9.1559893565e+01 -4.3202973929e+01 9.1559893565e+01 4.3202973929e+01
-1.4488476029e-04 4.4231975716e-05 9.2756535278e+01 1.9222577001e+01 -4.0904432272e+01 1.2044536551e+02 9.5465215704e+01 -4.3613112698e+01 9.5465215704e+01 4.3613112698e+01
-1.4267385212e-04 4.5929468367e-05 8.9000915206e+01 1.8590338928e+01 -4.0703934894e+01 1.1685012441e+02 9.1611940942e+01 -4.3314960630e+01 9.1611940942e+01 4.3314960630e+01
-1.4154820303e-04 4.4176383953e-05 9.3020059876e+01 1.8384250652e+01 -4.1255813110e+01 1.2056569292e+02 9.5490758647e+01 -4.3726511881e+01 9.5490758647e+01 4.3726511881e+01
-1.3935745971e-04 4.5871940433e-05 8.9281447482e+01 1.7766229617e+01 -4.1046224329e+01 1.1698523124e+02 9.1659066326e+01 -4.3423843172e+01 9.1659066326e+01 4.3423843172e+01
-1.3820404906e-04 4.4123762336e-05 9.3267701570e+01 1.7550402392e+01 -4.1590755749e+01 1.2068057944e+02 9.5513437935e+01 -4.3836492114e+01 9.5513437935e+01 4.3836492114e+01
-1.3603329986e-04 4.5817625450e-05 8.9545150693e+01 1.6945932494e+01 -4.1372538753e+01 1.1711421016e+02 9.1702226732e+01 -4.3529614792e+01 9.1702226732e+01 4.3529614792e+01
-1.3485440693e-04 4.4074671402e-05 9.3499354295e+01 1.6721686119e+01 -4.1909261460e+01 1.2078960084e+02 9.5532954980e+01 -4.3942862145e+01 9.5532954980e+01 4.3942862145e+01
-1.3270230010e-04 4.5766400983e-05 8.9793447666e+01 1.6129873060e+01 -4.1683107875e+01 1.1723803638e+02 9.1742581757e+01 -4.3632241966e+01 9.1742581757e+01 4.3632241966e+01
-1.3150030256e-04 4.4028289654e-05 9.3717992970e+01 1.5898506521e+01 -4.2211767574e+01 1.2089515186e+02 9.5551961167e+01 -4.4045735770e+01 9.5551961167e+01 4.4045735770e+01
-1.2936477030e-04 4.5718917047e-05 9.0025997838e+01 1.5318267902e+01 -4.1977995954e+01 1.1735597647e+02 9.1779505550e+01 -4.3731503666e+01 9.1779505550e+01 4.3731503666e+01
-1.3057555111e-04 4.7467452290e-05 8.6169124797e+01 1.5541690632e+01 -4.1452154897e+01 1.1375285884e+02 8.8033728622e+01 -4.3316758722e+01 8.8033728622e+01 4.3316758722e+01
-1.2725735396e-04 4.7417376014e-05 8.6416220162e+01 1.4742426195e+01 -4.1739675707e+01 1.1388443769e+02 8.8089482983e+01 -4.3412938527e+01 8.8089482983e+01 4.3412938527e+01
-1.2601950335e-04 4.5673186936e-05 9.0248236776e+01 1.4511052625e+01 -4.2257979417e+01 1.1747268590e+02 9.1818015507e+01 -4.3827758149e+01 9.1818015507e+01 4.3827758148e+01
-1.2393302775e-04 4.7370551692e-05 8.6649185220e+01 1.3947413627e+01 -4.2012156484e+01 1.1401142159e+02 8.8143039314e+01 -4.3506010577e+01 8.8143039314e+01 4.3506010577e+01
-1.2266897400e-04 4.5630199515e-05 9.0458801850e+01 1.3708925458e+01 -4.2522764179e+01 1.1758649541e+02 9.1856613614e+01 -4.3920575943e+01 9.1856613614e+01 4.3920575943e+01
-1.2060271308e-04 4.7326398767e-05 8.6870162295e+01 1.3156886888e+01 -4.2269841578e+01 1.1413537437e+02 8.8196249473e+01 -4.3595928756e+01 8.8196249473e+01 4.3595928756e+01
-1.1931289187e-04 4.5589830007e-05 9.0658813905e+01 1.2911945641e+01 -4.2772515083e+01 1.1769796825e+02 9.1896103066e+01 -4.4009804243e+01 9.1896103066e+01 4.4009804243e+01
-1.1726684730e-04 4.7284948631e-05 8.7079870357e+01 1.2371114782e+01 -4.2512763040e+01 1.1425649976e+02 8.8249574550e+01 -4.3682467232e+01 8.8249574550e+01 4.3682467232e+01
-1.1595151158e-04 4.5551996499e-05 9.0849204957e+01 1.2120304537e+01 -4.3007284738e+01 1.1780747651e+02 9.1937138387e+01 -4.4095218168e+01 9.1937138387e+01 4.4095218168e+01
-1.1392571056e-04 4.7246167360e-05 8.7279113824e+01 1.1590338308e+01 -4.2740924940e+01 1.1437504706e+02 8.8303558651e+01 -4.3765369768e+01 8.8303558651e+01 4.3765369768e+01
-1.1258513156e-04 4.5516684606e-05 9.1030663822e+01 1.1334200263e+01 -4.3227055662e+01 1.1791513563e+02 9.1980139377e+01 -4.4176531216e+01 9.1980139377e+01 4.4176531216e+01
-1.1057964248e-04 4.7210022732e-05 8.7468588960e+01 1.0814788107e+01 -4.2954298553e+01 1.1449112925e+02 8.8358629496e+01 -4.3844339088e+01 8.8358629496e+01 4.3844339088e+01
-1.0921407504e-04 4.5483837196e-05 9.1203882068e+01 1.0553838100e+01 -4.3431777160e+01 1.1802103339e+02 9.2025527852e+01 -4.4253422943e+01 9.2025527852e+01 4.4253422943e+01
-1.0721059797e-04 4.7179679969e-05 8.7642797620e+01 1.0040435309e+01 -4.3153036736e+01 1.1459862931e+02 8.8408429921e+01 -4.3918669037e+01 8.8408429921e+01 4.3918669037e+01
-1.0583556958e-04 4.5453993315e-05 9.1368317591e+01 9.7787172852e+00 -4.3621334295e+01 1.1812399069e+02 9.2072409469e+01 -4.4325426173e+01 9.2072409469e+01 4.4325426173e+01
-1.0386616301e-04 4.7145584821e-05 8.7820870882e+01 9.2786703452e+00 -4.3336564453e+01 1.1471594006e+02 8.8473432090e+01 -4.3989125660e+01 8.8473432090e+01 4.3989125660e+01
-1.0245911147e-04 4.5425439435e-05 9.1527823445e+01 9.0112058876e+00 -4.3795482850e+01 1.1822716857e+02 9.2124657899e+01 -4.4392317303e+01 9.2124657899e+01 4.4392317303e+01
-1.0050533728e-04 4.7114091009e-05 8.7991111315e+01 8.5200842176e+00 -4.3505493569e+01 1.1483057648e+02 8.8540273117e+01 -4.4054655370e+01 8.8540273117e+01 4.4054655370e+01
-9.9079487375e-05 4.5399764331e-05 9.1679444044e+01 8.2502119363e+00 -4.3953911873e+01 1.1832696991e+02 9.2178874014e+01 -4.4453341843e+01 9.2178874014e+01 4.4453341843e+01
-9.7151922980e-05 4.7091445069e-05 8.8139995824e+01 7.7700836271e+00 -4.3657012618e+01 1.1492926839e+02 8.8595935646e+01 -4.4112952440e+01 8.8595935646e+01 4.4112952440e+01
-9.8574305428e-05 4.8819262872e-05 8.4500037560e+01 8.0340656705e+00 -4.3210546878e+01 1.1147157221e+02 8.5002887565e+01 -4.3713396883e+01 8.5002887565e+01 4.3713396883e+01
-9.5248511122e-05 4.8793155183e-05 8.4658199366e+01 7.2958163910e+00 -4.3356727449e+01 1.1158107466e+02 8.5072099448e+01 -4.3770627530e+01 8.5072099448e+01 4.3770627530e+01
-9.3786585628e-05 4.7068127081e-05 8.8288413382e+01 7.0248426637e+00 -4.3793823370e+01 1.1503092777e+02 8.8660432121e+01 -4.4165842108e+01 8.8660432121e+01 4.4165842108e+01
-9.1905916586e-05 4.8769952654e-05 8.4807965137e+01 6.5610784197e+00 -4.3487736059e+01 1.1168603983e+02 8.5142079703e+01 -4.3821850624e+01 8.5142079703e+01 4.3821850624e+01
-9.0417381872e-05 4.7048441914e-05 8.8427247692e+01 6.2863017682e+00 -4.3914188735e+01 1.1512616043e+02 8.8724649195e+01 -4.4211590239e+01 8.8724649195e+01 4.4211590239e+01
-8.8558039270e-05 4.8749737772e-05 8.4948987193e+01 5.8327304811e+00 -4.3602600200e+01 1.1178546462e+02 8.5212561588e+01 -4.3866174594e+01 8.5212561588e+01 4.3866174594e+01
-8.7045643337e-05 4.7030832603e-05 8.8559819876e+01 5.5550620345e+00 -4.4017968557e+01 1.1521728665e+02 8.8791657121e+01 -4.4249805802e+01 8.8791657121e+01 4.4249805802e+01
-8.5207376335e-05 4.8732350307e-05 8.5081633408e+01 5.1116471686e+00 -4.3700806554e+01 1.1187884237e+02 8.5283693186e+01 -4.3902866332e+01 8.5283693186e+01 4.3902866332e+01
-8.3671515580e-05 4.7015416875e-05 8.8685892307e+01 4.8314389783e+00 -4.4104609441e+01 1.1530315335e+02 8.8860948057e+01 -4.4279665191e+01 8.8860948057e+01 4.4279665191e+01
-8.1854262390e-05 4.8717834358e-05 8.5205798615e+01 4.3982342546e+00 -4.3781795555e+01 1.1196512854e+02 8.5355098632e+01 -4.3931095572e+01 8.5355098632e+01 4.3931095572e+01
-8.0295071841e-05 4.7003705142e-05 8.8802224143e+01 4.1157139225e+00 -4.4173197574e+01 1.1537968262e+02 8.8929004104e+01 -4.4299977534e+01 8.8929004104e+01 4.4299977534e+01
-7.8498927398e-05 4.8706448523e-05 8.5320867250e+01 3.6928967306e+00 -4.3844899629e+01 1.1204272334e+02 8.5425880292e+01 -4.3949912671e+01 8.5425880292e+01 4.3949912671e+01
-7.6916776340e-05 4.6994602693e-05 8.8910912623e+01 3.4083475152e+00 -4.4223289461e+01 1.1544782330e+02 8.8997643442e+01 -4.4310020279e+01 8.8997643442e+01 4.4310020279e+01
-7.5141874810e-05 4.8698178760e-05 8.5426670891e+01 2.9961262072e+00 -4.3889426207e+01 1.1211038620e+02 8.5495583994e+01 -4.3958339310e+01 8.5495583994e+01 4.3958339310e+01
-7.3536952853e-05 4.6988034291e-05 8.9011839914e+01 2.7097593368e+00 -4.4254143760e+01 1.1550633486e+02 8.9066461601e+01 -4.4308765447e+01 8.9066461601e+01 4.4308765447e+01
-7.1783454017e-05 4.8693090376e-05 8.5522789397e+01 2.3083995118e+00 -4.3914591637e+01 1.1216655941e+02 8.5563492148e+01 -4.3955294388e+01 8.5563492148e+01 4.3955294388e+01
-7.0155830303e-05 4.6985473533e-05 8.9101539963e+01 2.0203303839e+00 -4.4264620516e+01 1.1555071826e+02 8.9131698015e+01 -4.4294778568e+01 8.9131698015e+01 4.4294778568e+01
-6.8423835499e-05 4.8691490563e-05 8.5608205836e+01 1.6301721795e+00 -4.3919478127e+01 1.1220903579e+02 8.5628280874e+01 -4.3939553166e+01 8.5628280874e+01 4.3939553166e+01
-6.6773784762e-05 4.6985891860e-05 8.9181659201e+01 1.3405536379e+00 -4.4254006386e+01 1.1558126116e+02 8.9194698651e+01 -4.4267045836e+01 8.9194698651e+01 4.4267045836e+01
-6.5063452425e-05 4.8693393098e-05 8.5682380072e+01 9.6197975791e-01 -4.3903137669e+01 1.1223598357e+02 8.5689096526e+01 -4.3909854123e+01 8.5689096526e+01 4.3909854123e+01
-6.3391145496e-05 4.6989261780e-05 8.9251649624e+01 6.7089777909e-01 -4.4221284898e+01 1.1559607557e+02 8.9254607711e+01 -4.4224242985e+01 8.9254607711e+01 4.4224242985e+01
-6.1702638116e-05 4.8698902493e-05 8.5744476950e+01 3.0434926516e-01 -4.3864511285e+01 1.1224520220e+02 8.5744780540e+01 -4.3864814875e+01 8.5744780540e+01 4.3864814875e+01
-6.0008223057e-05 4.6997055212e-05 8.9307695153e+01 1.1806198504e-02 -4.4165050038e+01 1.1559009489e+02 8.9307294959e+01 -4.4164649844e+01 8.9307294959e+01 4.4164649844e+01
-5.8341707334e-05 4.8708395305e-05 8.5792974536e+01 -3.4218943468e-01 -4.3802385987e+01 1.1223375002e+02 8.5793480061e+01 -4.3802891512e+01 8.5793480061e+01 4.3802891512e+01
-5.6626380527e-05 4.7007988784e-05 8.9351590308e+01 -6.3601250854e-01 -4.4084363157e+01 1.1556350257e+02 8.9354232895e+01 -4.4087005745e+01 8.9354232895e+01 4.4087005745e+01
-5.4981214079e-05 4.8721860435e-05 8.5827009016e+01 -9.7704759039e-01 -4.3715526218e+01 1.1219922221e+02 8.5833992543e+01 -4.3722509745e+01 8.5833992543e+01 4.3722509745e+01
-5.3246105885e-05 4.7023832088e-05 8.9378632621e+01 -1.2720913394e+00 -4.3977589611e+01 1.1551023916e+02 8.9390389178e+01 -4.3989346168e+01 8.9390389178e+01 4.3989346168e+01
-5.1621589631e-05 4.8740403760e-05 8.5843281995e+01 -1.5996800235e+00 -4.3602383100e+01 1.1213682348e+02 8.5862674669e+01 -4.3621775773e+01 8.5862674669e+01 4.3621775773e+01
-5.3359705787e-05 5.0447917995e-05 8.2343578169e+01 -1.3064610667e+00 -4.3346993133e+01 1.0887408608e+02 8.2356775424e+01 -4.3360190388e+01 8.2356775424e+01 4.3360190388e+01
-5.0020944512e-05 5.0468881452e-05 8.2349440899e+01 -1.9149595010e+00 -4.3228022564e+01 1.0880320267e+02 8.2378267515e+01 -4.3256849180e+01 8.2378267515e+01 4.3256849180e+01
-4.8261975283e-05 4.8762710335e-05 8.5843335312e+01 -2.2097430724e+00 -4.3461680941e+01 1.1204619190e+02 8.5880726241e+01 -4.3499071871e+01 8.5880726241e+01 4.3499071871e+01
-4.6683680374e-05 5.0494215604e-05 8.2337295304e+01 -2.5098982315e+00 -4.3081278921e+01 1.0870201948e+02 8.2387148400e+01 -4.3131132018e+01 8.2387148400e+01 4.3131132018e+01
-4.4904166515e-05 4.8789698313e-05 8.5823923677e+01 -2.8064632259e+00 -4.3291706651e+01 1.1192241870e+02 8.5884547079e+01 -4.3352330053e+01 8.5884547079e+01 4.3352330053e+01
-4.3349876828e-05 5.0524205106e-05 8.2305199410e+01 -3.0904160055e+00 -4.2905172357e+01 1.0856680452e+02 8.2381087339e+01 -4.2981060285e+01 8.2381087339e+01 4.2981060285e+01
-4.1548569856e-05 4.8821615174e-05 8.5783034816e+01 -3.3893484643e+00 -4.3090710017e+01 1.1176163817e+02 8.5871774283e+01 -4.3179449484e+01 8.5871774283e+01 4.3179449484e+01
-4.0017949384e-05 5.0559944939e-05 8.2249433449e+01 -3.6563064697e+00 -4.2697673103e+01 1.0839195612e+02 8.2356005215e+01 -4.2804244868e+01 8.2356005215e+01 4.2804244868e+01
-3.8195287404e-05 4.8858834402e-05 8.5718221409e+01 -3.9579991155e+00 -4.2856763167e+01 1.1155947247e+02 8.5839620583e+01 -4.2978162342e+01 8.5839620583e+01 4.2978162342e+01
-3.6687424880e-05 5.0601130933e-05 8.2168882315e+01 -4.2071771968e+00 -4.2456862208e+01 1.0817422767e+02 8.2310429516e+01 -4.2598409409e+01 8.2310429516e+01 4.2598409409e+01
-3.4844576771e-05 4.8901596230e-05 8.5627114380e+01 -4.5120433936e+00 -4.2587821302e+01 1.1131152599e+02 8.5785386033e+01 -4.2746092955e+01 8.5785386033e+01 4.2746092955e+01
-3.3360184191e-05 5.0648372610e-05 8.2060385665e+01 -4.7423094659e+00 -4.2180669684e+01 1.0790844898e+02 8.2240830060e+01 -4.2361114079e+01 8.2240830060e+01 4.2361114079e+01
-3.1497128213e-05 4.8950212132e-05 8.5507002589e+01 -5.0511162107e+00 -4.2281722148e+01 1.1101302655e+02 8.5706040984e+01 -4.2480760544e+01 8.5706040984e+01 4.2480760544e+01
-3.0037006490e-05 5.0702042956e-05 8.1921071737e+01 -5.2612470731e+00 -4.1866892315e+01 1.0758962120e+02 8.2143986472e+01 -4.2089807049e+01 8.2143986472e+01 4.2089807049e+01
-2.8153545707e-05 4.9005043615e-05 8.5354868294e+01 -5.5749677493e+00 -4.1936145106e+01 1.1065883787e+02 8.5598271427e+01 -4.2179548239e+01 8.5598271427e+01 4.2179548239e+01
-2.6716999628e-05 5.0762033083e-05 8.1748807536e+01 -5.7639034588e+00 -4.1513059147e+01 1.0721323199e+02 8.2017462545e+01 -4.1781714156e+01 8.2017462546e+01 4.1781714156e+01
-2.4814151247e-05 4.9066321315e-05 8.5167744575e+01 -6.0835130962e+00 -4.1548610872e+01 1.1024379010e+02 8.5458848741e+01 -4.1839715038e+01 8.5458848741e+01 4.1839715038e+01
-2.3401919245e-05 5.0829062350e-05 8.1539574852e+01 -6.2498897403e+00 -4.1116654270e+01 1.0677309536e+02 8.1856935637e+01 -4.1434015055e+01 8.1856935636e+01 4.1434015055e+01
-2.1479718173e-05 4.9134093315e-05 8.4942829831e+01 -6.5767611547e+00 -4.1116565603e+01 1.0976284858e+02 8.5284742289e+01 -4.1458478061e+01 8.5284742289e+01 4.1458478061e+01
-2.0092602035e-05 5.0903507549e-05 8.1289832858e+01 -6.7191147092e+00 -4.0675014723e+01 1.0626339403e+02 8.1658608216e+01 -4.1043790080e+01 8.1658608216e+01 4.1043790080e+01
-1.8150868798e-05 4.9209765430e-05 8.4674304288e+01 -7.0548800879e+00 -4.0637092443e+01 1.0920814921e+02 8.5069960268e+01 -4.1032748423e+01 8.5069960268e+01 4.1032748423e+01
-1.6788304020e-05 5.0985493635e-05 8.0996249394e+01 -7.1719047022e+00 -4.0185104633e+01 1.0567830316e+02 8.1418969159e+01 -4.0607824399e+01 8.1418969159e+01 4.0607824399e+01
-1.4828099591e-05 4.9292712678e-05 8.4360286379e+01 -7.5183252314e+00 -4.0107400460e+01 1.0857544954e+02 8.4812507977e+01 -4.0559622057e+01 8.4812507977e+01 4.0559622057e+01
-1.3490847870e-05 5.1075629912e-05 8.0654338025e+01 -7.6084171654e+00 -3.9643991216e+01 1.0501113147e+02 8.1133378426e+01 -4.0123031617e+01 8.1133378426e+01 4.0123031617e+01
-1.1512258603e-05 4.9383580490e-05 8.3996081094e+01 -7.9677208888e+00 -3.9524425963e+01 1.0785796770e+02 8.4507654253e+01 -4.0035999122e+01 8.4507654253e+01 4.0035999122e+01
-1.0201177179e-05 5.1174396468e-05 8.0259631887e+01 -8.0291856279e+00 -3.9048537242e+01 1.0425518175e+02 8.0797304571e+01 -3.9586209926e+01 8.0797304571e+01 3.9586209926e+01
-8.2041491409e-06 4.9482771659e-05 8.3577265052e+01 -8.4039897380e+00 -3.8885002557e+01 1.0704923292e+02 8.4151034692e+01 -3.9458772197e+01 8.4151034692e+01 3.9458772197e+01
-6.9187534930e-06 5.1281815693e-05 7.9808236681e+01 -8.4352654028e+00 -3.8395204465e+01 1.0340412363e+02 8.0406914718e+01 -3.8993882502e+01 8.0406914718e+01 3.8993882502e+01
-4.9043643405e-06 4.9590644177e-05 8.3099277437e+01 -8.8284203022e+00 -3.8185800975e+01 1.0614272327e+02 8.3738268081e+01 -3.8824791619e+01 8.3738268081e+01 3.8824791619e+01
-3.6454794777e-06 5.1398626686e-05 7.9294716263e+01 -8.8276860091e+00 -3.7680651684e+01 1.0245059216e+02 7.9956909253e+01 -3.8342844674e+01 7.9956909253e+01 3.8342844674e+01
-1.6138928051e-06 4.9707595110e-05 8.2557306858e+01 -9.2426260126e+00 -3.7423462735e+01 1.0513190799e+02 8.3264857439e+01 -3.8131013315e+01 8.3264857439e+01 3.8131013315e+01
-3.8243883524e-07 5.1525296904e-05 7.8713933250e+01 -9.2079724968e+00 -3.6901354407e+01 1.0138758699e+02 7.9442440062e+01 -3.7629861219e+01 7.9442440062e+01 3.7629861219e+01
1.6662955416e-06 4.9834050667e-05 8.1946307542e+01 -9.6486525619e+00 -3.6594542127e+01 1.0401027477e+02 8.2726242847e+01 -3.7374477431e+01 8.2726242847e+01 3.7374477431e+01
2.8706701537e-06 5.1661882675e-05 7.8061217951e+01 -9.5783194566e+00 -3.6053358095e+01 1.0020850237e+02 7.8859335745e+01 -3.6851475890e+01 7.8859335745e+01 3.6851475890e+01
4.9354432173e-06 4.9970295053e-05 8.1261350695e+01 -1.0049063831e+01 -3.5695499687e+01 1.0277170186e+02 8.2118195235e+01 -3.6552344228e+01 8.2118195235e+01 3.6552344228e+01
6.1118329364e-06 5.1809078882e-05 7.7330646905e+01 -9.9410630105e+00 -3.5133091127e+01 9.8906258186e+01 7.8202332677e+01 -3.6004776899e+01 7.8202332677e+01 3.6004776899e+01
8.1924033149e-06 5.0116422480e-05 8.0497842342e+01 -1.0446959717e+01 -3.4722910946e+01 1.0141088991e+02 8.1437070287e+01 -3.5662138891e+01 8.1437070287e+01 3.5662138891e+01
9.3397954945e-06 5.1967280017e-05 7.6516727062e+01 -1.0299203574e+01 -3.4136861217e+01 9.7474510418e+01 7.7466867751e+01 -3.5087001907e+01 7.7466867751e+01 3.5087001907e+01
1.1435973184e-05 5.0273708842e-05 7.9648695610e+01 -1.0845840348e+01 -3.3673256438e+01 9.9920814818e+01 8.0677028918e+01 -3.4701589747e+01 8.0677028918e+01 3.4701589747e+01
1.2554577952e-05 5.2136679802e-05 7.5614052880e+01 -1.0656568276e+01 -3.3060568454e+01 9.5907262639e+01 7.6648826115e+01 -3.4095341689e+01 7.6648826115e+01 3.4095341689e+01
1.4665237266e-05 5.0441593674e-05 7.8710596000e+01 -1.1250164010e+01 -3.2543258394e+01 9.8298634709e+01 7.9836412013e+01 -3.3669074407e+01 7.9836412013e+01 3.3669074407e+01
1.5754031593e-05 5.2317788029e-05 7.4616879721e+01 -1.1017347911e+01 -3.1900801702e+01 9.4199405875e+01 7.5744091349e+01 -3.3028013330e+01 7.5744091349e+01 3.3028013330e+01
1.7878857021e-05 5.0620289119e-05 7.7678839053e+01 -1.1664959884e+01 -3.1329862553e+01 9.6541301256e+01 7.8912634518e+01 -3.2563658018e+01 7.8912634518e+01 3.2563658018e+01
1.8936701759e-05 5.2510941474e-05 7.3519799255e+01 -1.1386549127e+01 -3.0654193957e+01 9.2347028710e+01 7.4749384534e+01 -3.1883779236e+01 7.4749384534e+01 3.1883779236e+01
2.1075388003e-05 5.0810972276e-05 7.6546886411e+01 -1.2095750435e+01 -3.0030236501e+01 9.4645343729e+01 7.7901839634e+01 -3.1385189725e+01 7.7901839634e+01 3.1385189725e+01
2.2102297023e-05 5.2716278842e-05 7.2317853665e+01 -1.1770262442e+01 -2.9317066745e+01 9.0347540521e+01 7.3662570301e+01 -3.0661783380e+01 7.3662570301e+01 3.0661783380e+01
2.4253719579e-05 5.1013025045e-05 7.5312380519e+01 -1.2549190078e+01 -2.8641946690e+01 9.2612582113e+01 7.6805116128e+01 -3.0134682299e+01 7.6805116128e+01 3.0134682299e+01
2.5248513901e-05 5.2934186823e-05 7.1005550667e+01 -1.2174966580e+01 -2.7887398309e+01 8.8200507475e+01 7.2481662912e+01 -2.9363510554e+01 7.2481662912e+01 2.9363510554e+01
2.7412265210e-05 5.1226846770e-05 7.3971733500e+01 -1.3033167735e+01 -2.7163279153e+01 9.0446304421e+01 7.5623425378e+01 -2.8814971032e+01 7.5623425378e+01 2.8814971032e+01
2.8373673772e-05 5.3164926233e-05 6.9579910558e+01 -1.2607281239e+01 -2.6361657417e+01 8.5907703174e+01 7.1207962123e+01 -2.7989708983e+01 7.1207962123e+01 2.7989708983e+01
3.0549475111e-05 5.1452560305e-05 7.2518049921e+01 -1.3552805533e+01 -2.5595117717e+01 8.8149384875e+01 7.4354537189e+01 -2.7431604985e+01 7.4354537189e+01 2.7431604985e+01
3.1477180425e-05 5.3408378106e-05 6.8041860484e+01 -1.3084016538e+01 -2.4738263949e+01 8.3482929599e+01 6.9850690144e+01 -2.6547093609e+01 6.9850690144e+01 2.6547093609e+01
3.3663915608e-05 5.1690214425e-05 7.0973012704e+01 -1.4127043523e+01 -2.3921524873e+01 8.5744033004e+01 7.3030084452e+01 -2.5978596621e+01 7.3030084452e+01 2.5978596621e+01
