x_m y_m sigma_xx_Pa sigma_xy_Pa sigma_yy_Pa von_mises_Pa sigma_max_principal_Pa sigma_min_principal_Pa sigma_tension_Pa sigma_comp_mag_Pa
1.3374088807e-05 1.0086767649e-04 1.6203013339e+00 -6.0996634081e+00 -3.4968804864e+01 3.3399123994e+01 2.6087414636e+00 -3.5957244994e+01 2.5826722639e+00 3.5957244994e+01
2.4906449230e-06 9.9567679069e-05 3.0057370182e+00 -6.5752568827e+00 -3.5635570861e+01 3.5347455218e+01 4.0929458640e+00 -3.6722779707e+01 4.1584457964e+00 3.6722779707e+01
6.1144789559e-06 1.0202110902e-04 -4.1719484700e-01 -6.5736484532e+00 -3.5525503392e+01 3.2464146178e+01 7.7183441554e-01 -3.6714532654e+01 5.6664560985e-01 3.6714532654e+01
1.1508371996e-05 1.0269176192e-04 -1.1366817823e+00 -6.3679683655e+00 -3.5262665659e+01 3.1541842494e+01 1.1017533804e-02 -3.6410364975e+01 -4.0116657991e-03 3.6410364975e+01
7.9493272166e-06 1.0017245486e-04 2.3060074944e+00 -6.4373032799e+00 -3.5359018780e+01 3.4469655216e+01 3.3745590749e+00 -3.6427570360e+01 3.4258529267e+00 3.6427570360e+01
1.8436543809e-04 1.4709769547e-04 -3.8213809118e-01 -5.4315722435e+00 -1.2489044097e+01 1.4085978695e+01 1.6969524970e+00 -1.4568134686e+01 1.6983721012e+00 1.4568134686e+01
6.6710326102e-05 4.2814459589e-05 7.2756160342e+01 -1.7471272546e+01 -1.9559727406e+01 8.5485619858e+01 7.5953362105e+01 -2.2756929169e+01 7.5953362105e+01 2.2756929169e+01
-6.6376385044e-05 6.8166712159e-05 4.9936404431e+01 8.4290660630e-01 -4.0137396212e+01 7.8019025150e+01 4.9943809282e+01 -4.0144801063e+01 4.9943809282e+01 4.0144801063e+01
3.1263097735e-05 2.0148878435e-05 1.5775373540e+02 -1.8057961992e+01 -3.3503084657e+01 1.6855885913e+02 1.5944282807e+02 -3.5192177322e+01 1.5944282807e+02 3.5192177322e+01
1.8030106318e-04 1.4200011318e-04 -1.9604071808e+00 -4.9803301349e+00 -1.2932572204e+01 1.2833133945e+01 -3.7276354404e-02 -1.4855703030e+01 -2.5893718792e-02 1.4855703030e+01
7.0732477773e-05 4.5256986172e-05 6.3546272158e+01 -1.5044390194e+01 -2.0134069911e+01 7.7013894784e+01 6.6170094009e+01 -2.2757891762e+01 6.6170094009e+01 2.2757891762e+01
2.9955587246e-05 1.8522761739e-05 1.6283558485e+02 -1.7602592652e+01 -3.4379747779e+01 1.7349188405e+02 1.6439350449e+02 -3.5937667423e+01 1.6439350449e+02 3.5937667423e+01
1.7174825133e-04 1.2781029491e-04 -5.9000428491e+00 -3.0581529263e+00 -1.4590820431e+01 9.2006093273e+00 -4.9334573682e+00 -1.5557405912e+01 8.7774237561e-05 1.5557405912e+01
-6.1710990149e-05 7.0006316698e-05 4.7006548970e+01 -4.1615252523e-02 -3.9853401632e+01 7.5222157961e+01 4.7006106817e+01 -3.9852959479e+01 4.7006106817e+01 3.9852959479e+01
7.4048612306e-05 4.5616973237e-05 6.0582709010e+01 -1.4303204056e+01 -2.0309206584e+01 7.4308147495e+01 6.3038580172e+01 -2.2765077746e+01 6.3038580172e+01 2.2765077746e+01
1.7653072215e-04 1.4444976640e-04 -1.5319374284e+00 -4.9421603240e+00 -1.3018391561e+01 1.3122968571e+01 3.0138494233e-01 -1.4851713932e+01 2.1223062657e-01 1.4851713932e+01
7.6671198351e-05 4.3802541651e-05 6.3107310271e+01 -1.5057327545e+01 -2.0132193332e+01 7.6662446133e+01 6.5748642381e+01 -2.2773525442e+01 6.5748642381e+01 2.2773525442e+01
-5.8605548825e-05 7.0013992007e-05 4.7016070609e+01 -6.0206408721e-01 -3.9875210288e+01 7.5256516809e+01 4.7019800399e+01 -3.9878940077e+01 4.7019800399e+01 3.9878940077e+01
1.6816181043e-04 1.3018661881e-04 -5.8540233569e+00 -2.9948953571e+00 -1.4710595754e+01 9.2563461538e+00 -4.9381556118e+00 -1.5626463499e+01 -1.2090410656e-04 1.5626463499e+01
4.9508420486e-05 1.1784426098e-04 -1.3647926631e+01 -1.0311739934e+00 -3.2722262814e+01 1.6540468840e+01 -1.3635450586e+01 -3.2734738860e+01 3.0539500018e-03 3.2734738859e+01
8.0750395930e-05 4.6404506249e-05 5.4918955356e+01 -1.2895737398e+01 -2.0640678613e+01 6.9145908929e+01 5.7060547505e+01 -2.2782270762e+01 5.7060547505e+01 2.2782270762e+01
3.5495303170e-04 1.5475675435e-05 3.2695718856e-01 -1.4313483079e+01 2.9884179562e+00 2.4894685703e+01 1.6030641065e+01 -1.2715265920e+01 1.6030641065e+01 1.2715264722e+01
8.4144300998e-05 4.6828741865e-05 5.2225385683e+01 -1.2230755386e+01 -2.0796880756e+01 6.6695317304e+01 5.4220811863e+01 -2.2792306935e+01 5.4220811863e+01 2.2792306935e+01
8.6861727242e-05 4.4979305434e-05 5.4366809579e+01 -1.2885737792e+01 -2.0648537779e+01 6.8694366039e+01 5.6519846624e+01 -2.2801574824e+01 5.6519846624e+01 2.2801574824e+01
-5.7005302980e-05 6.8187308309e-05 4.9996448228e+01 -8.7417138180e-01 -4.0204171891e+01 7.8129964064e+01 5.0004493953e+01 -4.0212217616e+01 5.0004493953e+01 4.0212217616e+01
2.3920226663e-05 2.0044136823e-05 1.5773216885e+02 -1.6113695246e+01 -3.5907841272e+01 1.7000246201e+02 1.5906313099e+02 -3.7238803417e+01 1.5906313099e+02 3.7238803417e+01
-5.2404693816e-05 7.0052633554e-05 4.6982430904e+01 -1.6821975179e+00 -3.9867871628e+01 7.5270279214e+01 4.7014595604e+01 -3.9900036328e+01 4.7014595604e+01 3.9900036328e+01
2.0232900212e-05 1.9992620055e-05 1.5773135480e+02 -1.5201269240e+01 -3.7044388427e+01 1.7072204097e+02 1.5890989950e+02 -3.8222933126e+01 1.5890989950e+02 3.8222933126e+01
3.2744716942e-05 1.0642488948e-04 -3.2543048539e+00 -3.4535761065e+00 -3.3033661416e+01 2.6462508765e+01 -2.8658465761e+00 -3.3422119694e+01 7.2905830325e-03 3.3422119694e+01
9.1009959560e-05 4.7746092079e-05 4.7071279001e+01 -1.0970205963e+01 -2.1091028508e+01 6.2015296372e+01 4.8794673301e+01 -2.2814422808e+01 4.8794673301e+01 2.2814422808e+01
9.4490360549e-05 4.8235608433e-05 4.4615504007e+01 -1.0374206532e+01 -2.1228914865e+01 5.9789318124e+01 4.6212673485e+01 -2.2826084342e+01 4.6212673485e+01 2.2826084342e+01
1.8833457947e-05 1.8384952919e-05 1.6257549820e+02 -1.4786353124e+01 -3.7840020343e+01 1.7544313739e+02 1.6365988152e+02 -3.8924403673e+01 1.6365988152e+02 3.8924403673e+01
-4.9300764772e-05 7.0078955653e-05 4.6946662147e+01 -2.2010018385e+00 -3.9837769243e+01 7.5253478201e+01 4.7002062348e+01 -3.9893169445e+01 4.7002062348e+01 3.9893169445e+01
9.7297094362e-05 4.6351038517e-05 4.6459367565e+01 -1.0949862577e+01 -2.1105291177e+01 6.1511879705e+01 4.8190938500e+01 -2.2836862112e+01 4.8190938500e+01 2.2836862112e+01
1.2844018608e-05 1.9899657686e-05 1.5770790093e+02 -1.3479283269e+01 -3.9167056908e+01 1.7208875325e+02 1.5862591002e+02 -4.0085066006e+01 1.5862591002e+02 4.0085066006e+01
3.5422465997e-04 1.1710946350e-05 1.4966301212e-01 -1.3838571465e+01 2.3353117092e+00 2.4040134851e+01 1.5122065688e+01 -1.2637090967e+01 1.5122065688e+01 1.2637090643e+01
1.0154570207e-04 4.9280324293e-05 3.9931942988e+01 -9.2507221547e+00 -2.1486186206e+01 5.5552875928e+01 4.1296346263e+01 -2.2850589480e+01 4.1296346263e+01 2.2850589480e+01
-4.7638858624e-05 6.8261307243e-05 4.9920093806e+01 -2.4698114632e+00 -4.0111418146e+01 7.8086200194e+01 4.9987426532e+01 -4.0178750872e+01 4.9987426532e+01 4.0178750872e+01
1.1387643673e-05 1.8303008483e-05 1.6241199064e+02 -1.3079704595e+01 -3.9909603985e+01 1.7667319734e+02 1.6325351137e+02 -4.0751124715e+01 1.6325351137e+02 4.0751124715e+01
1.0441251372e-04 4.7369591082e-05 4.1603760483e+01 -9.7811133881e+00 -2.1376236775e+01 5.7115013563e+01 4.3089130310e+01 -2.2861606601e+01 4.3089130310e+01 2.2861606601e+01
-2.2162691249e-06 1.4618735883e-06 2.1072834433e+02 -8.4231305076e+00 -4.6366644683e+01 2.2312773878e+02 2.1100370987e+02 -4.6642010229e+01 2.1100370987e+02 4.6642010229e+01
1.4984627971e-04 1.4149737804e-04 -5.0472140211e+00 -2.3463508702e+00 -1.5990558864e+01 1.0308926735e+01 -4.5670248169e+00 -1.6470748068e+01 1.8605904108e-03 1.6470748068e+01
-4.3106618953e-05 7.0157667623e-05 4.6816658355e+01 -3.1863135599e+00 -3.9717752098e+01 7.5143331750e+01 4.6933475942e+01 -3.9834569685e+01 4.6933475942e+01 3.9834569685e+01
4.7742666325e-05 1.0833001171e-04 -4.2939941131e-01 2.9545417065e+00 -2.7463643819e+01 2.3937575708e+01 -1.2615583604e-01 -2.7766887394e+01 -6.0487423236e-02 2.7766887394e+01
4.5672734357e-05 1.0987552411e-04 -3.3730927384e+00 9.8658518964e-01 -2.9792997853e+01 2.2913763342e+01 -3.3537778626e+00 -2.9812312729e+01 3.2299876403e-02 2.9812312729e+01
1.0872644930e-04 5.0414392030e-05 3.5517230156e+01 -8.2107730221e+00 -2.1720902410e+01 5.1571679077e+01 3.6673086670e+01 -2.2876758925e+01 3.6673086670e+01 2.2876758925e+01
4.3117752139e-05 1.0909900673e-04 -3.4063449872e+00 -1.1839552239e-01 -3.0694058393e+01 2.3608131799e+01 -3.4200404401e+00 -3.0680362940e+01 4.3573037377e-02 3.0680362939e+01
3.9967532648e-05 1.0604864255e-04 -4.4752943929e-01 -5.3517774284e-01 -3.0580590711e+01 2.6095373400e+01 -4.4788921813e-01 -3.0580230932e+01 -1.5561233167e-01 3.0580230932e+01
5.0784647304e-05 1.1156976765e-04 -3.2303623035e+00 3.5973784343e+00 -2.7247075740e+01 2.1676127684e+01 -2.7240008687e+00 -2.7753437175e+01 -4.5446231013e-02 2.7753437176e+01
1.2465478846e-04 1.2561080034e-04 -1.0805280038e+01 -1.3205746970e-01 -1.7046229810e+01 5.4211587586e+00 -1.0795847456e+01 -1.7055662393e+01 2.0428281441e-07 1.7055662393e+01
-4.0007502024e-05 7.0205460048e-05 4.6729132961e+01 -3.6514891073e+00 -3.9625951329e+01 7.5052084467e+01 4.6882931986e+01 -3.9779750354e+01 4.6882931986e+01 3.9779750354e+01
5.2860758927e-05 1.1009728628e-04 -5.9507491506e-01 5.7728494633e+00 -2.4317970083e+01 2.2789227742e+01 7.0084427251e-01 -2.5613889270e+01 4.4583261761e-01 2.5613889271e+01
1.4609152269e-04 1.3980292857e-04 -6.2909932034e+00 -2.0776630898e+00 -1.6650067388e+01 9.6699537480e+00 -5.8875798964e+00 -1.7053480695e+01 -1.2216098303e-05 1.7053480695e+01
6.7969789286e-05 1.1676367498e-04 -4.9230055468e+00 6.7112408353e+00 -1.8698519729e+01 1.6668773092e+01 -2.1870420061e+00 -2.1434483270e+01 7.4382337238e-02 2.1434483227e+01
1.3489650911e-04 1.2338558478e-04 -1.0203067923e+01 -3.9769134070e-01 -1.7007521960e+01 5.9393666171e+00 -1.0176200026e+01 -1.7034389857e+01 2.8886581664e-09 1.7034389857e+01
3.7952673894e-05 1.0768099529e-04 -3.4076261856e+00 -1.9965236687e+00 -3.2058172307e+01 2.5034769689e+01 -3.2790682273e+00 -3.2186730265e+01 4.0537068957e-02 3.2186730265e+01
7.2960116329e-05 1.1676034564e-04 -5.5454738363e+00 5.8968724633e+00 -1.9410692568e+01 1.5787182261e+01 -3.3633492742e+00 -2.1592817131e+01 1.2542065822e-03 2.1592816999e+01
1.1167179670e-04 4.8470932736e-05 3.7053140621e+01 -8.7004682355e+00 -2.1622249243e+01 5.3004056804e+01 3.8317352153e+01 -2.2886460775e+01 3.8317352153e+01 2.2886460775e+01
1.4233243881e-04 1.3431581372e-04 -8.0603288773e+00 -1.6396531251e+00 -1.6710905206e+01 8.0141228405e+00 -7.7586610623e+00 -1.7012573021e+01 8.3011044052e-06 1.7012573021e+01
6.3209131685e-05 1.1684404137e-04 -3.4618033364e+00 8.0810952520e+00 -1.6993245896e+01 1.8257883589e+01 3.1366938891e-01 -2.0768718621e+01 1.0904187661e+00 2.0768718713e+01
5.7904351412e-05 1.1209502520e-04 -3.0995874426e-02 8.6480466306e+00 -1.8751277335e+01 2.2037587749e+01 3.3322706142e+00 -2.2114543824e+01 3.2354922019e+00 2.2114543825e+01
6.0754829137e-05 1.1566616491e-04 -3.0876851247e+00 9.0679175931e+00 -1.7504506117e+01 2.0019916885e+01 1.2624087821e+00 -2.1854600023e+01 1.2828471408e+00 2.1854600033e+01
1.3149846056e-04 1.2538907891e-04 -1.0501722405e+01 -3.8222338491e-01 -1.7020195770e+01 5.6897227552e+00 -1.0475996123e+01 -1.7045922052e+01 4.7486772436e-07 1.7045922052e+01
-2.2818773887e-04 8.7289093235e-05 -6.6743056303e+00 2.0606668377e+01 -2.1974551890e+01 3.8065786128e+01 7.6528631078e+00 -3.6301720628e+01 7.6528631078e+00 3.6301720628e+01
1.1603719402e-04 5.1638524810e-05 3.1350334513e+01 -7.2479234339e+00 -2.1933740161e+01 4.7824748767e+01 3.2319928750e+01 -2.2903334398e+01 3.2319928750e+01 2.2903334398e+01
5.5812279453e-05 1.1349142133e-04 -3.4829019432e+00 6.6371948510e+00 -2.3680149665e+01 2.0859531035e+01 -1.5382699461e+00 -2.5624781662e+01 -5.3451576473e-01 2.5624781669e+01
1.3871216036e-04 1.3259502694e-04 -8.9005039027e+00 -1.3560379710e+00 -1.6800034243e+01 7.2352967778e+00 -8.6729685306e+00 -1.7027569615e+01 -1.6519303880e-05 1.7027569615e+01
1.2128485799e-04 1.2388123600e-04 -1.0528622314e+01 2.6006966443e-02 -1.7029267666e+01 5.6479316373e+00 -1.0518110139e+01 -1.7039779841e+01 1.6049678681e-08 1.7039779841e+01
1.1975397575e-04 5.2279184125e-05 2.9380168541e+01 -6.7961126743e+00 -2.2029315982e+01 4.6053956935e+01 3.0264690714e+01 -2.2913838155e+01 3.0264690714e+01 2.2913838155e+01
-3.8285797299e-05 6.8396994491e-05 4.9686131854e+01 -3.9102637717e+00 -3.9829464546e+01 7.7817526747e+01 4.9856303669e+01 -3.9999636361e+01 4.9856303669e+01 3.9999636361e+01
2.6397792306e-04 1.0238615151e-04 -2.8832151270e+00 -7.4445134039e+00 -9.5018214146e+00 1.4110186375e+01 1.9540016311e+00 -1.4339038173e+01 1.9540216003e+00 1.4339038173e+01
1.0496916208e-04 1.1890019963e-04 -1.0330278400e+01 3.2794369358e+00 -2.1574015879e+01 1.1261595134e+01 -9.4502621574e+00 -2.2454032121e+01 4.1802905330e-07 2.2454032119e+01
1.2279734207e-04 5.0287428426e-05 3.0718787760e+01 -7.2321469445e+00 -2.1947424010e+01 4.7301334856e+01 3.1695120287e+01 -2.2923756537e+01 3.1695120288e+01 2.2923756537e+01
-3.3826974322e-05 7.0330551216e-05 4.6485851800e+01 -4.5161997111e+00 -3.9370360949e+01 7.4763495359e+01 4.6722469597e+01 -3.9606978746e+01 4.6722469597e+01 3.9606978746e+01
1.0181865168e-04 1.2050931713e-04 -1.0719133410e+01 3.8695215401e+00 -2.1846525793e+01 1.1751787453e+01 -9.4979319525e+00 -2.3067727251e+01 3.3952157490e-07 2.3067727265e+01
8.6551243813e-05 1.1848124812e-04 -8.0829692563e+00 4.7064232300e+00 -2.0573247384e+01 1.3570767704e+01 -6.4930219332e+00 -2.2163194707e+01 -4.6695305998e-05 2.2163194007e+01
9.5527227521e-05 1.2033040190e-04 -9.9374371607e+00 4.1784857520e+00 -2.1203234668e+01 1.2166681137e+01 -8.5458992846e+00 -2.2594772544e+01 -1.6436590506e-06 2.2594772678e+01
9.2311688631e-05 1.1552645596e-04 -7.5429270573e+00 4.0884284019e+00 -2.1339268080e+01 1.3907591350e+01 -6.4115459592e+00 -2.2470649178e+01 -1.9820863196e-05 2.2470649079e+01
1.1148973144e-04 1.2576162990e-04 -1.0743190456e+01 2.4283190483e-01 -1.6975811684e+01 5.4402500418e+00 -1.0718571244e+01 -1.7000430896e+01 7.3530473868e-07 1.7000430897e+01
-3.0736316176e-05 7.0403342103e-05 4.6335815965e+01 -4.9139022721e+00 -3.9203445628e+01 7.4566037932e+01 4.6616907241e+01 -3.9484536904e+01 4.6616907241e+01 3.9484536904e+01
1.2730305610e-04 5.3622781627e-05 2.5660043485e+01 -5.9465148426e+00 -2.2189464540e+01 4.2702722480e+01 2.6389717791e+01 -2.2919138847e+01 2.6389717796e+01 2.2919138847e+01
8.3658664139e-05 1.1691611668e-04 -6.9951828901e+00 4.8161684080e+00 -2.0500944648e+01 1.4392761855e+01 -5.4383988376e+00 -2.2057728701e+01 2.1386982071e-04 2.2057728777e+01
8.0637409001e-05 1.1255081707e-04 -4.6404028391e+00 4.6201827526e+00 -2.0853418774e+01 1.6181707525e+01 -3.4043976110e+00 -2.2089424002e+01 2.9315920269e-03 2.2089423989e+01
1.0829464814e-04 1.2402222898e-04 -1.0792171841e+01 9.4089550326e-01 -1.7886005386e+01 6.3312214818e+00 -1.0683756187e+01 -1.7994421041e+01 1.6113512499e-07 1.7994421036e+01
1.3040688708e-04 5.1596609129e-05 2.6899494262e+01 -6.3607871171e+00 -2.2210470228e+01 4.3935239224e+01 2.7710534210e+01 -2.3021510176e+01 2.7710534209e+01 2.3021510176e+01
5.4273491783e-06 1.9816705613e-05 1.5765102279e+02 -1.1865892990e+01 -4.1083088973e+01 1.7333071510e+02 1.5835650192e+02 -4.1788568111e+01 1.5835650192e+02 4.1788568111e+01
3.9167516663e-06 1.8230452658e-05 1.6222941711e+02 -1.1474743540e+01 -4.1774014389e+01 1.7778573478e+02 1.6287234320e+02 -4.2416940472e+01 1.6287234320e+02 4.2416940473e+01
1.3497099345e-04 5.5046621234e-05 2.2221716984e+01 -5.6476979180e+00 -2.1267056495e+01 3.8911348155e+01 2.2942807577e+01 -2.1988147087e+01 2.2942807561e+01 2.1988147087e+01
-2.8957123397e-05 6.8604483057e-05 4.9260391636e+01 -5.1565875827e+00 -3.9317924548e+01 7.7228826318e+01 4.9559317208e+01 -3.9616850120e+01 4.9559317208e+01 3.9616850120e+01
-2.0093884719e-06 1.9745508592e-05 1.5754657394e+02 -1.0334624728e+01 -4.2785131043e+01 1.7441257236e+02 1.5807786705e+02 -4.3316424153e+01 1.5807786705e+02 4.3316424153e+01
1.3811148390e-04 5.2974423353e-05 2.3514945287e+01 -6.2487383034e+00 -2.0701704486e+01 3.9792478062e+01 2.4380818321e+01 -2.1567577520e+01 2.4380818302e+01 2.1567577520e+01
-2.4577136856e-05 7.0582640257e-05 4.5952668699e+01 -5.6285689106e+00 -3.8781072550e+01 7.4025936126e+01 4.6324692225e+01 -3.9153096076e+01 4.6324692225e+01 3.9153096076e+01
-5.7393832048e-06 1.9711019239e-05 1.5748492972e+02 -9.5911250122e+00 -4.3557602163e+01 1.7489796055e+02 1.5794104838e+02 -4.4013720825e+01 1.5794104838e+02 4.4013720825e+01
1.4260808643e-04 5.6531125900e-05 1.9424398420e+01 -5.8406381455e+00 -1.9574031246e+01 3.5255505271e+01 2.0279959045e+01 -2.0429591872e+01 2.0279958749e+01 2.0429591872e+01
-2.1499059677e-05 7.0684760458e-05 4.5723931560e+01 -5.9431976633e+00 -3.8520865284e+01 7.3680402431e+01 4.6140933316e+01 -3.8937867040e+01 4.6140933316e+01 3.8937867040e+01
1.4642215180e-04 5.7285829154e-05 1.8206964180e+01 -6.0121767923e+00 -1.8787869339e+01 3.3687496080e+01 1.9159032351e+01 -1.9739937509e+01 1.9159033098e+01 1.9739937509e+01
-7.3266677817e-06 1.8138097402e-05 1.6190605821e+02 -9.2037615861e+00 -4.4175301494e+01 1.7918155308e+02 1.6231589626e+02 -4.4585139547e+01 1.6231589626e+02 4.4585139547e+01
1.4958293314e-04 5.5143237110e-05 1.9490998769e+01 -6.5647526453e+00 -1.8391787744e+01 3.4721344279e+01 2.0595982982e+01 -1.9496771957e+01 2.0595982908e+01 1.9496771960e+01
-1.9665323178e-05 6.8896140053e-05 4.8591987455e+01 -6.1654041868e+00 -3.8522436958e+01 7.6194999802e+01 4.9025978895e+01 -3.8956428398e+01 4.9025978895e+01 3.8956428398e+01
1.5403161026e-04 5.8817721436e-05 1.6121840608e+01 -6.4815225341e+00 -1.7366617467e+01 3.1097680132e+01 1.7331865566e+01 -1.8576642425e+01 1.7331864100e+01 1.8576642426e+01
-1.5370069670e-05 7.0927773388e-05 4.5162269701e+01 -6.4751507654e+00 -3.7889703198e+01 7.2793986787e+01 4.5663911118e+01 -3.8391344615e+01 4.5663911118e+01 3.8391344615e+01
1.5720672130e-04 5.6626946126e-05 1.7391382745e+01 -6.9771949206e+00 -1.7089227492e+01 3.2212950214e+01 1.8749233104e+01 -1.8447077851e+01 1.8749228452e+01 1.8447077851e+01
-1.2309343622e-05 7.1064431040e-05 4.4831959263e+01 -6.6896894407e+00 -3.7511909088e+01 7.2246837337e+01 4.5371756072e+01 -3.8051705896e+01 4.5371756072e+01 3.8051705896e+01
1.6159275164e-04 6.0373862312e-05 1.4617044232e+01 -7.1553014503e+00 -1.6129020353e+01 2.9368507376e+01 1.6199927579e+01 -1.7711903699e+01 1.6199861101e+01 1.7711903699e+01
1.6537806630e-04 6.1146464235e-05 1.4022524405e+01 -7.5197118042e+00 -1.5607107213e+01 2.8772379207e+01 1.5819449477e+01 -1.7404032284e+01 1.5819618458e+01 1.7404032284e+01
1.7241107408e-04 5.9614516029e-05 1.4980541042e+01 -8.3883224101e+00 -1.4973069576e+01 2.9730866529e+01 1.7168859527e+01 -1.7161388061e+01 1.7169119356e+01 1.7161388061e+01
-4.7911654930e-06 3.0115015011e-06 2.0597562969e+02 -8.2036838614e+00 -4.6580204986e+01 2.1918030430e+02 2.0624152004e+02 -4.6846095337e+01 2.0624152004e+02 4.6846095337e+01
1.7565722528e-04 5.7319698197e-05 1.6112499190e+01 -8.6594943851e+00 -1.4960709448e+01 3.0806150509e+01 1.8361834160e+01 -1.7210044418e+01 1.8362036147e+01 1.7210044418e+01
-1.0424877416e-05 6.9286835178e-05 4.7609351420e+01 -6.8902396592e+00 -3.7370785349e+01 7.4556093875e+01 4.8164263904e+01 -3.7925697833e+01 4.8164263904e+01 3.7925697833e+01
1.8003053847e-04 6.1101968094e-05 1.2330680808e+01 -8.2258598621e+00 -1.4687816426e+01 2.7402224511e+01 1.4642113889e+01 -1.6999249507e+01 1.4644822135e+01 1.6999249507e+01
1.8331452923e-04 5.8750658302e-05 1.4396193869e+01 -8.8677872107e+00 -1.4501933125e+01 2.9368415704e+01 1.6902993085e+01 -1.7008732340e+01 1.6902677672e+01 1.7008732340e+01
-6.2208591114e-06 7.1382495153e-05 4.4038541606e+01 -7.0039406581e+00 -3.6616225529e+01 7.0894541894e+01 4.4642140885e+01 -3.7219824808e+01 4.4642140885e+01 3.7219824808e+01
1.8774645959e-04 6.2695023028e-05 6.1844778407e+00 -6.4619044049e+00 -1.5223668016e+01 2.1665656804e+01 7.9890777007e+00 -1.7028267876e+01 7.9820004823e+00 1.7028267876e+01
-1.3200613524e-05 1.9654322025e-05 1.5731648123e+02 -8.1400823244e+00 -4.4942530553e+01 1.7572730942e+02 1.5764318474e+02 -4.5269234064e+01 1.5764318474e+02 4.5269234064e+01
-1.6942040401e-05 1.9626806119e-05 1.5722566679e+02 -7.4258361002e+00 -4.5560031916e+01 1.7608731261e+02 1.5749687477e+02 -4.5831239897e+01 1.5749687477e+02 4.5831239897e+01
-3.1830964566e-06 7.1559850854e-05 4.3575822367e+01 -7.1005099173e+00 -3.6088842714e+01 7.0079087794e+01 4.4203670029e+01 -3.6716690376e+01 4.4203670029e+01 3.6716690376e+01
-1.8601752077e-05 1.8064353990e-05 1.6152756818e+02 -7.0361692048e+00 -4.6110960225e+01 1.8023214643e+02 1.6176538223e+02 -4.6348774279e+01 1.6176538223e+02 4.6348774279e+01
-2.4423801847e-05 1.9581584327e-05 1.5701396230e+02 -6.0151464941e+00 -4.6646857227e+01 1.7668230868e+02 1.5719113101e+02 -4.6824025943e+01 1.5719113101e+02 4.6824025943e+01
-1.2528924625e-06 6.9794095638e-05 4.6216113204e+01 -7.2837072614e+00 -3.5768369678e+01 7.2112643706e+01 4.6858126019e+01 -3.6410382493e+01 4.6858126019e+01 3.6410382493e+01
-2.6129004636e-05 1.8025190157e-05 1.6125513748e+02 -5.6226898884e+00 -4.7157037736e+01 1.8075222307e+02 1.6140639452e+02 -4.7308294772e+01 1.6140639452e+02 4.7308294772e+01
2.8526473188e-06 7.1966261973e-05 4.2480304619e+01 -7.1609391296e+00 -3.4855703992e+01 6.8113681620e+01 4.3137752732e+01 -3.5513152105e+01 4.3137752733e+01 3.5513152105e+01
3.4730147638e-05 1.0474184571e-04 -3.1641045992e-01 -2.3113227451e+00 -3.1936092439e+01 2.7663074978e+01 -1.5496766463e-01 -3.2097535235e+01 -8.0428284141e-02 3.2097535234e+01
5.8607467695e-06 7.2191487647e-05 4.1845114084e+01 -7.1213863137e+00 -3.4137063600e+01 6.6948545051e+01 4.2506785749e+01 -3.4798735265e+01 4.2506785749e+01 3.4798735265e+01
-1.3336533314e-04 3.7280068018e-05 1.0957640313e+02 1.6501367260e+01 -4.3719129235e+01 1.3579829964e+02 1.1133182180e+02 -4.5474547905e+01 1.1133182180e+02 4.5474547905e+01
-1.0103261431e-04 4.3717581274e-05 9.5278771207e+01 8.7356517108e+00 -4.4247149505e+01 1.2177564331e+02 9.5823011296e+01 -4.4791389600e+01 9.5823011296e+01 4.4791389599e+01
7.8301266869e-06 7.0438229688e-05 4.4286706480e+01 -7.3002948303e+00 -3.3592675125e+01 6.8620541722e+01 4.4965103913e+01 -3.4271072558e+01 4.4965103912e+01 3.4271072558e+01
1.1829078640e-05 7.2701639059e-05 4.0357348667e+01 -6.8917238096e+00 -3.2471684442e+01 6.4191422553e+01 4.1003767203e+01 -3.3118102978e+01 4.1003767203e+01 3.3118102978e+01
1.4799444749e-05 7.2982994011e-05 3.9498817916e+01 -6.6979577754e+00 -3.1507557870e+01 6.2578071928e+01 4.0125096696e+01 -3.2133836650e+01 4.0125096696e+01 3.2133836650e+01
-3.1914686955e-05 1.9546723324e-05 1.5677753693e+02 -4.6158536631e+00 -4.7549368025e+01 1.7713224981e+02 1.5688143656e+02 -4.7653267656e+01 1.5688143656e+02 4.7653267656e+01
-3.5667940523e-05 1.9529273997e-05 1.5666384027e+02 -3.9163434226e+00 -4.7937023340e+01 1.7731879344e+02 1.5673846159e+02 -4.8011644656e+01 1.5673846159e+02 4.8011644656e+01
1.6799345922e-05 7.1242423017e-05 4.1660843756e+01 -6.8994533013e+00 -3.0685326430e+01 6.3783048375e+01 4.2312918812e+01 -3.1337401486e+01 4.2312918812e+01 3.1337401486e+01
-3.7440315005e-05 1.7979748840e-05 1.6084277100e+02 -3.5191876861e+00 -4.8392400492e+01 1.8130493438e+02 1.6090163793e+02 -4.8451267420e+01 1.6090163793e+02 4.8451267420e+01
2.8465471323e-04 1.1439366443e-04 -2.7115043522e+00 -8.1451237635e+00 -7.1954565691e+00 1.4631569283e+01 3.4940600034e+00 -1.3401020925e+01 3.4940600042e+00 1.3401020925e+01
2.0682646624e-05 7.3614523629e-05 3.7504854136e+01 -6.1419055304e+00 -2.9285530688e+01 5.8812126319e+01 3.8064858686e+01 -2.9845535238e+01 3.8064858686e+01 2.9845535238e+01
