x_m y_m von_mises_Pa wss_mag_dyn_cm2 is_surface
3.7690951233e-04 4.8452555868e-05 2.4732227361e+01 4.5767931659e+00 1.0000000000e+00
3.6383705191e-04 6.8498984632e-05 2.0135760671e+01 8.5954034532e+00 1.0000000000e+00
3.5511557324e-04 7.9512628367e-05 1.8266811397e+01 1.0627394619e+01 1.0000000000e+00
3.4896409021e-04 8.6449494599e-05 1.7280804475e+01 1.2590993614e+01 1.0000000000e+00
3.3926908425e-04 9.6264271345e-05 1.6114529607e+01 1.4446092489e+01 1.0000000000e+00
3.3592027107e-04 9.9381780916e-05 1.5798275139e+01 1.5037605574e+01 1.0000000000e+00
3.2554803926e-04 1.0828334793e-04 1.5027303574e+01 1.7248835325e+01 1.0000000000e+00
3.2198793988e-04 1.1110279793e-04 1.4825387703e+01 1.7762890144e+01 1.0000000000e+00
3.0727850583e-04 1.2166180970e-04 1.4245499531e+01 2.0107847744e+01 1.0000000000e+00
2.8794945006e-04 1.3329462730e-04 1.3950375617e+01 2.2109353560e+01 1.0000000000e+00
2.6772700523e-04 1.4325705082e-04 1.4034427288e+01 2.4132675707e+01 1.0000000000e+00
2.4246841140e-04 1.5308276439e-04 1.4561825960e+01 2.6119144278e+01 1.0000000000e+00
7.7391533584e-05 1.4873064715e-04 2.8196048129e+01 2.2227443847e+01 1.0000000000e+00
4.5051590408e-05 1.3522781816e-04 2.8826712521e+01 1.0669959125e+01 1.0000000000e+00
1.6872114669e-05 1.3217865306e-04 1.6497734172e+01 1.4382669256e+01 1.0000000000e+00
-1.2354702479e-05 1.3019088015e-04 3.5128659573e+00 1.6672203315e+01 1.0000000000e+00
-4.0065322813e-05 1.2820792809e-04 6.3015252282e+00 1.8048861083e+01 1.0000000000e+00
-6.8467914471e-05 1.2560924308e-04 1.4153588225e+01 1.8810025333e+01 1.0000000000e+00
-9.4711441637e-05 1.2248972069e-04 1.9709236714e+01 1.9128826051e+01 1.0000000000e+00
-1.2385192829e-04 1.1806045070e-04 2.4375617965e+01 1.9118214362e+01 1.0000000000e+00
-1.2916585869e-04 1.1713247787e-04 2.5083428028e+01 1.9094004147e+01 1.0000000000e+00
-1.5042883239e-04 1.1301866023e-04 2.7558632602e+01 1.8848415691e+01 1.0000000000e+00
-1.5574068378e-04 1.1188654963e-04 2.8096821077e+01 1.8791178051e+01 1.0000000000e+00
-1.7429429387e-04 1.0758421548e-04 2.9760193023e+01 1.8433846428e+01 1.0000000000e+00
-1.8221928360e-04 1.0557423458e-04 3.0390464840e+01 1.8258813519e+01 1.0000000000e+00
-2.0062105330e-04 1.0048353899e-04 3.1661958393e+01 1.7732131100e+01 1.0000000000e+00
-2.0845916898e-04 9.8126563223e-05 3.2120587490e+01 1.7482620000e+01 1.0000000000e+00
-2.2402535498e-04 9.3091614770e-05 3.2838379345e+01 1.6910038472e+01 1.0000000000e+00
-2.3174317364e-04 9.0413417225e-05 3.2987148311e+01 1.6585439691e+01 1.0000000000e+00
-2.4446658669e-04 8.5714606451e-05 3.2647212641e+01 1.6031911012e+01 1.0000000000e+00
-2.5701501460e-04 8.0716376324e-05 3.6438448082e+01 1.5065285169e+01 1.0000000000e+00
-2.6698594963e-04 7.6503962434e-05 3.7907785152e+01 1.4504396331e+01 1.0000000000e+00
-2.7933802711e-04 7.1023157153e-05 4.0007968406e+01 1.3160250719e+01 1.0000000000e+00
-2.8915082279e-04 6.6536588375e-05 4.2363447725e+01 1.1892170874e+01 1.0000000000e+00
-2.9160072396e-04 6.5414134826e-05 4.3116546977e+01 1.1892170874e+01 1.0000000000e+00
-3.1995572126e-04 5.5733748158e-05 5.3680860163e+01 1.3628608907e+01 1.0000000000e+00
-3.2526052102e-04 5.4771172230e-05 6.3118765365e+01 1.6591275760e+01 1.0000000000e+00
-3.3075628573e-04 5.2625246887e-05 7.3513812011e+01 1.5899667999e+01 1.0000000000e+00
-3.3616482506e-04 4.9981665476e-05 7.6175156571e+01 1.5004069308e+01 1.0000000000e+00
-3.4153456262e-04 4.6989622291e-05 8.1563896296e+01 1.3392745141e+01 1.0000000000e+00
-3.5226080908e-04 4.0136882507e-05 9.5360161334e+01 1.1150287455e+01 1.0000000000e+00
-3.6860194824e-04 2.7771264253e-05 1.3206663808e+02 7.6026107597e+00 1.0000000000e+00
-3.8579656785e-04 1.2379565677e-05 2.2853100341e+02 3.1843501511e+00 1.0000000000e+00
-3.5854600346e-04 1.8118322158e-05 9.1747407257e+01 nan 0.0000000000e+00
-4.3221458470e-05 5.0519736162e-05 1.0858523499e+02 nan 0.0000000000e+00
-1.3350600690e-05 5.1039153389e-05 1.0533371958e+02 nan 0.0000000000e+00
1.4837364361e-05 5.0360324933e-05 9.9260574213e+01 nan 0.0000000000e+00
1.5543485697e-04 1.1800322627e-04 6.6897577016e+00 nan 0.0000000000e+00
1.4974670064e-05 8.4598451229e-05 5.0456354037e+01 nan 0.0000000000e+00
-1.2908965121e-05 8.4313742249e-05 5.4503755873e+01 nan 0.0000000000e+00
-4.2292501767e-05 8.3325460770e-05 5.6185418447e+01 nan 0.0000000000e+00
-7.1888766216e-05 8.3183366917e-05 5.6280023904e+01 nan 0.0000000000e+00
