x_m,y_m,sigma_xx_Pa,sigma_xy_Pa,sigma_yy_Pa,von_mises_Pa,sigma_max_principal_Pa,sigma_min_principal_Pa,sigma_tension_Pa,sigma_comp_mag_Pa
-1.1465304440e-04,8.8549717629e-06,1.8675235173e+02,1.0996445659e+01,-5.1330195904e+01,2.0706276699e+02,1.8725882217e+02,-5.1836666352e+01,1.8725882217e+02,5.1836666352e+01
-7.7170672140e-05,4.3606761226e-05,9.6141202769e+01,3.4678464195e+00,-4.4960428217e+01,1.2234434518e+02,9.6225927898e+01,-4.5045153347e+01,9.6225927898e+01,4.5045153347e+01
-3.7294591497e-05,3.8742943984e-05,1.0784327997e+02,-4.1032007455e+00,-4.4487809802e+01,1.3211331109e+02,1.0795339080e+02,-4.4597920634e+01,1.0795339080e+02,4.4597920634e+01
9.5061229548e-05,1.9580215461e-05,1.5184069953e+02,-3.4929155997e+01,-1.5885666855e+01,1.5735277190e+02,1.5882518155e+02,-2.2870148879e+01,1.5882518155e+02,2.2870148879e+01
-1.1690594526e-04,7.3661617311e-06,1.9130450111e+02,1.1307693803e+01,-5.1532291629e+01,2.1121226458e+02,1.9182956255e+02,-5.2057353066e+01,1.9182956255e+02,5.2057353066e+01
-8.2167862699e-05,4.5307414703e-05,9.2334486270e+01,4.4710356933e+00,-4.4537880823e+01,1.1878680957e+02,9.2479899205e+01,-4.4683293758e+01,9.2479899206e+01,4.4683293758e+01
-3.2268967858e-05,4.0461410981e-05,1.0392456934e+02,-4.9895798699e+00,-4.3702929035e+01,1.2814036186e+02,1.0409269257e+02,-4.3871052260e+01,1.0409269257e+02,4.3871052260e+01
8.8576145040e-05,2.1195666053e-05,1.4854905685e+02,-3.4337079771e+01,-1.5974167331e+01,1.5439778677e+02,1.5542904851e+02,-2.2854158998e+01,1.5542904851e+02,2.2854158997e+01
-1.2241997196e-04,8.8596443918e-06,1.8743864716e+02,1.2540135264e+01,-5.0996308414e+01,2.0762926814e+02,1.8809598322e+02,-5.1653644483e+01,1.8809598322e+02,5.1653644483e+01
-3.0329552120e-05,3.8816452292e-05,1.0770368036e+02,-5.3239449211e+00,-4.3776601106e+01,1.3150890205e+02,1.0789023963e+02,-4.3963160374e+01,1.0789023963e+02,4.3963160374e+01
-8.5566874246e-05,4.5319076733e-05,9.2215090280e+01,5.1948434375e+00,-4.4465799745e+01,1.1870974862e+02,9.2411750592e+01,-4.4662460056e+01,9.2411750592e+01,4.4662460056e+01
-1.2630447911e-04,8.8605577840e-06,1.8783869287e+02,1.3325820415e+01,-5.0804845462e+01,2.0795552575e+02,1.8858010247e+02,-5.1546255067e+01,1.8858010247e+02,5.1546255067e+01
3.5294631345e-04,2.6814331301e-05,-5.2184791930e-01,-1.4436751153e+01,3.0219161784e+00,2.5186923844e+01,1.5791711391e+01,-1.3291643132e+01,1.5791711391e+01,1.3291643077e+01
8.7825573051e-05,1.9414043505e-05,1.6064618435e+02,-3.6306309012e+01,-1.5677355914e+01,1.6514336623e+02,1.6782998116e+02,-2.2861152731e+01,1.6782998116e+02,2.2861152731e+01
-8.7433906804e-05,4.3637342459e-05,9.5800439803e+01,5.6426444060e+00,-4.4782899579e+01,1.2213952963e+02,9.6026060423e+01,-4.5008520198e+01,9.6026060423e+01,4.5008520198e+01
-2.5359453637e-05,4.0553186204e-05,1.0367913278e+02,-6.1593523475e+00,-4.2881060523e+01,1.2737185632e+02,1.0393721166e+02,-4.3139139405e+01,1.0393721166e+02,4.3139139405e+01
-1.2861103981e-04,7.3721034384e-06,1.9252645386e+02,1.3622672910e+01,-5.0985891575e+01,2.1220306569e+02,1.9328577824e+02,-5.1745215956e+01,1.9328577824e+02,5.1745215956e+01
-2.3372387836e-05,3.8906661516e-05,1.0745380606e+02,-6.5121749807e+00,-4.2891473488e+01,1.3068991956e+02,1.0773502653e+02,-4.3172693952e+01,1.0773502653e+02,4.3172693952e+01
-9.2354117544e-05,4.5352571496e-05,9.1951103674e+01,6.6653688931e+00,-4.4267344561e+01,1.1853127594e+02,9.2275943628e+01,-4.4592184516e+01,9.2275943629e+01,4.4592184516e+01
-1.3406376280e-04,8.8654297467e-06,1.8873799522e+02,1.4925487387e+01,-5.0372462409e+01,2.0868242326e+02,1.8966561965e+02,-5.1300086839e+01,1.8966561965e+02,5.1300086839e+01
-1.8472767197e-05,4.0669085481e-05,1.0328940951e+02,-7.2942486708e+00,-4.1873203993e+01,1.2634720637e+02,1.0365469637e+02,-4.2238490853e+01,1.0365469637e+02,4.2238490853e+01
-1.3641081477e-04,7.3755180150e-06,1.9353096828e+02,1.5213661868e+01,-5.0539646390e+01,2.1300680191e+02,1.9447519536e+02,-5.1483873477e+01,1.9447519536e+02,5.1483873477e+01
-9.5746341481e-05,4.5371372068e-05,9.1812994435e+01,7.4125282348e+00,-4.4142629166e+01,1.1843800598e+02,9.2215397269e+01,-4.4545032001e+01,9.2215397270e+01,4.4545032001e+01
-1.5033849642e-05,4.0733531711e-05,1.0303947328e+02,-7.8521431607e+00,-4.1293037497e+01,1.2573278327e+02,1.0346507416e+02,-4.1718638373e+01,1.0346507416e+02,4.1718638373e+01
-1.4181990623e-04,8.8713181107e-06,1.8978583371e+02,1.6568150790e+01,-4.9873170347e+01,2.0952444005e+02,1.9092532355e+02,-5.1012660183e+01,1.9092532355e+02,5.1012660183e+01
8.1448322541e-05,2.1026842606e-05,1.5665670652e+02,-3.5580316386e+01,-1.5799758339e+01,1.6156872091e+02,1.6371021860e+02,-2.2853270418e+01,1.6371021860e+02,2.2853270418e+01
-9.7675203486e-05,4.3690307395e-05,9.5406961162e+01,7.8886344066e+00,-4.4441710305e+01,1.2187985542e+02,9.5849992763e+01,-4.4884741905e+01,9.5849992763e+01,4.4884741905e+01
-1.4420819058e-04,7.3800091667e-06,1.9469247322e+02,1.6847908297e+01,-5.0025922582e+01,2.1393111941e+02,1.9584646470e+02,-5.1179914065e+01,1.9584646470e+02,5.1179914065e+01
8.0670089072e-05,1.9286560806e-05,1.6806813363e+02,-3.7379832618e+01,-1.5509451594e+01,1.7165980262e+02,1.7538717427e+02,-2.2828492234e+01,1.7538717427e+02,2.2828492234e+01
-1.2988544092e-05,3.9087682611e-05,1.0679557282e+02,-8.2443740903e+00,-4.1198658108e+01,1.2895921164e+02,1.0725309291e+02,-4.1656178203e+01,1.0725309291e+02,4.1656178203e+01
-1.0305558728e-04,4.2038994387e-05,9.8929153245e+01,9.1414067826e+00,-4.4583863061e+01,1.2528942398e+02,9.9508527752e+01,-4.5163237569e+01,9.9508527752e+01,4.5163237569e+01
-1.4957067907e-04,8.8782202332e-06,1.9099044475e+02,1.8258143796e+01,-4.9304208023e+01,2.1048950493e+02,1.9236929070e+02,-5.0683053971e+01,1.9236929070e+02,5.0683053971e+01
3.0944087296e-04,2.6810990285e-05,-1.0636210752e+00,-9.5782009611e+00,-9.5626413546e+00,1.8146837005e+01,5.1639500149e+00,-1.5790212445e+01,5.1639500174e+00,1.5790212445e+01
-8.1749218220e-06,4.0881202666e-05,1.0240193682e+02,-8.9551443334e+00,-3.9967640967e+01,1.2426688988e+02,1.0296267025e+02,-4.0528374394e+01,1.0296267025e+02,4.0528374394e+01
3.0862139151e-04,2.3189608961e-05,-1.0854643804e+00,-9.4363112751e+00,-1.0072411359e+01,1.8100453553e+01,4.8713638614e+00,-1.6029239601e+01,4.8713638637e+00,1.6029239601e+01
7.4399540538e-05,2.0896118173e-05,1.6157517860e+02,-3.5547683916e+01,-1.6457329246e+01,1.6601640442e+02,1.6840854046e+02,-2.3290691106e+01,1.6840854046e+02,2.3290691106e+01
-1.5200128206e-04,7.3854186525e-06,1.9602083370e+02,1.8529804605e+01,-4.9441424093e+01,2.1498478612e+02,1.9741122894e+02,-5.0831819332e+01,1.9741122894e+02,5.0831819332e+01
-6.0882674504e-06,3.9233209886e-05,1.0614941317e+02,-9.3865943739e+00,-3.9796925816e+01,1.2743396235e+02,1.0675027614e+02,-4.0397788789e+01,1.0675027614e+02,4.0397788789e+01
-1.0788355302e-04,4.3764507870e-05,9.4963532573e+01,1.0198064234e+01,-4.3951183040e+01,1.2159243640e+02,9.5707600655e+01,-4.4695251122e+01,9.5707600655e+01,4.4695251122e+01
-1.5730830365e-04,8.8887258613e-06,1.9235213476e+02,1.9999687832e+01,-4.8660771707e+01,2.1157727931e+02,1.9399988069e+02,-5.0308517634e+01,1.9399988069e+02,5.0308517634e+01
7.3559408239e-05,1.9182217545e-05,1.6754074205e+02,-3.4335767451e+01,-1.7865378450e+01,1.7121742749e+02,1.7369010965e+02,-2.4014746051e+01,1.7369010965e+02,2.4014746051e+01
-1.3559630308e-06,4.1059934313e-05,1.0154793270e+02,-1.0053277503e+01,-3.8406974285e+01,1.2244826912e+02,1.0226602035e+02,-3.9125061928e+01,1.0226602035e+02,3.9125061928e+01
-1.0989914625e-04,4.2090937969e-05,9.8642911280e+01,1.0706651518e+01,-4.4228070864e+01,1.2511084154e+02,9.9440198250e+01,-4.5025357835e+01,9.9440198250e+01,4.5025357835e+01
2.0438618809e-06,4.1157571768e-05,1.0103981577e+02,-1.0608794600e+01,-3.7531421775e+01,1.2140412727e+02,1.0184690256e+02,-3.8338508562e+01,1.0184690256e+02,3.8338508562e+01
-1.6117681793e-04,8.8935158904e-06,1.9310174254e+02,2.0892452627e+01,-4.8309031159e+01,2.1217538903e+02,1.9489587366e+02,-5.0103162279e+01,1.9489587366e+02,5.0103162279e+01
-1.1467216268e-04,4.3826160071e-05,9.4636033196e+01,1.1771244697e+01,-4.3545135668e+01,1.2139168400e+02,9.5630970199e+01,-4.4540072671e+01,9.5630970199e+01,4.4540072671e+01
3.1192174776e-04,2.0001025811e-05,-9.9813439431e-01,-9.7811331293e+00,-9.7829268688e+00,1.8567830435e+01,5.3296112683e+00,-1.6110672531e+01,5.3296112677e+00,1.6110672531e+01
5.7463030198e-06,1.4672013691e-06,2.1221865818e+02,-9.8898977115e+00,-4.4511867280e+01,2.2299345007e+02,2.1259872388e+02,-4.4891932978e+01,2.1259872388e+02,4.4891932978e+01
4.1919825115e-06,3.9504056903e-05,1.0477926259e+02,-1.1123964703e+01,-3.7240312414e+01,1.2449180042e+02,1.0564484957e+02,-3.8105899401e+01,1.0564484957e+02,3.8105899401e+01
-1.1672886966e-04,4.2151026367e-05,9.8337421264e+01,1.2299442214e+01,-4.3809211815e+01,1.2493116749e+02,9.9393147905e+01,-4.4864938456e+01,9.9393147905e+01,4.4864938456e+01
8.8073290453e-06,4.1377805388e-05,9.9828822744e+01,-1.1747787556e+01,-3.5580887391e+01,1.1901964473e+02,1.0083999160e+02,-3.6592056248e+01,1.0083999160e+02,3.6592056248e+01
-1.2144154213e-04,4.3897358292e-05,9.4279410521e+01,1.3368927140e+01,-4.3077547554e+01,1.2118619378e+02,9.5567813085e+01,-4.4365950119e+01,9.5567813085e+01,4.4365950119e+01
6.7330356026e-05,2.0772125708e-05,1.5999287009e+02,-3.1647068322e+01,-1.9451410611e+01,1.6478268779e+02,1.6540805889e+02,-2.4866599415e+01,1.6540805889e+02,2.4866599415e+01
1.2173596413e-05,4.1497846600e-05,9.9126665584e+01,-1.2340982093e+01,-3.4501530108e+01,1.1768199142e+02,1.0025629716e+02,-3.5631161686e+01,1.0025629716e+02,3.5631161686e+01
-9.6233345909e-05,1.1778640068e-04,-9.3652453345e+00,6.7772278993e+00,-3.0728239313e+01,2.1906455125e+01,-7.3990445603e+00,-3.2694440087e+01,-8.8174507240e-04,3.2694440087e+01
3.1107755512e-04,1.6400789462e-05,-1.3390767451e+00,-9.5331727540e+00,-1.0505269901e+01,1.8318984850e+01,4.6542975113e+00,-1.6498644157e+01,4.6542975111e+00,1.6498644157e+01
-1.6865430835e-04,4.4162964339e-06,2.0894749904e+02,2.1576973497e+01,-4.8612316771e+01,2.2616147237e+02,2.1074197808e+02,-5.0406795818e+01,2.1074197808e+02,5.0406795818e+01
-1.2353943173e-04,4.2220107559e-05,9.8007056591e+01,1.3918017858e+01,-4.3328170411e+01,1.2475001711e+02,9.9363899050e+01,-4.4685012869e+01,9.9363899050e+01,4.4685012869e+01
1.4370219232e-05,3.9839509451e-05,1.0286615255e+02,-1.2975193315e+01,-3.4093935213e+01,1.2072019210e+02,1.0408394408e+02,-3.5311726739e+01,1.0408394408e+02,3.5311726739e+01
6.6399095500e-05,1.9073501268e-05,1.6604159697e+02,-3.0787175657e+01,-2.0638424585e+01,1.7023160278e+02,1.7098484788e+02,-2.5581675493e+01,1.7098484788e+02,2.5581675493e+01
-1.2818933789e-04,4.3978223667e-05,9.3888351152e+01,1.4989781830e+01,-4.2548637295e+01,1.2097543906e+02,9.5515059233e+01,-4.4175345376e+01,9.5515059233e+01,4.4175345376e+01
3.0692009187e-04,1.6001625030e-05,-8.1109591508e-01,-9.5591280731e+00,-1.0776288730e+01,1.8672722414e+01,4.9870089899e+00,-1.6574393635e+01,4.9870089893e+00,1.6574393635e+01
6.0206412350e-05,2.0645741400e-05,1.5905452738e+02,-2.8321916848e+01,-2.2323517395e+01,1.6455546814e+02,1.6337164882e+02,-2.6640638839e+01,1.6337164882e+02,2.6640638839e+01
1.8866463435e-05,4.1761326474e-05,9.7511335428e+01,-1.3599435751e+01,-3.2128730286e+01,1.1471470192e+02,9.8921866603e+01,-3.3539261461e+01,9.8921866604e+01,3.3539261461e+01
-9.7590521870e-05,6.8408811618e-05,4.8750223212e+01,6.9997399044e+00,-3.9047693744e+01,7.6994580666e+01,4.9304106608e+01,-3.9601577140e+01,4.9304106608e+01,3.9601577140e+01
-3.5266740598e-04,5.9601698063e-06,1.1092956055e+02,6.0818529894e+01,9.7641571908e+00,1.3698538759e+02,1.3943540927e+02,-1.8741691530e+01,1.3943540927e+02,1.8741690476e+01
-1.3032625577e-04,4.2298964269e-05,9.7644933267e+01,1.5560849996e+01,-4.2784907849e+01,1.2456524995e+02,9.9347793297e+01,-4.4487767879e+01,9.9347793297e+01,4.4487767879e+01
2.1093754077e-05,4.0097044761e-05,1.0127050772e+02,-1.4337607580e+01,-3.1651624689e+01,1.1776075586e+02,1.0279864561e+02,-3.3179762574e+01,1.0279864561e+02,3.3179762574e+01
-9.4492423391e-05,6.8366129109e-05,4.8925534797e+01,6.3530201373e+00,-3.9217539930e+01,7.7122048196e+01,4.9380432720e+01,-3.9672437853e+01,4.9380432720e+01,3.9672437853e+01
3.7827338232e-05,1.1892726375e-04,-2.1645381028e+01,-6.1939320161e+00,-3.5845259013e+01,1.6247486365e+01,-1.9364829394e+01,-3.8125810647e+01,-3.0125944508e-05,3.8125810647e+01
5.9190490120e-05,1.8962018633e-05,1.6489409829e+02,-2.7587351026e+01,-2.3430908139e+01,1.6994577296e+02,1.6884983284e+02,-2.7386642691e+01,1.6884983284e+02,2.7386642691e+01
2.5494041084e-05,4.2058020115e-05,9.5604269692e+01,-1.4992463789e+01,-2.9469401829e+01,1.1138452540e+02,9.7375319655e+01,-3.1240451791e+01,9.7375319653e+01,3.1240451791e+01
3.0276320405e-04,1.5635750080e-05,4.0997326075e+00,-1.1676381522e+01,-1.0735090700e+01,2.3978501432e+01,1.0526315210e+01,-1.7161673303e+01,1.0526315215e+01,1.7161673303e+01
2.7763990036e-05,4.0381449972e-05,9.9414429031e+01,-1.5859609840e+01,-2.8930756209e+01,1.1449239900e+02,1.0134405379e+02,-3.0860380971e+01,1.0134405379e+02,3.0860380971e+01
-8.9668724075e-05,7.0149084194e-05,4.6237257278e+01,5.3024287456e+00,-3.9079998987e+01,7.4454417559e+01,4.6564907166e+01,-3.9407648875e+01,4.6564907166e+01,3.9407648875e+01
3.2044928414e-05,4.2388822661e-05,9.3407396967e+01,-1.6572338825e+01,-2.6530205743e+01,1.0775986276e+02,9.5653781383e+01,-2.8776590160e+01,9.5653781383e+01,2.8776590160e+01
-8.8281829904e-05,6.8290008011e-05,4.9236482218e+01,5.0692517454e+00,-3.9522687294e+01,7.7366469863e+01,4.9524449664e+01,-3.9810654740e+01,4.9524449664e+01,3.9810654740e+01
3.5295355584e-05,4.2563109682e-05,9.2213292746e+01,-1.7449717468e+01,-2.4959050845e+01,1.0587653162e+02,9.4754964981e+01,-2.7500723079e+01,9.4754964981e+01,2.7500723079e+01
3.9840534274e-05,1.1727440693e-04,-1.7408182492e+01,-4.6764021383e+00,-3.5090461843e+01,1.7264604991e+01,-1.6281597829e+01,-3.6217046506e+01,4.9402673876e-05,3.6217046506e+01
5.3031602811e-05,2.0519330345e-05,1.5844932943e+02,-2.5360314433e+01,-2.5155438209e+01,1.6495861136e+02,1.6188584429e+02,-2.8591953065e+01,1.6188584429e+02,2.8591953065e+01
-8.3488863528e-05,7.0083628968e-05,4.6493770496e+01,4.0496219315e+00,-3.9352897378e+01,7.4674512875e+01,4.6683786669e+01,-3.9542913551e+01,4.6683786669e+01,3.9542913551e+01
3.7622256096e-05,4.0864601123e-05,9.6154783929e+01,-1.8545014645e+01,-2.4365442075e+01,1.0920084728e+02,9.8941809499e+01,-2.7152467645e+01,9.8941809499e+01,2.7152467645e+01
5.1936584341e-05,1.8850330171e-05,1.6408104972e+02,-2.4718487079e+01,-2.6201938748e+01,1.7025763063e+02,1.6723784436e+02,-2.9358733394e+01,1.6723784436e+02,2.9358733393e+01
3.5236306452e-04,2.2938565822e-05,-1.6968138751e-01,-1.4380131274e+01,2.3842082990e+00,2.4999828914e+01,1.5540921409e+01,-1.3326394498e+01,1.5540921409e+01,1.3326394595e+01
-8.0391772588e-05,7.0055363798e-05,4.6604287090e+01,3.4302923500e+00,-3.9471722446e+01,7.4779425515e+01,4.6740203773e+01,-3.9607639129e+01,4.6740203773e+01,3.9607639129e+01
-8.7984591505e-05,8.9164587205e-05,1.9657023674e+01,4.7134917095e+00,-3.5466812059e+01,4.8430350034e+01,2.0056381437e+01,-3.5866169822e+01,2.0056382381e+01,3.5866169822e+01
4.1725699456e-05,4.2936697371e-05,8.9604817911e+01,-1.9373124734e+01,-2.1665268137e+01,1.0203173667e+02,9.2877825520e+01,-2.4938275746e+01,9.2877825520e+01,2.4938275746e+01
4.5809595160e-05,2.0394956981e-05,1.5808701722e+02,-2.2704282354e+01,-2.7931709241e+01,1.6582455298e+02,1.6081650429e+02,-3.0661196313e+01,1.6081650429e+02,3.0661196313e+01
4.4908344592e-05,4.3132323561e-05,8.8596969209e+01,-2.0679513619e+01,-1.9744740758e+01,1.0042852835e+02,9.2408552101e+01,-2.3556323649e+01,9.2408552101e+01,2.3556323649e+01
-7.1731462507e-05,9.8863676215e-05,7.6969348322e+00,2.1474174098e+00,-3.4500004507e+01,3.6730945092e+01,7.8050861989e+00,-3.4608155874e+01,7.8082097089e+00,3.4608155874e+01
-7.4534177762e-05,9.8883852758e-05,7.8191814971e+00,2.6168878068e+00,-3.4381163150e+01,3.6825040864e+01,7.9799564293e+00,-3.4541938083e+01,7.9820912159e+00,3.4541938083e+01
4.7287481932e-05,4.1406564893e-05,9.2668974348e+01,-2.1955548782e+01,-1.9098418119e+01,1.0399294759e+02,9.6825634399e+01,-2.3255078171e+01,9.6825634399e+01,2.3255078171e+01
4.4640316924e-05,1.8740235297e-05,1.6352526150e+02,-2.2137102970e+01,-2.8922728425e+01,1.7101602362e+02,1.6603741381e+02,-3.1434880732e+01,1.6603741381e+02,3.1434880732e+01
-8.6693031882e-05,8.7188785027e-05,2.2134088958e+01,4.4710668206e+00,-3.5892736560e+01,5.0844620986e+01,2.2475831812e+01,-3.6234479415e+01,2.2475831590e+01,3.6234479415e+01
-7.8938295153e-05,6.8206643075e-05,4.9598603379e+01,3.1788570329e+00,-3.9888138094e+01,7.7692178916e+01,4.9710833054e+01,-4.0000367769e+01,4.9710833054e+01,4.0000367769e+01
3.0201227530e-04,1.2384974109e-05,1.4980113204e+01,-1.6959767462e+01,-7.9675185928e+00,3.5478180577e+01,2.3989634412e+01,-1.6977039801e+01,2.3989634413e+01,1.6977039801e+01
-6.6109352699e-05,9.8833216528e-05,7.4095794665e+00,1.2085713627e+00,-3.4725814719e+01,3.6548952153e+01,7.4434297377e+00,-3.4759664990e+01,7.4466644313e+00,3.4759664990e+01
-7.0372356933e-05,9.6851786255e-05,9.9549627815e+00,1.8155778277e+00,-3.4893094961e+01,3.8965308597e+01,1.0027565318e+01,-3.4965697497e+01,1.0026655261e+01,3.4965697497e+01
-6.4720751476e-05,9.6832089712e-05,9.6849369184e+00,8.6098382758e-01,-3.5112005797e+01,3.8822699021e+01,9.7007612914e+00,-3.5127830170e+01,9.6999493421e+00,3.5127830170e+01
5.1239903135e-05,4.3560017963e-05,8.2557835420e+01,-1.9670379412e+01,-1.9083881577e+01,9.4388935640e+01,8.6232454322e+01,-2.2758500478e+01,8.6232454322e+01,2.2758500478e+01
-6.0495223588e-05,9.8835937393e-05,7.0489974208e+00,2.8066936956e-01,-3.4931797036e+01,3.6358433441e+01,7.0501515266e+00,-3.4932951142e+01,7.0514042803e+00,3.4932951142e+01
3.1309651892e-06,3.0213181106e-06,2.0728565097e+02,-9.6815971226e+00,-4.4793926368e+01,2.1894980424e+02,2.0765659072e+02,-4.5164866116e+01,2.0765659072e+02,4.5164866116e+01
-7.4198197678e-05,7.0016416705e-05,4.6778005317e+01,2.2122772924e+00,-3.9670236896e+01,7.4963446224e+01,4.6834050067e+01,-3.9726281647e+01,4.6834050067e+01,3.9726281647e+01
-5.9070591866e-05,9.6842004716e-05,9.3489485988e+00,-7.9622443834e-02,-3.5309849472e+01,3.8674759607e+01,9.3484324334e+00,-3.5309333306e+01,9.3484341499e+00,3.5309333306e+01
5.4434981450e-05,4.3800506060e-05,7.9185482597e+01,-1.8869281732e+01,-1.9224688802e+01,9.1279908385e+01,8.2680876575e+01,-2.2720082780e+01,8.2680876575e+01,2.2720082780e+01
4.1874573393e-05,1.1565943874e-04,-1.3366390060e+01,-2.8840873075e+00,-3.3886717267e+01,1.8410583462e+01,-1.2997198346e+01,-3.4255908982e+01,8.0196195746e-05,3.4255908982e+01
-5.4884801919e-05,9.8868812073e-05,6.6250619054e+00,-6.3101349111e-01,-3.5119343573e+01,3.6167091659e+01,6.6339392714e+00,-3.5128220939e+01,6.6288954314e+00,3.5128220939e+01
-5.3424239489e-05,9.6882200528e-05,8.9531939260e+00,-9.9904565951e-01,-3.5486819273e+01,3.8524019047e+01,8.9750400935e+00,-3.5508665440e+01,8.9769545548e+00,3.5508665440e+01
2.9940716581e-05,1.0602466005e-04,-2.9519885735e+00,-3.6036497087e+00,-3.3226721721e+01,2.6940566733e+01,-2.5352116920e+00,-3.3643498603e+01,-3.9329934292e-02,3.3643498603e+01
5.6889987586e-05,4.2045742943e-05,8.2750682032e+01,-1.9858905013e+01,-1.8970243783e+01,9.4572508849e+01,8.6491682566e+01,-2.2711244317e+01,8.6491682566e+01,2.2711244317e+01
-4.9280321576e-05,9.8933722967e-05,6.1431034003e+00,-1.5190537710e+00,-3.5288756272e+01,3.5976338494e+01,6.1981222777e+00,-3.5343775150e+01,6.1845333177e+00,3.5343775150e+01
-4.7783940376e-05,9.6954687718e-05,8.5029184680e+00,-1.8891218013e+00,-3.5642759724e+01,3.8370088984e+01,8.5830605755e+00,-3.5722901832e+01,8.5869415259e+00,3.5722901832e+01
-7.2701342192e-05,6.8174189218e-05,4.9770916595e+01,1.9524097883e+00,-4.0065448632e+01,7.7873141315e+01,4.9812813082e+01,-4.0107345120e+01,4.9812813082e+01,4.0107345120e+01
-4.3683998735e-05,9.9032932146e-05,5.6088050550e+00,-2.3750218375e+00,-3.5440168512e+01,3.5785714193e+01,5.7452099941e+00,-3.5576573451e+01,5.7317512561e+00,3.5576573451e+01
-4.2151925820e-05,9.7061884527e-05,8.0036045474e+00,-2.7405353132e+00,-3.5777193788e+01,3.8210374879e+01,8.1739756018e+00,-3.5947564843e+01,8.1774104203e+00,3.5947564843e+01
-3.8098033437e-05,9.9169127072e-05,5.0282355141e+00,-3.1892525053e+00,-3.5573392242e+01,3.5592401602e+01,5.2767042823e+00,-3.5821861010e+01,5.2698214804e+00,3.5821861010e+01
-3.6530416813e-05,9.7206656070e-05,7.4609806912e+00,-3.5425794440e+00,-3.5889128559e+01,3.8039583147e+01,7.7480896356e+00,-3.6176237504e+01,7.7487228767e+00,3.6176237504e+01
3.8543828134e-05,2.0274698576e-05,1.5789489919e+02,-2.0313695438e+01,-3.0622731026e+01,1.6700717913e+02,1.6005772391e+02,-3.2785555746e+01,1.6005772391e+02,3.2785555746e+01
6.0879350602e-05,4.4343482012e-05,7.2440774237e+01,-1.7182548781e+01,-1.9618038282e+01,8.5101189901e+01,7.5544562875e+01,-2.2721826920e+01,7.5544562875e+01,2.2721826920e+01
1.8835213675e-04,1.4450455119e-04,-1.1261035654e+00,-5.3983377554e+00,-1.2440589554e+01,1.3543320751e+01,1.0358933216e+00,-1.4602586441e+01,1.0549976815e+00,1.4602586441e+01
-3.0923707460e-05,9.7393494624e-05,6.8796069289e+00,-4.2825696199e+00,-3.5976597580e+01,3.7847718116e+01,7.3028949167e+00,-3.6399885568e+01,7.2966917361e+00,3.6399885568e+01
-3.2526545528e-05,9.9346643979e-05,4.4064599303e+00,-3.9502510282e+00,-3.5687488651e+01,3.5389190047e+01,4.7914440397e+00,-3.6072472760e+01,4.8077725000e+00,3.6072472760e+01
3.5172191201e-04,1.9107419704e-05,1.6295761907e-03,-1.4195785506e+01,1.7103569942e+00,2.4627575448e+01,1.5074730600e+01,-1.3362744029e+01,1.5074730600e+01,1.3362744332e+01
-2.5329911687e-05,9.7624037533e-05,6.2683352718e+00,-4.9469418665e+00,-3.6037025259e+01,3.7625269657e+01,6.8386145711e+00,-3.6607304558e+01,6.8237578024e+00,3.6607304558e+01
-2.6967879204e-05,9.9566814286e-05,3.7530769595e+00,-4.6458142910e+00,-3.5781278216e+01,3.5169746746e+01,4.2911621224e+00,-3.6319363379e+01,4.3393505404e+00,3.6319363379e+01
-6.7997542481e-05,6.9997880719e-05,4.6895965952e+01,1.0257241799e+00,-3.9814741624e+01,7.5113833337e+01,4.6907604061e+01,-3.9826379733e+01,4.6907604061e+01,3.9826379733e+01
6.4136185961e-05,4.4643278953e-05,6.9210878284e+01,-1.6375346532e+01,-1.9806447472e+01,8.2145445131e+01,7.2128910265e+01,-2.2724479453e+01,7.2128910265e+01,2.2724479453e+01
-1.9753292560e-05,9.7903927365e-05,5.6319376010e+00,-5.5189800437e+00,-3.6065535182e+01,3.7353966302e+01,6.3495237095e+00,-3.6783121290e+01,6.3342548435e+00,3.6783121290e+01
-2.1426095172e-05,9.9835070517e-05,3.0738541349e+00,-5.2606691246e+00,-3.5851594213e+01,3.4919162214e+01,3.7717176651e+00,-3.6549457743e+01,3.8314142779e+00,3.6549457743e+01
-1.5901265707e-05,1.0015515201e-04,2.3775156607e+00,-5.7779512809e+00,-3.5893591602e+01,3.4620567923e+01,3.2301562391e+00,-3.6746232181e+01,3.2771457600e+00,3.6746232181e+01
3.7304795239e-05,1.8633927682e-05,1.6315069168e+02,-1.9805344458e+01,-3.1559879700e+01,1.7207624133e+02,1.6514367024e+02,-3.3552858262e+01,1.6514367024e+02,3.3552858262e+01
-1.4193845872e-05,9.8237217895e-05,4.9778457379e+00,-5.9803418896e+00,-3.6055096111e+01,3.7013427368e+01,5.8310870679e+00,-3.6908337441e+01,5.8207170474e+00,3.6908337441e+01
2.4667243887e-05,1.0495026433e-04,-2.6096599929e+00,-4.6788980964e+00,-3.3981116026e+01,2.8343951068e+01,-1.9310002307e+00,-3.4659775789e+01,-1.4934953641e-01,3.4659775789e+01
-1.0399706659e-05,1.0053501013e-04,1.6679770595e+00,-6.1779566648e+00,-3.5899040128e+01,3.4247171347e+01,2.6570820620e+00,-3.6888145130e+01,2.6437007489e+00,3.6888145130e+01
