x_m,y_m,sigma_xx_Pa,sigma_xy_Pa,sigma_yy_Pa,von_mises_Pa,sigma_max_principal_Pa,sigma_min_principal_Pa,sigma_tension_Pa,sigma_comp_mag_Pa
-2.5854825883e-04,1.9541081849e-05,1.7293385151e+02,5.5439683611e+01,-1.7861888867e+01,1.9110333475e+02,1.8786954308e+02,-3.2797580441e+01,1.8786954308e+02,3.2797580441e+01
-2.6174805719e-04,1.7905696434e-05,1.8149270975e+02,5.6858362338e+01,-1.6214506396e+01,1.9751460427e+02,1.9667421162e+02,-3.1396008270e+01,1.9667421162e+02,3.1396008270e+01
-2.6159706950e-04,1.6127748602e-05,1.9176629925e+02,5.6992124527e+01,-1.7024788135e+01,2.0600163894e+02,2.0630585725e+02,-3.1564346138e+01,2.0630585725e+02,3.1564346138e+01
-2.6498744095e-04,1.6274554796e-05,1.9054477891e+02,5.8355038014e+01,-1.4367347593e+01,2.0421713450e+02,2.0599353324e+02,-2.9816101923e+01,2.0599353324e+02,2.9816101923e+01
-2.6506790246e-04,1.8078318908e-05,1.7981910749e+02,5.8019025837e+01,-1.3630641481e+01,1.9535338022e+02,1.9588155966e+02,-2.9693093654e+01,1.9588155966e+02,2.9693093654e+01
-2.6833168348e-04,1.6442896397e-05,1.8883316849e+02,5.9614398190e+01,-1.1521935520e+01,2.0190379477e+02,2.0522482675e+02,-2.7913593775e+01,2.0522482675e+02,2.7913593775e+01
-2.6833933607e-04,1.8275116246e-05,1.7766389004e+02,5.9052713456e+01,-1.0877907828e+01,1.9266511557e+02,1.9462824744e+02,-2.7842265230e+01,1.9462824744e+02,2.7842265230e+01
-2.7162469223e-04,1.6636035813e-05,1.8658063311e+02,6.0749396883e+01,-8.4908365170e+00,1.9901721965e+02,2.0394754364e+02,-2.5857747040e+01,2.0394754364e+02,2.5857747040e+01
1.7415766285e-04,8.8929514262e-05,-5.8304605970e+00,-1.6559396163e+00,-1.6757746689e+01,9.8912672980e+00,-5.5833778064e+00,-1.7004829481e+01,-1.3439817389e-04,1.7004829481e+01
-6.3430683855e-05,5.0409984887e-05,8.2232271557e+01,5.2986471353e-01,-4.3576467768e+01,1.0895670788e+02,8.2234086519e+01,-4.3578282731e+01,8.2234086519e+01,4.3578282731e+01
-2.1138325712e-04,4.2728784380e-05,8.9985789186e+01,3.7095500713e+01,-3.0149524004e+01,1.2227731865e+02,1.0051497543e+02,-4.0678710247e+01,1.0051497543e+02,4.0678710247e+01
-2.3505978259e-04,4.0543580044e-05,9.0585173288e+01,4.3559981709e+01,-2.3650328835e+01,1.2441296025e+02,1.0529727832e+02,-3.8362433863e+01,1.0529727832e+02,3.8362433863e+01
8.7341219340e-05,9.6600955727e-05,8.3948512964e-01,2.0040039809e+00,-2.2376008704e+01,2.0411147077e+01,1.0161194721e+00,-2.2552643046e+01,9.8550327473e-01,2.2552643046e+01
2.6575401705e-04,2.8614658621e-05,2.3311223033e+01,-1.7683607613e+01,-9.5645673712e+00,4.1816668192e+01,3.1016192468e+01,-1.7269536806e+01,3.1015927209e+01,1.7269536806e+01
2.5325724086e-04,1.0720306798e-04,-3.0485415740e+00,-6.9308772381e+00,-1.0177615453e+01,1.3498649311e+01,1.1803702998e+00,-1.4406527327e+01,1.1810058622e+00,1.4406527327e+01
-1.8034432348e-04,8.6124012729e-05,1.3473631965e+01,1.9876000703e+01,-2.7998961317e+01,4.9748352977e+01,2.1459560307e+01,-3.5984889660e+01,2.1459560293e+01,3.5984889660e+01
2.5427334125e-04,1.1480179607e-04,-2.7095919375e+00,-7.1164954570e+00,-9.7575663598e+00,1.3754097549e+01,1.7073527740e+00,-1.4174511071e+01,1.7073448621e+00,1.4174511071e+01
-1.8303855912e-04,8.6414775080e-05,1.2382579533e+01,2.0078476461e+01,-2.7634254050e+01,4.9093719661e+01,2.0718435003e+01,-3.5970109520e+01,2.0718435020e+01,3.5970109520e+01
2.7876173411e-04,3.3346520766e-05,-2.4281432157e+00,-6.4819275771e+00,-1.3642255666e+01,1.4840835806e+01,5.3316110657e-01,-1.6603559988e+01,5.3336932625e-01,1.6603559988e+01
2.8205979591e-04,3.0360972699e-05,-2.1340576341e+00,-6.8156741327e+00,-1.3360520789e+01,1.5294344349e+01,1.0829046155e+00,-1.6577483038e+01,1.0828460795e+00,1.6577483038e+01
2.4581029872e-04,8.3640064964e-05,-3.8096453269e+00,-5.6874301730e+00,-1.2260288940e+01,1.2270476195e+01,-9.5060439914e-01,-1.5119329867e+01,-2.8732451409e-03,1.5119329867e+01
-2.2155613299e-04,2.1834708674e-05,1.6112809302e+02,4.1667874711e+01,-3.3893513243e+01,1.8366366234e+02,1.6965555472e+02,-4.2420975002e+01,1.6965555472e+02,4.2420975001e+01
-2.7155740829e-04,1.8499502525e-05,1.7497976891e+02,5.9937104804e+01,-7.9582798021e+00,1.8940476551e+02,1.9286363691e+02,-2.5842147802e+01,1.9286363691e+02,2.5842147802e+01
-2.7486106973e-04,1.6857496500e-05,1.8373008152e+02,6.1746941510e+01,-5.2424737053e+00,1.9549365806e+02,2.0211212001e+02,-2.3624512196e+01,2.0211212001e+02,2.3624512196e+01
-2.6869659036e-04,5.5632304134e-05,2.8383558086e+01,3.7964607554e+01,-1.1596864108e+01,7.4303925593e+01,5.1292738434e+01,-3.4506044456e+01,5.1292738434e+01,3.4506044456e+01
-2.7136922533e-04,5.4033827686e-05,3.1320722105e+01,3.8669049855e+01,-1.0690082912e+01,7.6208790989e+01,5.4314485593e+01,-3.3683846398e+01,5.4314485595e+01,3.3683846399e+01
-2.7178449824e-04,5.1658839374e-05,3.8143106226e+01,4.0010899200e+01,-1.0274490583e+01,8.0988261514e+01,6.0692902408e+01,-3.2824286765e+01,6.0692902408e+01,3.2824286765e+01
-2.7407317779e-04,5.2457306252e-05,3.4430855723e+01,3.9236333609e+01,-9.7324454741e+00,7.7970424932e+01,5.7365450945e+01,-3.2667040697e+01,5.7365450944e+01,3.2667040696e+01
3.2246624040e-04,3.1741791912e-05,-8.7147725443e-01,-1.1052557184e+01,-6.5764341443e+00,1.9767990115e+01,7.6890987152e+00,-1.5137010114e+01,7.6890987151e+00,1.5137010114e+01
3.2650925822e-04,3.2136005896e-05,-8.1568229132e-01,-1.1522890950e+01,-5.5848185910e+00,2.0377889083e+01,8.5649293062e+00,-1.4965430189e+01,8.5649293062e+00,1.4965430189e+01
3.1095140743e-04,8.2079615959e-05,-3.1489069172e+00,-9.6290725723e+00,-5.0054298106e+00,1.6753606011e+01,5.5955305763e+00,-1.3749867304e+01,5.5955305763e+00,1.3749867304e+01
3.1432166302e-04,7.8916294504e-05,-3.1393533180e+00,-9.8569837313e+00,-4.5859777496e+00,1.7116770153e+01,6.0197063216e+00,-1.3745037389e+01,6.0197063216e+00,1.3745037389e+01
2.7711516790e-04,2.6451858093e-05,1.1647323079e+01,-1.3402905697e+01,-1.0672649784e+01,3.0244080788e+01,1.7948764831e+01,-1.6974091537e+01,1.7948620878e+01,1.6974091537e+01
-1.7763573352e-04,8.5845700429e-05,1.4520242848e+01,1.9645297849e+01,-2.8363358602e+01,5.0366844462e+01,2.2157753332e+01,-3.6000869085e+01,2.2157753278e+01,3.6000869085e+01
-1.7827883427e-04,8.8005135007e-05,1.1665734355e+01,1.9170908789e+01,-2.8049267916e+01,4.7804769450e+01,1.9408329730e+01,-3.5791863291e+01,1.9408329882e+01,3.5791863291e+01
-1.7557740260e-04,8.7727872037e-05,1.2677112304e+01,1.8948922376e+01,-2.8397108564e+01,4.8397003942e+01,2.0082025124e+01,-3.5802021384e+01,2.0082025301e+01,3.5802021384e+01
-2.7163668050e-04,1.4809996214e-05,1.9840793822e+02,6.1339532284e+01,-9.1772320229e+00,2.0881263912e+02,2.1517338651e+02,-2.5942680308e+01,2.1517338651e+02,2.5942680308e+01
2.5772688770e-04,1.1192741283e-04,-2.7868247558e+00,-7.2198590768e+00,-9.6141000566e+00,1.3831951833e+01,1.7854187081e+00,-1.4186343521e+01,1.7854625513e+00,1.4186343521e+01
2.5822513164e-04,1.1573361118e-04,-2.6217311664e+00,-7.2815598529e+00,-9.4245250227e+00,1.3919664655e+01,2.0133940413e+00,-1.4059650230e+01,2.0133869478e+00,1.4059650230e+01
1.7087568927e-04,9.1346146385e-05,-6.0491324214e+00,-1.5325094942e+00,-1.6789430480e+01,9.6758005333e+00,-5.8329554076e+00,-1.7005607493e+01,-1.0354880835e-03,1.7005607493e+01
2.0146979093e-04,9.3721375373e-05,-6.0150697209e+00,-2.6990055588e+00,-1.5149070799e+01,9.1842345328e+00,-5.2795499804e+00,-1.5884590540e+01,-5.6777576601e-06,1.5884590540e+01
2.3353295413e-04,4.3005898138e-05,1.7525959119e+01,-1.1815790700e+01,-1.2966129787e+01,3.3421509610e+01,2.1575832236e+01,-1.7016002904e+01,2.1553485942e+01,1.7016002904e+01
2.8292979138e-04,3.3967160487e-05,-1.7609808026e+00,-7.1524821267e+00,-1.2684028216e+01,1.5583608416e+01,1.7746960047e+00,-1.6219705024e+01,1.7746957644e+00,1.6219705024e+01
2.8623486281e-04,3.0957688685e-05,-1.6404140808e+00,-7.2425868585e+00,-1.2700482036e+01,1.5781002487e+01,1.9407179756e+00,-1.6281614092e+01,1.9407271800e+00,1.6281614092e+01
-2.7471692394e-04,1.8755258380e-05,1.7171007734e+02,6.0656335832e+01,-4.8370927235e+00,1.8550306056e+02,1.9053673426e+02,-2.3663749644e+01,1.9053673426e+02,2.3663749644e+01
-2.7803490637e-04,1.7111169171e-05,1.8024928028e+02,6.2587749206e+01,-1.8617014567e+00,1.9136646311e+02,1.9967926840e+02,-2.1291689575e+01,1.9967926840e+02,2.1291689575e+01
-2.7453185156e-04,5.0082833347e-05,4.1459509340e+01,4.0460858778e+01,-9.2218826748e+00,8.2679639364e+01,6.3853925376e+01,-3.1616298711e+01,6.3853925376e+01,3.1616298711e+01
-2.7680849583e-04,5.0905907588e-05,3.7716046870e+01,3.9620715950e+01,-8.7127754391e+00,7.9524651363e+01,6.0415214588e+01,-3.1411943156e+01,6.0415214588e+01,3.1411943156e+01
-2.3196379106e-04,2.2081170718e-05,1.6118151298e+02,4.5522641853e+01,-3.0298345847e+01,1.8361294063e+02,1.7145056427e+02,-4.0567397129e+01,1.7145056427e+02,4.0567397129e+01
1.7479036569e-04,9.2594262116e-05,-6.5258641991e+00,-1.3909283026e+00,-1.6817637372e+01,9.2357819689e+00,-6.3394695796e+00,-1.7004031991e+01,2.2146648981e-04,1.7004031991e+01
3.0081302099e-04,9.1437708956e-05,-3.1257405016e+00,-9.0150655257e+00,-6.1030093352e+00,1.5824672377e+01,4.5220039382e+00,-1.3750753775e+01,4.5220039380e+00,1.3750753775e+01
-2.7631508312e-04,5.3304236138e-05,3.0575441581e+01,3.8403321526e+01,-9.2647393087e+00,7.4918540635e+01,5.3909590740e+01,-3.2598888467e+01,5.3909590740e+01,3.2598888467e+01
-2.7903672434e-04,5.1779440482e-05,3.3837583261e+01,3.8737021613e+01,-8.2897899300e+00,7.6357672549e+01,5.6859019467e+01,-3.1311226136e+01,5.6859019467e+01,3.1311226136e+01
-2.7957485295e-04,4.9382816800e-05,4.1172873136e+01,3.9764660650e+01,-7.6144525684e+00,8.0788688026e+01,6.3422581057e+01,-2.9864160493e+01,6.3422581054e+01,2.9864160492e+01
-2.8178980216e-04,5.0285623421e-05,3.7313936861e+01,3.8812761839e+01,-7.2536494052e+00,7.7502813226e+01,5.9776413807e+01,-2.9716126352e+01,5.9776413808e+01,2.9716126352e+01
-1.7623566240e-04,8.9892429009e-05,9.9057164037e+00,1.8488912705e+01,-2.8092306735e+01,4.5914952282e+01,1.7415714894e+01,-3.5602305225e+01,1.7415714075e+01,3.5602305225e+01
-1.7354138822e-04,8.9616292826e-05,1.0882280136e+01,1.8275432122e+01,-2.8424084936e+01,4.6481126448e+01,1.8064988468e+01,-3.5606793267e+01,1.8064988231e+01,3.5606793267e+01
-2.7781257794e-04,1.9046546306e-05,1.6778989659e+02,6.1174465026e+01,-1.6094220072e+00,1.8095741441e+02,1.8756604921e+02,-2.1385574634e+01,1.8756604921e+02,2.1385574634e+01
-2.8114002517e-04,1.7401287457e-05,1.7599392199e+02,6.3301896183e+01,2.0289185196e+00,1.8632174280e+02,1.9658432861e+02,-1.8561488106e+01,1.9658432861e+02,1.8561488106e+01
-2.8139650999e-04,1.5465351149e-05,1.8933992904e+02,6.4834990288e+01,1.7187293382e+00,1.9750460881e+02,2.0955866825e+02,-1.8500009871e+01,2.0955866825e+02,1.8500009871e+01
-2.8451066827e-04,1.5752243986e-05,1.8472387645e+02,6.5660665101e+01,4.5671449628e+00,1.9306217339e+02,2.0611000848e+02,-1.6818987071e+01,2.0611000848e+02,1.6818987071e+01
-2.8416759269e-04,1.7732646298e-05,1.7089736418e+02,6.3752630733e+01,4.9049908403e+00,1.8126115082e+02,1.9255235173e+02,-1.6749996710e+01,1.9255235173e+02,1.6749996710e+01
-2.8760266330e-04,1.6069153655e-05,1.7940215189e+02,6.5841891157e+01,4.8890067537e+00,1.8932888671e+02,2.0145466303e+02,-1.7163504385e+01,2.0145466303e+02,1.7163504385e+01
2.4982977534e-04,8.4549679053e-05,-3.6476985038e+00,-6.0162701845e+00,-1.1854274605e+01,1.2612053786e+01,-4.6941390592e-01,-1.5032559203e+01,9.8295517474e-03,1.5032559203e+01
2.8708678618e-04,3.4566377062e-05,-1.7522702797e+00,-7.5468427700e+00,-1.2183114960e+01,1.5886074517e+01,2.2041367785e+00,-1.6139522019e+01,2.2041360559e+00,1.6139522019e+01
2.7962067338e-04,3.6957878849e-05,-1.9634630036e+00,-6.9322183087e+00,-1.2836971965e+01,1.5254711148e+01,1.4070941037e+00,-1.6207529072e+01,1.4069553900e+00,1.6207529072e+01
2.1285862042e-04,9.3354550238e-05,-5.3224887113e+00,-3.6443993933e+00,-1.4182747601e+01,9.9332096016e+00,-4.0176769187e+00,-1.5487559394e+01,6.1822947551e-07,1.5487559394e+01
-1.8513343659e-04,8.4540977075e-05,1.4203846607e+01,2.0815026339e+01,-2.7558713484e+01,5.1064783048e+01,2.2804832801e+01,-3.6159699677e+01,2.2804832797e+01,3.6159699677e+01
-1.8571807159e-04,8.6718511096e-05,1.1246472916e+01,2.0251142087e+01,-2.7270241319e+01,4.8401690339e+01,1.9932844745e+01,-3.5956613148e+01,1.9932844748e+01,3.5956613148e+01
-1.8781893191e-04,8.4846126154e-05,1.3028631544e+01,2.0995144269e+01,-2.7177014203e+01,5.0343696890e+01,2.1991755622e+01,-3.6140138281e+01,2.1991755624e+01,3.6140138281e+01
3.1172981246e-04,3.7784949372e-05,-1.2386829816e+00,-1.0021689295e+01,-8.0716737185e+00,1.8336608103e+01,5.9314672741e+00,-1.5241823974e+01,5.9314672722e+00,1.5241823974e+01
2.9039957895e-04,3.1527865816e-05,-1.4971015511e+00,-7.8416834024e+00,-1.1999294899e+01,1.6341313112e+01,2.6864632989e+00,-1.6182859749e+01,2.6864625581e+00,1.6182859749e+01
2.8953921536e-04,2.7929058564e-05,-1.6839062677e+00,-7.4225473312e+00,-1.2721247753e+01,1.6016724119e+01,2.0446829709e+00,-1.6449836992e+01,2.0446800809e+00,1.6449836992e+01
2.9370998234e-04,2.8468082010e-05,-1.2775845155e+00,-8.1482292575e+00,-1.1762944268e+01,1.6777132769e+01,3.1660177282e+00,-1.6206546512e+01,3.1660182558e+00,1.6206546512e+01
-1.8838250831e-04,8.7035752430e-05,1.0064794320e+01,2.0392358787e+01,-2.6908030136e+01,4.7671045803e+01,1.9101273219e+01,-3.5944509035e+01,1.9101273211e+01,3.5944509035e+01
-1.9048874915e-04,8.5165022154e-05,1.1805990093e+01,2.1142932512e+01,-2.6796858931e+01,4.9582571404e+01,2.1131076529e+01,-3.6121945366e+01,2.1131076530e+01,3.6121945366e+01
3.1481872277e-04,8.2811198842e-05,-3.3079537406e+00,-9.7334775091e+00,-4.3744488802e+00,1.6882289708e+01,5.9057931972e+00,-1.3588195818e+01,5.9057931972e+00,1.3588195818e+01
3.1818187324e-04,7.9631777697e-05,-3.3149857865e+00,-9.9601731217e+00,-3.9176732337e+00,1.7257360306e+01,6.3472121080e+00,-1.3579871128e+01,6.3472121080e+00,1.3579871128e+01
2.6167748079e-04,1.1284400982e-04,-2.7101609902e+00,-7.3892834049e+00,-9.2668363505e+00,1.4001110061e+01,2.0950459921e+00,-1.4072043333e+01,2.0950349497e+00,1.4072043333e+01
2.6217260537e-04,1.1665576796e-04,-2.5583539271e+00,-7.4289148364e+00,-9.0885511291e+00,1.4054640697e+01,2.2909980619e+00,-1.3937903118e+01,2.2910010782e+00,1.3937903118e+01
2.5871346198e-04,1.1954309286e-04,-2.4426051467e+00,-7.3234803440e+00,-9.2536881976e+00,1.3988498180e+01,2.2281165176e+00,-1.3924409862e+01,2.2281158208e+00,1.3924409862e+01
2.4644356384e-04,8.7391355066e-05,-3.7516706643e+00,-5.8823722560e+00,-1.1935432521e+01,1.2409903337e+01,-6.7869056064e-01,-1.5008412625e+01,4.3159457433e-03,1.5008412625e+01
2.9062689476e-04,1.0061373582e-04,-3.0199448315e+00,-8.4926143967e+00,-7.0061810998e+00,1.5108284882e+01,3.7097093781e+00,-1.3735835309e+01,3.7097093753e+00,1.3735835309e+01
2.8722021780e-04,1.0363427764e-04,-2.9644499010e+00,-8.3364834419e+00,-7.2723585726e+00,1.4912460994e+01,3.4913091326e+00,-1.3728117606e+01,3.4913091338e+00,1.3728117606e+01
-2.5538762911e-04,2.1181376529e-05,1.6481908177e+02,5.4081594413e+01,-1.9326574149e+01,1.8494441401e+02,1.7952396102e+02,-3.4031453400e+01,1.7952396102e+02,3.4031453400e+01
-2.8716992483e-04,1.8098776458e-05,1.6478225136e+02,6.3380468624e+01,4.9271032150e+00,1.7668067520e+02,1.8686131267e+02,-1.7151958097e+01,1.8686131267e+02,1.7151958097e+01
-2.9068192212e-04,1.6418119639e-05,1.7283505946e+02,6.5596648143e+01,5.6178216196e+00,1.8406108660e+02,1.9549415844e+02,-1.7041277360e+01,1.9549415844e+02,1.7041277360e+01
-2.8480320967e-04,1.3815549830e-05,1.9899482382e+02,6.7220341933e+01,4.1087303011e+00,2.0503041302e+02,2.1992614121e+02,-1.6822587088e+01,2.1992614121e+02,1.6822587088e+01
-2.8121558832e-04,5.2705089972e-05,2.9791408206e+01,3.7820644285e+01,-7.9495659060e+00,7.3191183733e+01,5.3177870780e+01,-3.1336028480e+01,5.3177870780e+01,3.1336028480e+01
-2.8395395331e-04,5.1242510182e-05,3.3298235429e+01,3.7857928678e+01,-6.9883966069e+00,7.4257896721e+01,5.6027736072e+01,-2.9717897250e+01,5.6027736072e+01,2.9717897250e+01
-2.8457376720e-04,4.8827329737e-05,4.0994759808e+01,3.8551587955e+01,-6.1401367987e+00,7.8245841481e+01,6.2602569146e+01,-2.7747946137e+01,6.2602569146e+01,2.7747946137e+01
-2.8672411732e-04,4.9818987546e-05,3.7080016361e+01,3.7545835296e+01,-5.9769273932e+00,7.4942530287e+01,5.8819634519e+01,-2.7716545551e+01,5.8819634519e+01,2.7716545551e+01
3.2579629554e-04,2.8436363390e-05,-7.4158665159e-01,-1.1373211930e+01,-6.1931787141e+00,2.0253807765e+01,8.2261586825e+00,-1.5160924048e+01,8.2261586825e+00,1.5160924048e+01
3.2984195112e-04,2.8792230269e-05,-6.7017795938e-01,-1.1866987997e+01,-5.1237893441e+00,2.0909514821e+01,9.1751303589e+00,-1.4969097662e+01,9.1751303589e+00,1.4969097662e+01
-1.9103154491e-04,8.7367055175e-05,8.8371046419e+00,2.0500427384e+01,-2.6548832250e+01,4.6900579156e+01,1.8222198197e+01,-3.5933925805e+01,1.8222198196e+01,3.5933925805e+01
-1.9314253172e-04,8.5498264549e-05,1.0535373101e+01,2.1256585346e+01,-2.6419496761e+01,4.8780079874e+01,2.0221130417e+01,-3.6105254077e+01,2.0221130416e+01,3.6105254077e+01
2.9284291552e-04,2.4872448239e-05,-1.7193196130e+00,-7.7138144193e+00,-1.2532166177e+01,1.6315227932e+01,2.2938583432e+00,-1.6545344133e+01,2.2938588196e+00,1.6545344133e+01
2.9701664672e-04,2.5386232608e-05,-1.1543914111e+00,-8.3083477293e+00,-1.1643649845e+01,1.7015292951e+01,3.4247633375e+00,-1.6222804593e+01,3.4247631773e+00,1.6222804593e+01
-2.4227659624e-04,2.2392856412e-05,1.6010011728e+02,4.9343916317e+01,-2.5895350683e+01,1.8234121553e+02,1.7237713317e+02,-3.8172366574e+01,1.7237713317e+02,3.8172366574e+01
-2.6829587641e-04,2.0143178720e-05,1.6671399317e+02,5.8296504641e+01,-1.0370016944e+01,1.8360814990e+02,1.8417820288e+02,-2.7834226661e+01,1.8417820288e+02,2.7834226661e+01
2.8566761258e-04,9.2131376196e-05,-2.9447596881e+00,-8.3704463364e+00,-7.9018865324e+00,1.5119234848e+01,3.3057711993e+00,-1.4152417420e+01,3.3057712273e+00,1.4152417420e+01
2.8226280040e-04,9.5142076008e-05,-2.9465651522e+00,-8.2036092047e+00,-8.1312668559e+00,1.4900669032e+01,3.0639892729e+00,-1.4141821281e+01,3.0639894456e+00,1.4141821281e+01
2.4243002655e-04,8.6461330483e-05,-3.9250528786e+00,-5.5552910287e+00,-1.2332730789e+01,1.2065078357e+01,-1.1631155963e+00,-1.5094668071e+01,1.9384988024e-05,1.5094668071e+01
1.6699685837e-04,9.0114060998e-05,-5.4630987743e+00,-1.7187888372e+00,-1.6755115826e+01,1.0225767095e+01,-5.2052579196e+00,-1.7012956691e+01,2.8535186940e-03,1.7012956692e+01
1.6759358841e-04,9.3739040546e-05,-6.2676689537e+00,-1.4143034785e+00,-1.6819048149e+01,9.4638057382e+00,-6.0794277607e+00,-1.7007289341e+01,-4.1469729969e-04,1.7007289341e+01
1.6373712156e-04,9.2481526829e-05,-5.7127235544e+00,-1.5786049916e+00,-1.6790988610e+01,9.9798350095e+00,-5.4899956521e+00,-1.7013716510e+01,2.8884096328e-04,1.7013716510e+01
-1.6787835897e-04,7.2848519534e-05,3.5020942835e+01,2.1043799526e+01,-3.1589074581e+01,6.8234105933e+01,4.1110913555e+01,-3.7679045302e+01,4.1110913555e+01,3.7679045302e+01
-1.7002697674e-04,7.1012551541e-05,3.7518625178e+01,2.1795448243e+01,-3.1637904981e+01,7.0793889838e+01,4.3813231454e+01,-3.7932511256e+01,4.3813231454e+01,3.7932511256e+01
-1.6712326261e-04,7.0829753300e-05,3.8360046729e+01,2.1278906665e+01,-3.2069002206e+01,7.1261850040e+01,4.4288570565e+01,-3.7997526042e+01,4.4288570565e+01,3.7997526042e+01
-1.6928471608e-04,6.9001731001e-05,4.0951897415e+01,2.2035008849e+01,-3.2127047368e+01,7.3903274094e+01,4.7080500215e+01,-3.8255650169e+01,4.7080500215e+01,3.8255650169e+01
-1.6635497077e-04,6.8828603302e-05,4.1768850274e+01,2.1487323862e+01,-3.2563839801e+01,7.4355927967e+01,4.7531920264e+01,-3.8326909791e+01,4.7531920264e+01,3.8326909791e+01
-1.6852884203e-04,6.7008860498e-05,4.4455746308e+01,2.2246583325e+01,-3.2630958775e+01,7.7078924727e+01,5.0413931707e+01,-3.8589144173e+01,5.0413931707e+01,3.8589144173e+01
-1.6557231640e-04,6.6845274196e-05,4.5246304247e+01,2.1668498847e+01,-3.3072405329e+01,7.7515183734e+01,5.0840361654e+01,-3.8666462736e+01,5.0840361654e+01,3.8666462736e+01
-1.6775836777e-04,6.5034035124e-05,4.8029070501e+01,2.2429656838e+01,-3.3148428287e+01,8.0319716183e+01,5.3812930867e+01,-3.8932288652e+01,5.3812930867e+01,3.8932288652e+01
-1.6477465887e-04,6.4879799216e-05,4.8791344653e+01,2.1822065748e+01,-3.3593463290e+01,8.0738510949e+01,5.4213341712e+01,-3.9015460349e+01,5.4213341712e+01,3.9015460349e+01
-1.7072858045e-04,6.5196238385e-05,4.7223380715e+01,2.3023867123e+01,-3.2691140244e+01,7.9872919497e+01,5.3380771808e+01,-3.8848531337e+01,5.3380771808e+01,3.8848531337e+01
-1.6997035428e-04,6.3230006951e-05,5.0895791717e+01,2.3207958048e+01,-3.3217561664e+01,8.3197049047e+01,5.6872953690e+01,-3.9194723636e+01,5.6872953690e+01,3.9194723636e+01
-1.7295456958e-04,6.3390701648e-05,5.0076245146e+01,2.3818850507e+01,-3.2743901442e+01,8.2740647657e+01,5.6436507049e+01,-3.9104163346e+01,5.6436507049e+01,3.9104163346e+01
-1.7220882468e-04,6.1433146890e-05,5.3851058748e+01,2.4003063855e+01,-3.3279308354e+01,8.6150012796e+01,6.0024608276e+01,-3.9452857881e+01,6.0024608276e+01,3.9452857881e+01
-1.7520720117e-04,6.1592222799e-05,5.3019062098e+01,2.4631184293e+01,-3.2788724564e+01,8.5684977081e+01,5.9585413350e+01,-3.9355075816e+01,5.9585413350e+01,3.9355075816e+01
-1.7447405383e-04,5.9643438561e-05,5.6899706213e+01,2.4814546336e+01,-3.3333171741e+01,8.9181554946e+01,6.3272261991e+01,-3.9705727519e+01,6.3272261991e+01,3.9705727519e+01
-1.7748683884e-04,5.9800787846e-05,5.6056789516e+01,2.5460482926e+01,-3.2825054223e+01,8.8708901023e+01,6.2831975532e+01,-3.9600240239e+01,6.2831975532e+01,3.9600240239e+01
-1.7144658355e-04,5.9494146826e-05,5.7695134831e+01,2.4155507147e+01,-3.3826739448e+01,8.9622833874e+01,6.3677964954e+01,-3.9809569571e+01,6.3677964954e+01,3.9809569571e+01
-1.7372399492e-04,5.7713461825e-05,6.0849908556e+01,2.4964640082e+01,-3.3889480700e+01,9.2741239599e+01,6.7024393575e+01,-4.0063965719e+01,6.7024393575e+01,4.0063965719e+01
-1.7066704123e-04,5.7573677972e-05,6.1606580375e+01,2.4275816175e+01,-3.4384906551e+01,9.3157425249e+01,6.7395301457e+01,-4.0173627632e+01,6.7395301457e+01,4.0173627632e+01
-1.7421434508e-04,9.1785925092e-05,8.1909587073e+00,1.7829904858e+01,-2.8128630100e+01,4.4077634504e+01,1.5479398449e+01,-3.5417069842e+01,1.5479401239e+01,3.5417069842e+01
-1.7152717884e-04,9.1511014680e-05,9.1331190723e+00,1.7624739965e+01,-2.8444823735e+01,4.4617928898e+01,1.6104320929e+01,-3.5416025591e+01,1.6104319504e+01,3.5416025591e+01
-1.8629906331e-04,8.8912438031e-05,8.3723308529e+00,1.9665623447e+01,-2.7009672146e+01,4.5813542706e+01,1.7131790567e+01,-3.5769131860e+01,1.7131790594e+01,3.5769131860e+01
-1.7819074692e-04,6.1759773537e-05,5.2138757389e+01,2.5244623020e+01,-3.2284549674e+01,8.5187621179e+01,5.9110199877e+01,-3.9255992162e+01,5.9110199877e+01,3.9255992162e+01
-1.8048435869e-04,5.9966649124e-05,5.5164004976e+01,2.6091778242e+01,-3.2302523002e+01,8.8202608023e+01,6.2354540472e+01,-3.9493058498e+01,6.2354540472e+01,3.9493058498e+01
2.4305162330e-04,9.0217992498e-05,-3.8487458018e+00,-5.7560835273e+00,-1.2013160288e+01,1.2221326168e+01,-8.7496709212e-01,-1.4986938998e+01,-2.5705393927e-03,1.4986938998e+01
2.3904490671e-04,8.9267404085e-05,-4.0344095554e+00,-5.4302729562e+00,-1.2402611136e+01,1.1872267409e+01,-1.3640535611e+00,-1.5072967130e+01,7.3007055738e-04,1.5072967130e+01
1.6431136550e-04,9.6107064721e-05,-6.4896475528e+00,-1.3020715081e+00,-1.6845772099e+01,9.2516147455e+00,-6.3262875622e+00,-1.7009132090e+01,1.3962820313e-04,1.7009132090e+01
1.6047886160e-04,9.4823689023e-05,-5.9604987735e+00,-1.4455773799e+00,-1.6823129750e+01,9.7389289167e+00,-5.7690410299e+00,-1.7014587493e+01,-8.7954963864e-04,1.7014587493e+01
