x_m,y_m,sigma_comp_mag_Pa
3.9430304309e-04,1.1259677098e-05,9.7539192357e+00
3.9224810973e-04,1.6357885736e-05,1.0169701476e+01
3.9022943355e-04,2.1283241308e-05,1.0492014275e+01
3.8819037276e-04,2.6070850182e-05,1.0723258874e+01
3.8610301836e-04,3.0739178287e-05,1.0906035721e+01
3.8395241215e-04,3.5300375979e-05,1.1068400197e+01
3.8173127074e-04,3.9759777293e-05,1.1206325068e+01
3.7943478352e-04,4.4123131563e-05,1.1318736498e+01
3.7706107094e-04,4.8393484557e-05,1.1416783667e+01
3.7460947099e-04,5.2573364636e-05,1.1500425380e+01
3.7208036497e-04,5.6664631773e-05,1.1571869265e+01
3.6947464369e-04,6.0668784459e-05,1.1632679409e+01
3.6679350394e-04,6.4587157154e-05,1.1684963701e+01
3.6403840785e-04,6.8420945888e-05,1.1730468898e+01
3.6121103618e-04,7.2171303576e-05,1.1770393049e+01
3.5831317072e-04,7.5839191510e-05,1.1806648262e+01
3.5534661787e-04,7.9425564163e-05,1.1839495860e+01
3.5231328137e-04,8.2931393055e-05,1.1870063939e+01
3.4921508585e-04,8.6357582347e-05,1.1899620932e+01
3.4605394155e-04,8.9704996959e-05,1.1927562812e+01
3.4283169115e-04,9.2974527749e-05,1.1955322589e+01
3.3955035249e-04,9.6166941816e-05,1.1983821757e+01
3.3621174769e-04,9.9283154883e-05,1.2011147383e+01
3.3281767652e-04,1.0232394596e-04,1.2039216993e+01
3.2936998987e-04,1.0529007910e-04,1.2068084227e+01
3.2587043083e-04,1.0818236481e-04,1.2097246574e+01
3.2232070544e-04,1.1100152659e-04,1.2128485591e+01
3.1872251723e-04,1.1374835041e-04,1.2159975325e+01
3.1507752710e-04,1.1642357423e-04,1.2191587720e+01
3.1138727332e-04,1.1902788967e-04,1.2224669191e+01
3.0765330376e-04,1.2156199550e-04,1.2259215347e+01
3.0387710273e-04,1.2402659240e-04,1.2294027586e+01
3.0006005403e-04,1.2642229868e-04,1.2329993184e+01
2.9620356680e-04,1.2874977410e-04,1.2366865194e+01
2.9230897009e-04,1.3100963320e-04,1.2403937066e+01
2.8837750595e-04,1.3320242308e-04,1.2442812002e+01
2.8441043309e-04,1.3532873251e-04,1.2481245929e+01
2.8040888588e-04,1.3738905552e-04,1.2520655794e+01
2.7637400047e-04,1.3938388246e-04,1.2560464787e+01
2.7230681857e-04,1.4131367610e-04,1.2600992751e+01
2.6820838148e-04,1.4317882190e-04,1.2641238295e+01
2.6407965482e-04,1.4497969219e-04,1.2681736248e+01
2.5992152639e-04,1.4671663131e-04,1.2722604668e+01
2.5573484853e-04,1.4838987100e-04,1.2763826273e+01
2.5152050331e-04,1.4999959305e-04,1.2804886919e+01
2.4727921144e-04,1.5154601961e-04,1.2845904332e+01
2.4301175085e-04,1.5302923362e-04,1.2885360860e+01
2.3871875126e-04,1.5444921919e-04,1.2925442335e+01
2.3440085989e-04,1.5580588753e-04,1.2965751547e+01
2.3005866709e-04,1.5709912959e-04,1.3005715738e+01
2.2569277251e-04,1.5832872373e-04,1.3043725699e+01
2.2130366424e-04,1.5949433356e-04,1.3081282687e+01
2.1689183643e-04,1.6059545982e-04,1.3118193472e+01
2.1245770279e-04,1.6163150880e-04,1.3154401417e+01
2.0352408140e-04,1.6350530452e-04,1.3222266460e+01
1.9902525099e-04,1.6434108453e-04,1.3256058247e+01
1.8996523710e-04,1.6580376510e-04,1.3314749602e+01
1.8540449763e-04,1.6642722282e-04,1.3341908255e+01
1.2529173633e-04,1.6527041090e-04,1.8158066888e+01
1.1752158758e-04,1.6346574016e-04,1.7417929901e+01
1.1371566213e-04,1.6262242678e-04,1.7539930114e+01
1.0615409717e-04,1.6093297311e-04,1.8107632677e+01
1.0238539622e-04,1.6005445445e-04,1.8051791112e+01
9.8618191064e-05,1.5913208922e-04,1.8073606912e+01
9.4853938511e-05,1.5815043419e-04,1.8003658406e+01
9.1093961962e-05,1.5709105021e-04,1.7940691502e+01
8.7343437736e-05,1.5593237700e-04,1.7857415277e+01
8.3611639902e-05,1.5464720233e-04,1.7774576063e+01
7.9916055758e-05,1.5319896879e-04,1.7613900307e+01
7.6287400457e-05,1.5153560466e-04,1.7682792853e+01
7.2782908205e-05,1.4956318952e-04,1.8569481957e+01
6.9645309884e-05,1.4702677100e-04,9.1928665881e+00
6.8014245939e-05,1.4431451956e-04,5.1743206571e+01
6.1221433688e-05,1.4007699225e-04,8.9165283832e+01
5.9194375209e-05,1.3935763932e-04,8.5444109879e+01
5.7121994780e-05,1.3870836849e-04,8.2715126292e+01
5.5014780642e-05,1.3811861856e-04,8.0245670238e+01
5.2878617482e-05,1.3757970634e-04,7.8087092576e+01
5.0718228753e-05,1.3708508670e-04,7.5986675304e+01
4.8535646535e-05,1.3662893488e-04,7.3872941278e+01
4.6332691818e-05,1.3620615710e-04,7.1746074319e+01
4.4110719817e-05,1.3581265482e-04,6.9679898568e+01
4.1871009985e-05,1.3544522340e-04,6.7622745634e+01
3.9614334665e-05,1.3510079106e-04,6.5611517302e+01
3.7341398832e-05,1.3477669497e-04,6.3593859353e+01
3.5052656598e-05,1.3447056390e-04,6.1573582178e+01
3.2748411583e-05,1.3418027791e-04,5.9542321416e+01
3.0428799997e-05,1.3390381756e-04,5.7491855734e+01
2.8093687258e-05,1.3363919000e-04,5.5405511526e+01
2.3375174158e-05,1.3313697532e-04,5.1084923846e+01
2.0990963958e-05,1.3289185326e-04,4.9687653400e+01
1.6211166358e-05,1.3242982332e-04,5.2200013384e+01
1.3828019688e-05,1.3222633150e-04,5.1670655917e+01
9.0446576561e-06,1.3184740307e-04,4.8927367534e+01
6.6413864338e-06,1.3166640379e-04,4.7571327198e+01
1.8105061141e-06,1.3131529801e-04,4.4896591687e+01
-6.1724768314e-07,1.3114343832e-04,4.3601094618e+01
-3.0531834398e-06,1.3097306765e-04,4.2310434929e+01
-5.4972271436e-06,1.3080354126e-04,4.1038024606e+01
-1.0409381119e-05,1.3046480624e-04,3.8578311148e+01
-1.2877078340e-05,1.3029460123e-04,3.7389032521e+01
-1.7834711508e-05,1.2995019480e-04,3.5056476627e+01
-2.0324478089e-05,1.2977508092e-04,3.3868164994e+01
-2.2821430157e-05,1.2959747880e-04,3.2589860362e+01
-2.5325418803e-05,1.2941701754e-04,3.2028030154e+01
-3.0353938731e-05,1.2904615519e-04,3.1973462072e+01
-3.2878156875e-05,1.2885510675e-04,3.1985086544e+01
-3.7945721996e-05,1.2846026720e-04,3.2019054333e+01
-4.0488758579e-05,1.2825591709e-04,3.2038947269e+01
-4.3037734244e-05,1.2804660165e-04,3.2055470939e+01
-4.5592495951e-05,1.2783207147e-04,3.2077474184e+01
-5.0718712570e-05,1.2738641402e-04,3.2124236508e+01
-5.3289838431e-05,1.2715483988e-04,3.2147853664e+01
-5.5866089200e-05,1.2691715318e-04,3.2174939593e+01
-5.8447303866e-05,1.2667315695e-04,3.2201921980e+01
-6.1033315875e-05,1.2642265531e-04,3.2227008032e+01
-6.3623932024e-05,1.2616546496e-04,3.2257709330e+01
-6.6219033601e-05,1.2590139589e-04,3.2292276874e+01
-6.8818430111e-05,1.2563029008e-04,3.2323744053e+01
-7.1421961317e-05,1.2535198501e-04,3.2357176284e+01
-7.4029463669e-05,1.2506631438e-04,3.2392166877e+01
-7.6640773024e-05,1.2477312248e-04,3.2429003079e+01
-7.9255749123e-05,1.2447225978e-04,3.2463068809e+01
-8.1874176222e-05,1.2416359524e-04,3.2499979360e+01
-8.4495945222e-05,1.2384697977e-04,3.2540614971e+01
-8.7120877273e-05,1.2352228441e-04,3.2580667730e+01
-8.9748813086e-05,1.2318937437e-04,3.2621951915e+01
-9.2379596189e-05,1.2284812421e-04,3.2663410582e+01
-9.5013067761e-05,1.2249841207e-04,3.2706067451e+01
-9.7649060303e-05,1.2214012428e-04,3.2752028926e+01
-1.0028745015e-04,1.2177314276e-04,3.2796749515e+01
-1.0292803475e-04,1.2139735857e-04,3.2843879849e+01
-1.0557071216e-04,1.2101265277e-04,3.2890876118e+01
-1.0821527723e-04,1.2061892979e-04,3.2938714959e+01
-1.1086161434e-04,1.2021608131e-04,3.2988502672e+01
-1.1350956046e-04,1.1980400886e-04,3.3038634610e+01
-1.1615895626e-04,1.1938261391e-04,3.3090277368e+01
-1.1880966080e-04,1.1895179447e-04,3.3143287119e+01
-1.2146151686e-04,1.1851145840e-04,3.3197173827e+01
-1.2411438320e-04,1.1806151440e-04,3.3252157281e+01
-1.2676810859e-04,1.1760187426e-04,3.3308476658e+01
-1.2942254431e-04,1.1713245407e-04,3.3364879956e+01
-1.3207752847e-04,1.1665315240e-04,3.3423774438e+01
-1.3473295175e-04,1.1616387700e-04,3.3483262724e+01
-1.3738862659e-04,1.1566457092e-04,3.3542150165e+01
-1.4004443785e-04,1.1515513117e-04,3.3603683415e+01
-1.4270021607e-04,1.1463547812e-04,3.3667289445e+01
-1.4535583494e-04,1.1410553491e-04,3.3730105830e+01
-1.4801114719e-04,1.1356521776e-04,3.3793879878e+01
-1.5066597649e-04,1.1301444741e-04,3.3860937341e+01
-1.5332023340e-04,1.1245315092e-04,3.3927908164e+01
-1.5597375227e-04,1.1188124802e-04,3.3995460967e+01
-1.5862635780e-04,1.1129865717e-04,3.4065235875e+01
-1.6127794756e-04,1.1070531009e-04,3.4134933461e+01
-1.6392835786e-04,1.1010113541e-04,3.4206335240e+01
-1.6657744660e-04,1.0948605914e-04,3.4279102370e+01
-1.6922507536e-04,1.0886000198e-04,3.4352732036e+01
-1.7187109371e-04,1.0822289061e-04,3.4427388769e+01
-1.7451536485e-04,1.0757465716e-04,3.4503230923e+01
-1.7715771818e-04,1.0691524158e-04,3.4580834198e+01
-1.7979805731e-04,1.0624456059e-04,3.4659421351e+01
-1.8243621464e-04,1.0556254690e-04,3.4739249766e+01
-1.8507206310e-04,1.0486912606e-04,3.4819714220e+01
-1.8770547751e-04,1.0416423044e-04,3.4900864939e+01
-1.9033629332e-04,1.0344782053e-04,3.4982369553e+01
-1.9296436380e-04,1.0271983077e-04,3.5064059300e+01
-1.9558952671e-04,1.0198019884e-04,3.5147374401e+01
-1.9821159608e-04,1.0122888038e-04,3.5230917653e+01
-2.0083048313e-04,1.0046580159e-04,3.5315088160e+01
-2.0344599966e-04,9.9690933965e-05,3.5400028662e+01
-2.0605799203e-04,9.8904225302e-05,3.5484509803e+01
-2.0866631740e-04,9.8105624990e-05,3.5569378351e+01
-2.1127077485e-04,9.7295097495e-05,3.5653723134e+01
-2.1387127975e-04,9.6472611538e-05,3.5737616718e+01
-2.1646757775e-04,9.5638165400e-05,3.5819279928e+01
-2.1905954942e-04,9.4791709829e-05,3.5900361175e+01
-2.2164698886e-04,9.3933247868e-05,3.5978927619e+01
-2.2422968957e-04,9.3062788790e-05,3.6054248216e+01
-2.2680745661e-04,9.2180359568e-05,3.6124295786e+01
-2.2938003614e-04,9.1285973891e-05,3.6188307306e+01
-2.3194715107e-04,9.0379676871e-05,3.6240542599e+01
-2.3450844238e-04,8.9461511252e-05,3.6281248546e+01
-2.3706322136e-04,8.8531638543e-05,3.6301871417e+01
-2.3961053280e-04,8.7589945766e-05,3.6330885235e+01
-2.4214836302e-04,8.6636449364e-05,3.6513418009e+01
-2.4467499772e-04,8.5671012876e-05,3.6980020577e+01
-2.4719223137e-04,8.4694156131e-05,3.7501235190e+01
-2.4970392995e-04,8.3705265934e-05,3.7919910098e+01
-2.5221293430e-04,8.2703438425e-05,3.8174083907e+01
-2.5472007158e-04,8.1688591038e-05,3.8303569372e+01
-2.5722424693e-04,8.0661371047e-05,3.8392024082e+01
-2.5972449939e-04,7.9622140921e-05,3.8485185788e+01
-2.6222012595e-04,7.8571389467e-05,3.8585980650e+01
-2.6471094497e-04,7.7509507223e-05,3.8691669319e+01
-2.6719681819e-04,7.6436946047e-05,3.8801043810e+01
-2.6967764992e-04,7.5354260873e-05,3.8912896348e+01
-2.7215348851e-04,7.4262056345e-05,3.9023590209e+01
-2.7462448140e-04,7.3160999615e-05,3.9143301454e+01
-2.7709076016e-04,7.2051908349e-05,3.9255451407e+01
-2.7955285543e-04,7.0935652997e-05,3.9368234407e+01
-2.8201104678e-04,6.9813471986e-05,3.9471848051e+01
-2.8446600866e-04,6.8686688030e-05,3.9575016350e+01
-2.8691850202e-04,6.7556881640e-05,3.9670745571e+01
