x_m,y_m,sigma_comp_mag_Pa
3.8625062094e-04,3.0673920740e-05,1.0941716623e+01
3.7724992994e-04,4.8280958056e-05,1.1458722384e+01
3.7228789221e-04,5.6525412557e-05,1.1617597895e+01
3.6702048400e-04,6.4420208341e-05,1.1734082526e+01
3.6145884115e-04,7.1976402774e-05,1.1822567566e+01
3.5561681158e-04,7.9203110540e-05,1.1894236956e+01
3.4950919062e-04,8.6108413390e-05,1.1956323270e+01
3.4636051303e-04,8.9442880169e-05,1.1985178867e+01
3.4315103549e-04,9.2699772252e-05,1.2013295349e+01
3.3988273397e-04,9.5879848220e-05,1.2042173507e+01
3.3317674728e-04,1.0201311014e-04,1.2097749356e+01
3.2974263126e-04,1.0496778759e-04,1.2127442783e+01
3.2272084986e-04,1.1065715598e-04,1.2186536418e+01
3.1550521414e-04,1.1605794367e-04,1.2249447073e+01
3.1182865276e-04,1.1865187188e-04,1.2281882258e+01
3.0434544836e-04,1.2363004944e-04,1.2349679310e+01
3.0054157038e-04,1.2601549624e-04,1.2384622626e+01
2.9281594382e-04,1.3058200571e-04,1.2457737842e+01
2.8095101828e-04,1.3692830145e-04,1.2569979831e+01
2.6465950372e-04,1.4446659998e-04,1.2723345130e+01
2.5211805437e-04,1.4943537999e-04,1.2838458494e+01
2.3499967129e-04,1.5514308708e-04,1.2983494859e+01
6.1317217003e-05,1.5194375322e-04,1.8501808681e+01
5.1123045868e-05,1.4608057733e-04,1.5545615788e+01
4.8099112174e-05,1.4178171160e-04,1.3210035056e+02
3.0051168574e-05,1.3587749668e-04,7.3382211260e+01
1.1813802097e-05,1.3320765909e-04,5.4057070414e+01
-7.2889119156e-06,1.3127213371e-04,4.6997928882e+01
-2.4365470992e-05,1.2986830452e-04,3.7631619234e+01
-2.6838021874e-05,1.2966714529e-04,3.6443755591e+01
-4.1829674082e-05,1.2840870764e-04,3.2513914168e+01
-4.4352886991e-05,1.2818679458e-04,3.2479200680e+01
-5.7063565521e-05,1.2700602287e-04,3.2486486674e+01
-5.9623337545e-05,1.2675375383e-04,3.2498581323e+01
-7.5090002854e-05,1.2510783216e-04,3.2622631385e+01
-7.7684106211e-05,1.2480958994e-04,3.2651077439e+01
-9.0713984830e-05,1.2320527534e-04,3.2803793101e+01
-9.5950399218e-05,1.2250786763e-04,3.2874030544e+01
-1.0909071659e-04,1.2061548797e-04,3.3075572428e+01
-1.1172590805e-04,1.2021048438e-04,3.3120200848e+01
-1.2492856842e-04,1.1804659690e-04,3.3357248588e+01
-1.2757333308e-04,1.1758530625e-04,3.3407938662e+01
-1.4080969439e-04,1.1513080668e-04,3.3680231606e+01
-1.4345839700e-04,1.1460965266e-04,3.3738613197e+01
-1.5670076677e-04,1.1184768885e-04,3.4045850680e+01
-1.6199435823e-04,1.1066844330e-04,3.4176370235e+01
-1.7256926355e-04,1.0817873780e-04,3.4451478854e+01
-1.7784818604e-04,1.0686701707e-04,3.4596246413e+01
-1.8311988142e-04,1.0550991616e-04,3.4744453577e+01
-1.8575263962e-04,1.0481414367e-04,3.4821353078e+01
-1.9363694008e-04,1.0265712531e-04,3.5053167676e+01
-1.9887994146e-04,1.0116037479e-04,3.5210710078e+01
-2.0149703369e-04,1.0039418083e-04,3.5290274962e+01
-2.0672158659e-04,9.8825904769e-05,3.5450505515e+01
-2.1453203506e-04,9.6382920921e-05,3.5690263059e+01
-2.1712781863e-04,9.5544286228e-05,3.5768108070e+01
-2.2230687983e-04,9.3830318739e-05,3.5920882348e+01
-2.3004124439e-04,9.1167528137e-05,3.6129786565e+01
-2.3772881793e-04,8.8394908718e-05,3.6275244329e+01
-2.4282140194e-04,8.6486068191e-05,3.6409344667e+01
-2.4535513355e-04,8.5513501854e-05,3.6613042934e+01
-2.5039601830e-04,8.3531902356e-05,3.7391930403e+01
-2.5290718155e-04,8.2522520619e-05,3.7735017884e+01
-2.5792010012e-04,8.0464684375e-05,3.8092548234e+01
-2.6541499750e-04,7.7283037079e-05,3.8330480702e+01
-2.6790455031e-04,7.6199012542e-05,3.8414419131e+01
-2.7038941402e-04,7.5104041595e-05,3.8496260495e+01
-2.7286959456e-04,7.3998649697e-05,3.8576334091e+01
-2.7781636587e-04,7.1759087841e-05,3.8741545693e+01
-2.8028357429e-04,7.0626409364e-05,3.8817469246e+01
-2.8274709450e-04,6.9486492547e-05,3.8881088379e+01
-2.8520757019e-04,6.8340487722e-05,3.8940938375e+01
-2.9257915922e-04,6.4881449487e-05,3.9035195369e+01
-2.9503724433e-04,6.3728415304e-05,3.9013402474e+01
-2.9749861267e-04,6.2580007945e-05,3.8958810958e+01
-2.9996560387e-04,6.1440196403e-05,3.8862930228e+01
-3.0493017263e-04,5.9207266039e-05,3.8419797740e+01
-3.1252742462e-04,5.6116042603e-05,3.7004067001e+01
-3.2083942093e-04,5.4015979651e-05,2.3449281219e+01
-3.2457817548e-04,5.3484291134e-05,1.5849033112e+01
-3.3001090292e-04,5.1997038138e-05,1.1425292886e+01
-3.3552768950e-04,4.9563141494e-05,1.2047365610e+01
-3.4097986616e-04,4.6680939833e-05,1.1849275259e+01
-3.4640779059e-04,4.3463122748e-05,1.1569307394e+01
-3.5183678579e-04,3.9948593475e-05,1.1245308791e+01
-3.5728745771e-04,3.6150731418e-05,1.0871386321e+01
-3.6833720767e-04,2.7677735268e-05,1.0026179738e+01
-3.7974424643e-04,1.7865406468e-05,8.9981719434e+00
4.0374565833e-05,1.3600499511e-04,7.4633566940e+01
6.1083206005e-05,1.4891249376e-04,2.0375348601e+01
9.0582687404e-05,1.5633701122e-04,1.8896715888e+01
3.0499947852e-04,1.1894890513e-04,1.2537471745e+01
3.6053658202e-04,6.7999187427e-05,1.1996689970e+01
8.7261619163e-06,1.3067054432e-04,4.9212320175e+01
7.5747075324e-05,1.5297178010e-04,1.9372764873e+01
2.0152677508e-04,1.5938370263e-04,1.3507536741e+01
3.7098070260e-04,5.2676890615e-05,1.1781436186e+01
3.8020274714e-04,3.6099894098e-05,1.1357854978e+01
2.3225483723e-04,1.5220318263e-04,1.3236606080e+01
2.8945790983e-04,1.2871640259e-04,1.2666046592e+01
-8.2504162030e-06,1.2895644989e-04,4.3586724905e+01
2.4940267874e-05,1.3269743015e-04,6.1466300993e+01
3.3969806144e-05,1.3428480821e-04,6.8789539118e+01
1.1314079844e-04,1.5908395370e-04,1.8448973508e+01
2.4088712587e-04,1.5004994062e-04,1.3125801949e+01
2.9714154248e-04,1.2430817603e-04,1.2591145308e+01
3.5191752435e-04,7.8287103651e-05,1.2116658915e+01
3.9073870096e-04,1.2581774081e-05,9.3231841978e+00
-2.2326256578e-04,3.9612928601e-05,3.9958411155e+01
-2.0168862480e-04,4.0394226156e-05,4.1782588255e+01
1.1061053751e-04,6.6106308614e-05,2.2827073174e+01
-1.5643423675e-04,4.0942840066e-05,4.4071140232e+01
2.7023793251e-04,6.6620297677e-05,1.5148772151e+01
1.5792954236e-04,1.1686842510e-04,1.7152151441e+01
4.4491360034e-05,9.1925715097e-05,2.1704551001e+01
-2.2383485617e-04,6.6026792806e-05,3.7454311362e+01
2.2471029107e-04,1.1735314619e-04,1.4674751141e+01
2.4853333415e-04,3.8865401846e-05,1.7085642851e+01
2.2532487850e-04,3.9071516644e-05,1.7393449944e+01
2.8989742538e-04,9.2488444783e-05,1.3979639854e+01
2.0192113655e-04,9.2688884930e-05,1.7079795970e+01
3.3554622270e-04,6.7076098893e-05,1.3285732860e+01
-1.5707111402e-04,6.6356634020e-05,3.8922915306e+01
-4.4762199290e-05,6.4696732444e-05,4.0721066570e+01
-2.2732291682e-05,6.5282383135e-05,3.8876930642e+01
-1.0297269517e-06,6.6433799278e-05,3.4264560736e+01
2.2046570553e-05,6.6620159400e-05,2.4009741365e+01
-1.3580754055e-04,6.5542030366e-05,3.9534920732e+01
1.7965497703e-04,9.3054221287e-05,1.7066445159e+01
4.5137408896e-05,1.1753272656e-04,2.0575565305e+01
1.5642312956e-04,1.4407249778e-04,1.7312242314e+01
-3.1529755543e-04,1.2643638007e-05,1.7077715324e+01
2.7074222097e-04,9.2115027743e-05,1.4402404494e+01
2.9199101259e-04,3.8402211182e-05,1.5752401219e+01
1.5819866425e-04,9.3227441274e-05,1.7149296658e+01
2.0227806234e-04,3.8780350768e-05,1.7591760979e+01
-6.8480325589e-05,6.6315382676e-05,4.0762470909e+01
-9.0448510488e-05,6.6431816690e-05,4.0397328634e+01
2.0071883828e-04,1.4324740757e-04,1.4491110129e+01
1.3616115487e-04,1.4566560292e-04,1.7221522281e+01
6.8372714618e-05,3.9208532040e-05,2.2498393933e+01
8.8389119308e-05,3.8907443337e-05,2.2637683404e+01
6.6836245098e-05,9.3656924099e-05,2.1895548372e+01
2.2356407350e-04,6.6943653427e-05,1.6983772248e+01
1.8043952291e-04,1.3538543180e-05,2.0404216274e+01
1.5677077251e-04,1.2263538432e-05,2.1766819074e+01
1.3391873368e-04,1.3332638223e-05,2.2892723617e+01
1.1081771591e-04,1.2836952651e-05,2.2965959053e+01
