x_m y_m von_mises_Pa wss_mag_dyn_cm2
3.8625062094e-04 3.0673920740e-05 3.0391065349e+01 1.7471928325e+00
3.7724992994e-04 4.8280958056e-05 2.4005801622e+01 4.6297328612e+00
3.7228789221e-04 5.6525412557e-05 2.1879049044e+01 5.9469733675e+00
3.6702048400e-04 6.4420208341e-05 2.0144842176e+01 7.9899586172e+00
3.6145884115e-04 7.1976402774e-05 1.8714076577e+01 9.3665126203e+00
3.5561681158e-04 7.9203110540e-05 1.7526510160e+01 1.0725835501e+01
3.4950919062e-04 8.6108413390e-05 1.6543142186e+01 1.2701990240e+01
3.4636051303e-04 8.9442880169e-05 1.6118951791e+01 1.3337040149e+01
3.4315103549e-04 9.2699772252e-05 1.5732668670e+01 1.3956515616e+01
3.3988273397e-04 9.5879848220e-05 1.5383673529e+01 1.4567037546e+01
3.3317674728e-04 1.0201311014e-04 1.4787005702e+01 1.5746661223e+01
3.2974263126e-04 1.0496778759e-04 1.4534037063e+01 1.6314200821e+01
3.2272084986e-04 1.1065715598e-04 1.4109446895e+01 1.7924497806e+01
3.1550521414e-04 1.1605794367e-04 1.3783912299e+01 1.8922790647e+01
3.1182865276e-04 1.1865187188e-04 1.3653792780e+01 1.9400832595e+01
3.0434544836e-04 1.2363004944e-04 1.3458646317e+01 2.0316102502e+01
3.0054157038e-04 1.2601549624e-04 1.3389525544e+01 2.0755782435e+01
2.9281594382e-04 1.3058200571e-04 1.3304123294e+01 2.2001279477e+01
2.8095101828e-04 1.3692830145e-04 1.3298782754e+01 2.3155289797e+01
2.6465950372e-04 1.4446659998e-04 1.3511993924e+01 2.4915905218e+01
2.5211805437e-04 1.4943537999e-04 1.3836625864e+01 2.5910834925e+01
2.3499967129e-04 1.5514308708e-04 1.4511988996e+01 2.7223876279e+01
6.1317217003e-05 1.5194375322e-04 2.4996232161e+01 2.7842574909e+01
5.1123045868e-05 1.4608057733e-04 1.8790154788e+01 2.5426879963e+01
4.8099112174e-05 1.4178171160e-04 7.6134921772e+01 1.4353182987e+01
3.0051168574e-05 1.3587749668e-04 3.6085289421e+01 8.4196879326e+00
1.1813802097e-05 1.3320765909e-04 1.8781344215e+01 1.2564340226e+01
-7.2889119156e-06 1.3127213371e-04 1.2552205636e+01 1.4731220623e+01
-2.4365470992e-05 1.2986830452e-04 4.6588996035e+00 1.6186659441e+01
-2.6838021874e-05 1.2966714529e-04 3.6562798269e+00 1.6473617578e+01
-4.1829674082e-05 1.2840870764e-04 2.7455460315e+00 1.7413217279e+01
-4.4352886991e-05 1.2818679458e-04 3.5825840178e+00 1.7413217279e+01
-5.7063565521e-05 1.2700602287e-04 7.7443255760e+00 1.7933151053e+01
-5.9623337545e-05 1.2675375383e-04 8.5290002668e+00 1.8077410015e+01
-7.5090002854e-05 1.2510783216e-04 1.2888197483e+01 1.8529338104e+01
-7.7684106211e-05 1.2480958994e-04 1.3560107768e+01 1.8614494574e+01
-9.0713984830e-05 1.2320527534e-04 1.6656430943e+01 1.8811722887e+01
-9.5950399218e-05 1.2250786763e-04 1.7787942960e+01 1.8859487751e+01
-1.0909071659e-04 1.2061548797e-04 2.0382984569e+01 1.8955648337e+01
-1.1172590805e-04 1.2021048438e-04 2.0863682182e+01 1.8972667261e+01
-1.2492856842e-04 1.1804659690e-04 2.3076598277e+01 1.8983305923e+01
-1.2757333308e-04 1.1758530625e-04 2.3485046145e+01 1.8974175439e+01
-1.4080969439e-04 1.1513080668e-04 2.5369383227e+01 1.8879285115e+01
-1.4345839700e-04 1.1460965266e-04 2.5717175964e+01 1.8879285115e+01
-1.5670076677e-04 1.1184768885e-04 2.7322753422e+01 1.8698536858e+01
-1.6199435823e-04 1.1066844330e-04 2.7907816997e+01 1.8641015775e+01
-1.7256926355e-04 1.0817873780e-04 2.8991659788e+01 1.8437052995e+01
-1.7784818604e-04 1.0686701707e-04 2.9493401122e+01 1.8359276545e+01
-1.8311988142e-04 1.0550991616e-04 2.9974098249e+01 1.8276084740e+01
-1.8575263962e-04 1.0481414367e-04 3.0208631213e+01 1.8187916684e+01
-1.9363694008e-04 1.0265712531e-04 3.0876792825e+01 1.7996085363e+01
-1.9887994146e-04 1.0116037479e-04 3.1289334919e+01 1.7891805593e+01
-2.0149703369e-04 1.0039418083e-04 3.1490271063e+01 1.7781490608e+01
-2.0672158659e-04 9.8825904769e-05 3.1874624868e+01 1.7545031033e+01
-2.1453203506e-04 9.6382920921e-05 3.2408474126e+01 1.7282975235e+01
-2.1712781863e-04 9.5544286228e-05 3.2575311047e+01 1.7282975235e+01
-2.2230687983e-04 9.3830318739e-05 3.2884247217e+01 1.6995199237e+01
-2.3004124439e-04 9.1167528137e-05 3.3266323821e+01 1.6679379294e+01
-2.3772881793e-04 8.8394908718e-05 3.3426048122e+01 1.6338355896e+01
-2.4282140194e-04 8.6486068191e-05 3.3309898845e+01 1.6154376825e+01
-2.4535513355e-04 8.5513501854e-05 3.3317341862e+01 1.5954499698e+01
-2.5039601830e-04 8.3531902356e-05 3.4276591574e+01 1.5734050763e+01
-2.5290718155e-04 8.2522520619e-05 3.5106241285e+01 1.5498671510e+01
-2.5792010012e-04 8.0464684375e-05 3.6666795898e+01 1.5252832083e+01
-2.6541499750e-04 7.7283037079e-05 3.8037401481e+01 1.4721867437e+01
-2.6790455031e-04 7.6199012542e-05 3.8448579768e+01 1.4433447591e+01
-2.7038941402e-04 7.5104041595e-05 3.8859921680e+01 1.4128609583e+01
-2.7286959456e-04 7.3998649697e-05 3.9285303437e+01 1.4128609583e+01
-2.7781636587e-04 7.1759087841e-05 4.0211635125e+01 1.3461187807e+01
-2.8028357429e-04 7.0626409364e-05 4.0712341562e+01 1.3461187807e+01
-2.8274709450e-04 6.9486492547e-05 4.1244821888e+01 1.3096343776e+01
-2.8520757019e-04 6.8340487722e-05 4.1820565855e+01 1.2707753789e+01
