x_m,y_m,von_mises_Pa,wss_mag_dyn_cm2,is_surface
0.0004001084422731918,3.7939681918731537e-06,35.12789479008276,0.0050085747752796495,1.0
0.00040170110315497737,4.0371795935039106e-05,2.5672440861285093,0.33743480636017237,1.0
0.00040095819405137564,4.43405760840123e-05,2.6234601328226,0.5301741825931632,1.0
0.00039913984595654474,5.2202051005969514e-05,2.6844520500722253,0.9941542015527338,1.0
0.00039807177781503526,5.609171068304081e-05,2.699049229993758,1.260002074086216,1.0
0.000396902287953225,5.9951930100822996e-05,2.705171704860792,1.5439941793922758,1.0
0.00039563443560161225,6.378112841879196e-05,2.707097873921599,1.8451578870726617,1.0
0.00039427112575283427,6.7577799943389e-05,2.7063425246739246,2.158924011073547,1.0
0.00039281524132275564,7.134056745257896e-05,2.7026728306525567,2.4825414007405713,1.0
0.0003912695750224034,7.506813423088546e-05,2.6975409635770573,2.8160011593215817,1.0
0.0003896368004048943,7.875926621706968e-05,2.6924114439128677,3.1562664740496533,1.0
0.00038791952819417793,8.241286509733346e-05,2.6855687515595177,3.5009213665362706,1.0
0.0003861203945137374,8.602790538048487e-05,2.679226244229593,3.847758347981269,1.0
0.0003842419275526074,8.96035367800296e-05,2.6722694869740655,4.196403532048962,1.0
0.0003822865649014424,9.313893374911667e-05,2.6652575452294776,4.54669760089554,1.0
0.00038025673381928326,9.663337495958735e-05,2.658466680555,4.895935503561208,1.0
0.00037815481555936273,0.00010008626380031741,2.651742907219457,5.241263264281926,1.0
0.00037598310761529974,0.00010349707969086636,2.645390275709776,5.587339972749379,1.0
0.0003737438447055933,0.00010686536607282413,2.6392857184960543,5.929627700069639,1.0
0.0003714392021200498,0.00011019074170936878,2.633324077217726,6.264699697199868,1.0
0.0003690713065877491,0.00011347290458688538,2.62769407657408,6.597388023138726,1.0
0.00036664223276664193,0.00011671160847314236,2.6227792918093975,6.925671767332639,1.0
0.0003641539734366663,0.00011990671380867304,2.617131199999226,7.248564131679787,1.0
0.0003616084701471529,0.00012305805768101432,2.612951084141845,7.565984917677135,1.0
0.0003590075814130556,0.00012616556313202042,2.608789550958885,7.877833170423538,1.0
0.0003563531479095398,0.00012922921894866057,2.6049515656748845,8.184050287910363,1.0
0.0003536469054479321,0.00013224902990692904,2.6015221308343506,8.485083271690746,1.0
0.0003508905576973747,0.00013522501581755928,2.5989864523818627,8.780397590748715,1.0
0.0003480857547157445,0.0001381572859626551,2.5965368444157755,9.070254757631242,1.0
0.00034523408231389955,0.0001410459665491102,2.5946506505561744,9.355075926013471,1.0
0.0003423370555906917,0.00014389119016503668,2.5932364850168295,9.634191977478942,1.0
0.00033939614356061446,0.00014669309331564968,2.592540341712466,9.906182282257532,1.0
0.0003364127627562916,0.00014945186480171276,2.592471165007526,10.176500366109547,1.0
0.00033338828677671815,0.000152167733055853,2.59260459047706,10.442765014655599,1.0
0.00033032403745458105,0.0001548408901711693,2.593925116540288,10.701084846743825,1.0
