x_m,y_m,sigma_comp_mag_Pa
3.8622802353e-04,3.0686413327e-05,1.0935580648e+01
3.7478278694e-04,5.2476960123e-05,1.1534665198e+01
3.7226263553e-04,5.6558798730e-05,1.1607206658e+01
3.6699401965e-04,6.4462255096e-05,1.1722218181e+01
3.6143058014e-04,7.2027422277e-05,1.1809828353e+01
3.5558617976e-04,7.9263211489e-05,1.1880624962e+01
3.5256322659e-04,8.2760104425e-05,1.1911781101e+01
3.4947564176e-04,8.6177599392e-05,1.1941763539e+01
3.4632531988e-04,8.9516560855e-05,1.1970722751e+01
3.4311410893e-04,9.2777921385e-05,1.1998607613e+01
3.3984399075e-04,9.5962437257e-05,1.2027138000e+01
3.3651674809e-04,9.9071024249e-05,1.2054895321e+01
3.3313417042e-04,1.0210446764e-04,1.2083173816e+01
3.2969809492e-04,1.0506351093e-04,1.2112563363e+01
3.2267228807e-04,1.1076162007e-04,1.2171365928e+01
3.1177408398e-04,1.1876959911e-04,1.2267587906e+01
3.0428712760e-04,1.2375690130e-04,1.2336228615e+01
3.0048152626e-04,1.2614705782e-04,1.2372047078e+01
2.9275283878e-04,1.3072348435e-04,1.2443911144e+01
2.7685934169e-04,1.3907514384e-04,1.2597509258e+01
2.6459159272e-04,1.4465134775e-04,1.2714638407e+01
2.5205315653e-04,1.4964640106e-04,1.2831806022e+01
2.3494697728e-04,1.5540346944e-04,1.2983159309e+01
7.8134641280e-05,1.5603367398e-04,1.8321456516e+01
6.3202198567e-05,1.5084174636e-04,1.8666501624e+01
5.6458901834e-05,1.4672006074e-04,2.0734365495e+01
2.8616925866e-05,1.3496159347e-04,6.6726486511e+01
1.0007388016e-05,1.3263574621e-04,4.8933090286e+01
-6.7749325329e-06,1.3112041047e-04,4.5245430059e+01
-9.1997971381e-06,1.3092781219e-04,4.3880204411e+01
-2.3924828750e-05,1.2978201566e-04,3.6233232796e+01
-2.6406640556e-05,1.2958762972e-04,3.5061314646e+01
-4.1449408261e-05,1.2836066097e-04,3.2348043554e+01
-4.3980306956e-05,1.2814279348e-04,3.2338423003e+01
-5.9292277277e-05,1.2672876967e-04,3.2408078417e+01
-7.4793410024e-05,1.2509516430e-04,3.2553760718e+01
-7.7392647916e-05,1.2479849910e-04,3.2584703101e+01
-9.0445854078e-05,1.2320052946e-04,3.2749797152e+01
-9.5690579767e-05,1.2250507625e-04,3.2824065393e+01
-1.0884938373e-04,1.2061650472e-04,3.3035157122e+01
-1.1148790695e-04,1.2021212191e-04,3.3081088097e+01
-1.2470556479e-04,1.1805082577e-04,3.3325410284e+01
-1.2735301619e-04,1.1758996864e-04,3.3378403842e+01
-1.4060138592e-04,1.1513745443e-04,3.3657492225e+01
-1.4325222249e-04,1.1461667537e-04,3.3716933484e+01
-1.5650403019e-04,1.1185657718e-04,3.4030373985e+01
-1.6180085651e-04,1.1067811909e-04,3.4163415912e+01
-1.7238137434e-04,1.0819014250e-04,3.4443135749e+01
-1.7766269841e-04,1.0687939305e-04,3.4590112144e+01
-1.8293653692e-04,1.0552334408e-04,3.4741221637e+01
-1.8557027707e-04,1.0482813551e-04,3.4819218265e+01
-1.9345717893e-04,1.0267297528e-04,3.5054497931e+01
-1.9870160893e-04,1.0117763415e-04,3.5214300392e+01
-2.0131932481e-04,1.0041220004e-04,3.5295372191e+01
-2.0654494810e-04,9.8845570808e-05,3.5457740761e+01
-2.1435656190e-04,9.6405395737e-05,3.5701112920e+01
-2.1695261423e-04,9.5567801235e-05,3.5780165766e+01
-2.2213202574e-04,9.3856092696e-05,3.5934826019e+01
-2.2986641216e-04,9.1197194584e-05,3.6144826719e+01
-2.3755322165e-04,8.8429205682e-05,3.6284866162e+01
-2.4264436373e-04,8.6523913089e-05,3.6418041888e+01
-2.4517669101e-04,8.5553176637e-05,3.6662349138e+01
-2.5021393790e-04,8.3575625245e-05,3.7543002663e+01
-2.5272426160e-04,8.2568314713e-05,3.7868136788e+01
-2.5773711081e-04,8.0514348974e-05,3.8172769878e+01
-2.6523069352e-04,7.7340039321e-05,3.8418265680e+01
-2.6771948082e-04,7.6258898339e-05,3.8507538069e+01
-2.7020347501e-04,7.5167005009e-05,3.8598230653e+01
-2.7268269570e-04,7.4064923876e-05,3.8687010512e+01
-2.7762734847e-04,7.1832787757e-05,3.8867680506e+01
-2.8009341462e-04,7.0704254560e-05,3.8952551467e+01
-2.8255574956e-04,6.9568814616e-05,3.9025012315e+01
-2.8501500177e-04,6.8427655475e-05,3.9095258533e+01
-2.9238288089e-04,6.4985902794e-05,3.9219598893e+01
-2.9483978710e-04,6.3839758269e-05,3.9208292413e+01
-2.9730005280e-04,6.2698960389e-05,3.9164097259e+01
-2.9976606128e-04,6.1567612551e-05,3.9077374754e+01
-3.0472931103e-04,5.9354865420e-05,3.8646135020e+01
-3.1232692472e-04,5.6307262103e-05,3.7274129564e+01
-3.2062736490e-04,5.4347213238e-05,2.1676021016e+01
-3.2466123796e-04,5.3772411197e-05,1.5159212708e+01
-3.3014328907e-04,5.2138511890e-05,1.1546408281e+01
-3.3564626617e-04,4.9657384667e-05,1.2107364857e+01
-3.4108621817e-04,4.6750419746e-05,1.1876911540e+01
-3.4650269202e-04,4.3516366093e-05,1.1606120318e+01
-3.5736112789e-04,3.6183776946e-05,1.0898609084e+01
-3.6839058532e-04,2.7697770340e-05,1.0049776230e+01
-3.7977624387e-04,1.7875170813e-05,9.0195967387e+00
8.8692444486e-05,1.5539252092e-04,1.8841198169e+01
2.1912695252e-04,1.5675002183e-04,1.3301717036e+01
3.0494109672e-04,1.1907632605e-04,1.2524505014e+01
3.6050943574e-04,6.8050468218e-05,1.1987527772e+01
9.2732988967e-06,1.3038557965e-04,4.7872573682e+01
4.9771481461e-05,1.3757473643e-04,7.4140537381e+01
2.0149643412e-04,1.5985459229e-04,1.3498203223e+01
3.7095639401e-04,5.2710496465e-05,1.1774751186e+01
3.8018012531e-04,3.6118153814e-05,1.1352207644e+01
2.3218650183e-04,1.5247571464e-04,1.3227797778e+01
2.6194487467e-04,1.4228005681e-04,1.2918224135e+01
2.8939170078e-04,1.2886394537e-04,1.2653198653e+01
3.3561105579e-04,9.4918628332e-05,1.2266681165e+01
2.5621581799e-05,1.3224693757e-04,5.8524747117e+01
9.6107694639e-05,1.5702704258e-04,1.8606806811e+01
2.1059962217e-04,1.5868286466e-04,1.3376423683e+01
2.4081666717e-04,1.5029287112e-04,1.3116122822e+01
2.9707898535e-04,1.2444547201e-04,1.2578571455e+01
3.5188684266e-04,7.8352043871e-05,1.2106204116e+01
3.9072502051e-04,1.2586107190e-05,9.3106152177e+00
-2.2316575763e-04,3.9623848241e-05,3.9960980819e+01
-2.0159594982e-04,4.0402945325e-05,4.1776951528e+01
1.1388993471e-04,6.6752720373e-05,2.2867318022e+01
-1.5634897874e-04,4.0952193208e-05,4.4028195884e+01
2.7021562284e-04,6.6826350931e-05,1.5161558522e+01
1.5766160685e-04,1.2095249167e-04,1.7091341639e+01
-2.2368636931e-04,6.6047100122e-05,3.7496471226e+01
2.4510761743e-04,4.1475909757e-05,1.7092490399e+01
2.2519141234e-04,3.9060080194e-05,1.7379965823e+01
2.8983672635e-04,9.2653442118e-05,1.3995395682e+01
2.0183155000e-04,9.3095465116e-05,1.6296947977e+01
3.3552101731e-04,6.7161849686e-05,1.3297375876e+01
-1.5693157580e-04,6.6371252243e-05,3.8911819503e+01
-8.6189060505e-07,6.6324865763e-05,3.5003474677e+01
2.2288690079e-05,6.6444820594e-05,2.5556087627e+01
-4.3200981330e-05,6.6520649897e-05,4.0440867793e+01
1.7933134888e-04,9.3345204208e-05,1.7024123197e+01
-1.5715242769e-04,9.4309633995e-05,3.4995863508e+01
1.5902117288e-04,1.4654139417e-04,1.7193220165e+01
4.5161118175e-05,6.7510282978e-05,2.2364175151e+01
-3.1527323264e-04,1.2657471814e-05,1.7067278816e+01
2.6694362084e-04,1.2108447041e-04,1.3665655333e+01
2.7066769997e-04,9.2323674313e-05,1.4425136504e+01
2.9202903734e-04,3.8538901311e-05,1.5733398706e+01
1.5766542994e-04,9.3356123734e-05,1.7096148355e+01
2.0211150255e-04,3.8778651265e-05,1.7549899872e+01
-6.8343222965e-05,6.6321471306e-05,4.0690964287e+01
-9.0309998618e-05,6.6446271409e-05,4.0315863607e+01
1.3472701783e-04,1.4612090075e-04,1.7236076444e+01
6.8383138580e-05,3.9150368329e-05,2.2571372940e+01
8.9055583393e-05,4.1076406756e-05,2.2688000343e+01
6.6673887030e-05,9.3121748112e-05,2.2060731630e+01
2.2351190757e-04,6.7200025758e-05,1.6683769023e+01
1.8037844012e-04,1.3541061383e-05,2.0334745464e+01
1.5671142044e-04,1.2265390225e-05,2.1750581535e+01
1.3385205952e-04,1.3338266003e-05,2.2940014555e+01
-4.4758871659e-05,1.1880574783e-05,4.9808936577e+01
2.7075198750e-04,1.4435748439e-05,1.9150376636e+01
1.7768183138e-04,1.4694976487e-04,1.5286112485e+01
-8.2041479506e-07,1.3574395643e-05,4.3139295771e+01
-2.3750258689e-05,1.3456228306e-05,4.7185146894e+01
-2.0199077091e-04,1.2028982954e-05,4.6520109294e+01
2.0075927772e-04,1.4757197564e-04,1.4230477836e+01
-1.7985922146e-04,6.5706154434e-05,3.8565809343e+01
