x_m y_m wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
-3.9839863953e-04 1.1853300913e-06 5.0483962046e-01 4.0577205874e-01 3.0035325657e-01 2.3660940740e+01 -5.9494786938e-01 8.0376428928e-01
-3.9225517569e-04 6.2550228963e-06 1.7998891213e+00 1.3364664147e+00 1.2055946132e+00 2.3822443686e+01 -6.6981604532e-01 7.4252708061e-01
-3.8643187024e-04 1.1696827730e-05 3.2216026517e+00 2.3344938711e+00 2.2201040542e+00 2.3927490114e+01 -6.8913031624e-01 7.2463743157e-01
-3.8060886155e-04 1.7139431831e-05 4.7243526142e+00 3.4836577924e+00 3.1911809739e+00 2.3983680217e+01 -6.7547476544e-01 7.3738310345e-01
-3.7765385308e-04 1.9813436530e-05 5.4686722256e+00 4.0771942726e+00 3.6445661985e+00 2.3998973437e+01 -6.6644443992e-01 7.4555469853e-01
-3.7163859037e-04 2.5042382515e-05 6.9270144298e+00 5.2926919186e+00 4.4688858975e+00 2.4008527007e+01 -6.4513881742e-01 7.6406538088e-01
-3.6547093370e-04 3.0090533905e-05 8.3561259523e+00 6.5478958960e+00 5.1913293351e+00 2.3993820773e+01 -6.2126030229e-01 7.8360426033e-01
-3.6232799588e-04 3.2540776533e-05 9.0659618180e+00 7.1952151306e+00 5.5154821103e+00 2.3978156480e+01 -6.0837252804e-01 7.9365160311e-01
-3.5592005784e-04 3.7279946522e-05 1.0489161979e+01 8.5418707906e+00 6.0876072818e+00 2.3930711293e+01 -5.8037117685e-01 8.1435207195e-01
-3.4934097878e-04 4.1778135128e-05 1.1951922053e+01 1.0001060709e+01 6.5442513295e+00 2.3857455103e+01 -5.4754802619e-01 8.3677425810e-01
-3.4598182995e-04 4.3922089253e-05 1.2713013116e+01 1.0793387000e+01 6.7174027395e+00 2.3807113816e+01 -5.2838793432e-01 8.4900305704e-01
-3.3910575250e-04 4.7949915542e-05 1.4303992262e+01 1.2545735682e+01 6.8708595403e+00 2.3671170079e+01 -4.8034558565e-01 8.7707931132e-01
