x_m,y_m,sigma_xx_Pa,sigma_xy_Pa,sigma_yy_Pa,von_mises_Pa,sigma_max_principal_Pa,sigma_min_principal_Pa,sigma_tension_Pa,sigma_comp_mag_Pa,is_surface,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
3.8492696513e-04,3.0886893623e-05,-5.7799295148e+00,-1.2762823295e+01,2.1630952451e+01,3.2393429477e+01,2.6627866697e+01,-1.0776843760e+01,2.6627866697e+01,1.0776519863e+01,1.0000000000e+00,2.4217398163e+00,1.2017143684e+00,-2.1025475773e+00,1.3779033900e+01,8.6819713791e-01,4.9621943708e-01
3.7518389677e-04,4.8237403541e-05,-6.4673482243e+00,-1.0769880529e+01,1.1826578050e+01,2.4460442073e+01,1.6801857728e+01,-1.1442627903e+01,1.6801857728e+01,1.1442628272e+01,1.0000000000e+00,5.3086799019e+00,2.9874858259e+00,-4.3882810690e+00,1.3673332096e+01,8.2662378409e-01,5.6275493741e-01
3.6990154715e-04,5.6275654229e-05,-6.6242819992e+00,-1.0097735061e+01,8.5067594141e+00,2.1843326702e+01,1.3552489259e+01,-1.1670011844e+01,1.3552489257e+01,1.1670011843e+01,1.0000000000e+00,6.5600261821e+00,3.8644107053e+00,-5.3009691011e+00,1.3660303802e+01,8.0807133294e-01,5.8908464662e-01
3.6434861029e-04,6.3928166747e-05,-6.7125841211e+00,-9.5311571695e+00,5.7995841702e+00,1.9739030336e+01,1.0939834503e+01,-1.1852834454e+01,1.0939834481e+01,1.1852834453e+01,1.0000000000e+00,8.4836735696e+00,5.3318291003e+00,-6.5988116870e+00,1.3672428890e+01,7.7782479876e-01,6.2848117111e-01
3.5853378809e-04,7.1213010497e-05,-6.7559515987e+00,-9.0424499000e+00,3.5523641271e+00,1.8020909283e+01,8.8025830896e+00,-1.2006170561e+01,8.8025830111e+00,1.2006170561e+01,1.0000000000e+00,9.7668451415e+00,6.3929964194e+00,-7.3838242665e+00,1.3700713463e+01,7.5600914723e-01,6.5456105086e-01
3.5553151890e-04,7.4721639167e-05,-6.7671838054e+00,-8.8186344022e+00,2.5624856148e+00,1.7274037702e+01,7.8708212217e+00,-1.2075519412e+01,7.8708209844e+00,1.2075519412e+01,1.0000000000e+00,1.0402505737e+01,6.9423338114e+00,-7.7470076073e+00,1.3720905076e+01,7.4472514631e-01,6.6737130329e-01
3.5246789892e-04,7.8142628943e-05,-6.7734528338e+00,-8.6070370659e+00,1.6486524297e+00,1.6590885104e+01,7.0163517787e+00,-1.2141152183e+01,7.0163540259e+00,1.2141152183e+01,1.0000000000e+00,1.1032327880e+01,7.5022629382e+00,-8.0887767464e+00,1.3744653422e+01,7.3318857403e-01,6.8002537814e-01
3.4934444323e-04,8.1476953477e-05,-6.7766222791e+00,-8.4049557721e+00,8.0202520735e-01,1.5963622267e+01,6.2293030773e+00,-1.2203900149e+01,6.2292930721e+00,1.2203900149e+01,1.0000000000e+00,1.1653203174e+01,8.0698021897e+00,-8.4068684325e+00,1.3771327807e+01,7.2142125274e-01,6.9249648092e-01
3.4616268494e-04,8.4725329261e-05,-6.7776310504e+00,-8.2108439484e+00,1.1945884569e-02,1.5384835553e+01,5.4995963651e+00,-1.2265281531e+01,5.4996296863e+00,1.2265281531e+01,1.0000000000e+00,1.2868273604e+01,9.2247743314e+00,-8.9719565359e+00,1.3837461518e+01,6.9721524519e-01,7.1686184295e-01
3.4292414902e-04,8.7888249313e-05,-6.7788458606e+00,-8.0258843584e+00,-7.2309022905e-01,1.4852143125e+01,4.8239207866e+00,-1.2325856876e+01,4.8238190320e+00,1.2325856876e+01,1.0000000000e+00,1.3456379090e+01,9.8058994120e+00,-9.2151220788e+00,1.3874292426e+01,6.8481439304e-01,7.2871753587e-01
