x_m,y_m,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
-3.9839196523e-04,1.1799116932e-06,5.4300186142e-01,4.3779030774e-01,3.2123304306e-01,2.3601483294e+01,-5.9158736992e-01,8.0624089685e-01
-3.9221066656e-04,6.2175648989e-06,1.8791946689e+00,1.4051425585e+00,1.2477768206e+00,2.3764520158e+01,-6.6399550894e-01,7.4773656063e-01
-3.8925564079e-04,8.8975985364e-06,2.5786413072e+00,1.8918117009e+00,1.7522669545e+00,2.3822715187e+01,-6.7953109630e-01,7.3364670595e-01
-3.8633382858e-04,1.1614219443e-05,3.3376436315e+00,2.4400179956e+00,2.2773179822e+00,2.3867878668e+01,-6.8231310279e-01,7.3106007260e-01
-3.8340600505e-04,1.4324327660e-05,4.0985047843e+00,3.0191988211e+00,2.7716745743e+00,2.3899868013e+01,-6.7626481367e-01,7.3665860600e-01
-3.8045233891e-04,1.7006195407e-05,4.8506528582e+00,3.6089746386e+00,3.2410083629e+00,2.3921093218e+01,-6.6815920612e-01,7.4401832993e-01
-3.7746772798e-04,1.9653551179e-05,5.5954885947e+00,4.2087761374e+00,3.6872341991e+00,2.3934877731e+01,-6.5896554638e-01,7.5217312414e-01
-3.7444900487e-04,2.2261905693e-05,6.3312341666e+00,4.8188360508e+00,4.1065003576e+00,2.3941703307e+01,-6.4860977332e-01,7.6112112173e-01
-3.6829952582e-04,2.7345626886e-05,7.7843863885e+00,6.0746485066e+00,4.8677835784e+00,2.3934941020e+01,-6.2532656211e-01,7.8036317874e-01
-3.6516635113e-04,2.9815250742e-05,8.5011086067e+00,6.7185165110e+00,5.2086834645e+00,2.3922905243e+01,-6.1270637813e-01,7.9031063146e-01
-3.6199292824e-04,3.2232908776e-05,9.2203810206e+00,7.3812982251e+00,5.5255644669e+00,2.3904677678e+01,-5.9927723752e-01,8.0054156207e-01
-3.5877805555e-04,3.4595133382e-05,9.9406906588e+00,8.0628124112e+00,5.8144979831e+00,2.3880802219e+01,-5.8491891386e-01,8.1109177299e-01
-3.5552031332e-04,3.6897827929e-05,1.0667662776e+01,8.7691949987e+00,6.0745574475e+00,2.3850464830e+01,-5.6943658371e-01,8.2203526514e-01
-3.5221768101e-04,3.9135585214e-05,1.1417092630e+01,9.5172887699e+00,6.3064426261e+00,2.3811660256e+01,-5.5236852589e-01,8.3360003095e-01
-3.4886703080e-04,4.1300650124e-05,1.2179817115e+01,1.0305525579e+01,6.4918477719e+00,2.3765030435e+01,-5.3300043101e-01,8.4611496887e-01
-3.4200189576e-04,4.5363631020e-05,1.3805600680e+01,1.2085203737e+01,6.6740138437e+00,2.3626143219e+01,-4.8342799406e-01,8.7538412972e-01
-3.3847208261e-04,4.7220640194e-05,1.4661473088e+01,1.3111055591e+01,6.5619367886e+00,2.3511482178e+01,-4.4756326660e-01,8.9425226999e-01
-3.3484737884e-04,4.8879834509e-05,1.5159939062e+01,1.3995433535e+01,5.8267995091e+00,2.3324336089e+01,-3.8435507461e-01,9.2318534251e-01
-3.3110717830e-04,5.0254816880e-05,1.4653778133e+01,1.3954990389e+01,4.4711806959e+00,2.3103500178e+01,-3.0512135882e-01,9.5231347591e-01
-3.2727498695e-04,5.1355710424e-05,1.3218691264e+01,1.2809628607e+01,3.2630068464e+00,2.2959156851e+01,-2.4684795047e-01,9.6905422415e-01
-3.2340582096e-04,5.2328391767e-05,1.1579342902e+01,1.1238722504e+01,2.7878842365e+00,2.2925272928e+01,-2.4076359601e-01,9.7058378867e-01
-3.1953930164e-04,5.3310823406e-05,1.0150116849e+01,9.8231980760e+00,2.5553182996e+00,2.2976716510e+01,-2.5175259927e-01,9.6779162466e-01
-3.1572476955e-04,5.4466421743e-05,9.4539976262e+00,8.9320762776e+00,3.0977547497e+00,2.3094880406e+01,-3.2766612307e-01,9.4479358158e-01
-3.0832594654e-04,5.7442290612e-05,1.0155735112e+01,9.2882524348e+00,4.1069845836e+00,2.3245522736e+01,-4.0440052230e-01,9.1458199062e-01
-3.0469059405e-04,5.9085437479e-05,1.0654315777e+01,9.6724096643e+00,4.4675424976e+00,2.3267363750e+01,-4.1931763531e-01,9.0783958975e-01
-3.0107642639e-04,6.0774972228e-05,1.1140416403e+01,1.0070330281e+01,4.7641710351e+00,2.3274352589e+01,-4.2764748307e-01,9.0394559030e-01
-2.9747396045e-04,6.2489415760e-05,1.1610711363e+01,1.0472494880e+01,5.0135286317e+00,2.3271247605e+01,-4.3180202100e-01,9.0196841112e-01
-2.9387656345e-04,6.4214501048e-05,1.2050783236e+01,1.0862610466e+01,5.2177648908e+00,2.3259397671e+01,-4.3298139124e-01,9.0140285935e-01
-2.9027941655e-04,6.5940109252e-05,1.2469332306e+01,1.1245378840e+01,5.3875507332e+00,2.3241571543e+01,-4.3206409139e-01,9.0184290258e-01
-2.8667902194e-04,6.7658920936e-05,1.2864186865e+01,1.1616764768e+01,5.5261270363e+00,2.3218864560e+01,-4.2957453077e-01,9.0303140727e-01
-2.7945894392e-04,7.1055757220e-05,1.3588107318e+01,1.2322690444e+01,5.7260772532e+00,2.3162371644e+01,-4.2140359353e-01,9.0687320578e-01
-2.7583607409e-04,7.2726636450e-05,1.3919532485e+01,1.2656609425e+01,5.7934119880e+00,2.3129881874e+01,-4.1620736862e-01,9.0926972143e-01
-2.7220327238e-04,7.4375800165e-05,1.4232876927e+01,1.2978285285e+01,5.8428500458e+00,2.3095102311e+01,-4.1051785074e-01,9.1185256167e-01
-2.6855991293e-04,7.6001498059e-05,1.4528656635e+01,1.3287367515e+01,5.8760299658e+00,2.3058680780e+01,-4.0444413501e-01,9.1456270515e-01
-2.6490557839e-04,7.7602366117e-05,1.4808381736e+01,1.3584538528e+01,5.8947843594e+00,2.3020529744e+01,-3.9807079965e-01,9.1735469610e-01
-2.6124001496e-04,7.9177347700e-05,1.5073436329e+01,1.3870455449e+01,5.9007582889e+00,2.2980965944e+01,-3.9146735756e-01,9.2019199517e-01
-2.5756309179e-04,8.0725619251e-05,1.5324172896e+01,1.4144970455e+01,5.8949203357e+00,2.2940292242e+01,-3.8468114238e-01,9.2304952126e-01
-2.5017501924e-04,8.3739426445e-05,1.5786491186e+01,1.4662127907e+01,5.8510947022e+00,2.2855537810e+01,-3.7063934178e-01,9.2877687219e-01
-2.4646387221e-04,8.5203757586e-05,1.5994793315e+01,1.4901093430e+01,5.8129878538e+00,2.2811451963e+01,-3.6343000746e-01,9.3162150559e-01
-2.4274153587e-04,8.6639409118e-05,1.6188008980e+01,1.5125849207e+01,5.7671761285e+00,2.2767487210e+01,-3.5626222692e-01,9.3438601534e-01
-2.3900839306e-04,8.8046726052e-05,1.6369873181e+01,1.5339203079e+01,5.7167820379e+00,2.2722925538e+01,-3.4922579880e-01,9.3703860190e-01
-2.3526490079e-04,8.9426282719e-05,1.6541965782e+01,1.5542400653e+01,5.6630745937e+00,2.2677786783e+01,-3.4234592602e-01,9.3957398162e-01
-2.3151144648e-04,9.0778502318e-05,1.6706330655e+01,1.5737906102e+01,5.6053363384e+00,2.2633359935e+01,-3.3552169260e-01,9.4203248022e-01
-2.2774831854e-04,9.2103564405e-05,1.6864623827e+01,1.5927343742e+01,5.5439388674e+00,2.2588186470e+01,-3.2873184271e-01,9.4442330318e-01
-2.2397579437e-04,9.3401635266e-05,1.7015778871e+01,1.6109565117e+01,5.4789271164e+00,2.2542516334e+01,-3.2199096837e-01,9.4674274029e-01
-2.1640365290e-04,9.5917508983e-05,1.7296284813e+01,1.6451874610e+01,5.3382853195e+00,2.2450329789e+01,-3.0863768591e-01,9.5117967747e-01
-2.1260458281e-04,9.7135707871e-05,1.7426462683e+01,1.6612535237e+01,5.2635800203e+00,2.2403613565e+01,-3.0204523524e-01,9.5329359374e-01
-2.0879721084e-04,9.8327708640e-05,1.7550544129e+01,1.6766760212e+01,5.1862656333e+00,2.2357356876e+01,-2.9550454932e-01,9.5534133237e-01
-2.0498180125e-04,9.9493728400e-05,1.7668457594e+01,1.6914416879e+01,5.1065541606e+00,2.2310046426e+01,-2.8902093651e-01,9.5732277642e-01
-2.0115862156e-04,1.0063401586e-04,1.7779898073e+01,1.7055125288e+01,5.0246867454e+00,2.2262646827e+01,-2.8260492409e-01,9.5923639260e-01
-1.9732793486e-04,1.0174882666e-04,1.7885592888e+01,1.7189592258e+01,4.9408856464e+00,2.2215160786e+01,-2.7624947506e-01,9.6108596261e-01
-1.9348999273e-04,1.0283839959e-04,1.7985594268e+01,1.7317851320e+01,4.8552679475e+00,2.2167336770e+01,-2.6995315668e-01,9.6287345648e-01
-1.8579334749e-04,1.0494289653e-04,1.8168980416e+01,1.7555946381e+01,4.6798072628e+00,2.2071515347e+01,-2.5757126463e-01,9.6625930455e-01
-1.8193512867e-04,1.0595834360e-04,1.8252350172e+01,1.7665802969e+01,4.5899555845e+00,2.2023317024e+01,-2.5147203188e-01,9.6786456552e-01
-1.7807062605e-04,1.0694961082e-04,1.8330388111e+01,1.7769648350e+01,4.4991916846e+00,2.1974634878e+01,-2.4544988668e-01,9.6940928050e-01
-1.7420007324e-04,1.0791698740e-04,1.8403493747e+01,1.7867904956e+01,4.4075565321e+00,2.1926566582e+01,-2.3949564102e-01,9.7089743945e-01
-1.7032369147e-04,1.0886073834e-04,1.8471380230e+01,1.7960300379e+01,4.3150316197e+00,2.1877340828e+01,-2.3360634484e-01,9.7233125819e-01
-1.6644169743e-04,1.0978113449e-04,1.8533300263e+01,1.8046074267e+01,4.2216610670e+00,2.1828210257e+01,-2.2778787411e-01,9.7371078068e-01
-1.6255430654e-04,1.1067846606e-04,1.8589696627e+01,1.8125635193e+01,4.1277317657e+00,2.1779889645e+01,-2.2204406283e-01,9.7503663222e-01
-1.5866172576e-04,1.1155301248e-04,1.8641255175e+01,1.8199688514e+01,4.0333277218e+00,2.1730413101e+01,-2.1636567301e-01,9.7631239649e-01
-1.5086179408e-04,1.1323487030e-04,1.8728260562e+01,1.8329609677e+01,3.8435859251e+00,2.1631803169e+01,-2.0522919960e-01,9.7871393963e-01
