x_m y_m sigma_comp_mag_Pa
3.8622363884e-04 3.0665722159e-05 1.0942479319e+01
3.7718357537e-04 4.8237316124e-05 1.1472459406e+01
3.7220348282e-04 5.6456469855e-05 1.1637076260e+01
3.6692046132e-04 6.4322627876e-05 1.1759515519e+01
3.6134596570e-04 7.1847909155e-05 1.1852491645e+01
3.5845366940e-04 7.5485907784e-05 1.1891912045e+01
3.5549369775e-04 7.9042263520e-05 1.1927642317e+01
3.5246790020e-04 8.2518048493e-05 1.1960751488e+01
3.4937813198e-04 8.5914242634e-05 1.1992436986e+01
3.4301395603e-04 9.2471537051e-05 1.2051077623e+01
3.3974322431e-04 9.5634315970e-05 1.2080360412e+01
3.3641574297e-04 9.8721001732e-05 1.2109195198e+01
3.3303325381e-04 1.0173237861e-04 1.2137643548e+01
3.2611017113e-04 1.0753202386e-04 1.2196116179e+01
3.2257284218e-04 1.1032173219e-04 1.2226293350e+01
3.1535449479e-04 1.1568424478e-04 1.2288293034e+01
3.0418995389e-04 1.2319476246e-04 1.2387679831e+01
2.9265349230e-04 1.3007786254e-04 1.2493163410e+01
2.8077732839e-04 1.3634452884e-04 1.2602421484e+01
2.6445975716e-04 1.4375016566e-04 1.2750216837e+01
2.5188513427e-04 1.4858773242e-04 1.2859274382e+01
4.3982533373e-05 1.4903275386e-04 1.8171536193e+01
3.1657834428e-05 1.3911150900e-04 9.8197409133e+01
2.9673589729e-05 1.3840601426e-04 9.2411844504e+01
1.2376671575e-05 1.3452981104e-04 6.5305227024e+01
-6.3217762168e-06 1.3203305116e-04 5.0203495561e+01
-2.3145433552e-05 1.3036536547e-04 4.2991586491e+01
-4.0381646336e-05 1.2879023672e-04 3.4320637511e+01
-4.2875693770e-05 1.2855842024e-04 3.3530902673e+01
-5.7988414774e-05 1.2709033131e-04 3.2775730298e+01
-6.0530101434e-05 1.2682967641e-04 3.2766380486e+01
-7.5899557332e-05 1.2514452103e-04 3.2812515107e+01
-7.8479214250e-05 1.2484127206e-04 3.2832571588e+01
-9.1443619061e-05 1.2321684706e-04 3.2946238822e+01
-9.4048424898e-05 1.2286907591e-04 3.2973825544e+01
-1.0974555700e-04 1.2060899019e-04 3.3177221351e+01
