x_m,y_m,sigma_xx_Pa,sigma_xy_Pa,sigma_yy_Pa,von_mises_Pa,sigma_max_principal_Pa,sigma_min_principal_Pa,sigma_tension_Pa,sigma_comp_mag_Pa,is_surface,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
3.8622363884e-04,3.0665722159e-05,-6.9970798600e+00,-1.1111892595e+01,2.0170059003e+01,3.0361582810e+01,2.4115757580e+01,-1.0942778437e+01,2.4115757580e+01,1.0942479319e+01,1.0000000000e+00,1.7915507427e+00,7.5608040929e-01,-1.6241910228e+00,1.3741515694e+01,9.0658387956e-01,4.2202567377e-01
3.7718357537e-04,4.8237316124e-05,-7.1317561754e+00,-1.0047393820e+01,1.1746164009e+01,2.3867076399e+01,1.6086866901e+01,-1.1472459067e+01,1.6086866901e+01,1.1472459406e+01,1.0000000000e+00,4.6964135554e+00,2.3636618973e+00,-4.0582511897e+00,1.3602257113e+01,8.6411708462e-01,5.0329083448e-01
3.7220348282e-04,5.6456469855e-05,-7.0284627167e+00,-9.7139389599e+00,8.8119531329e+00,2.1700555343e+01,1.3420566677e+01,-1.1637076261e+01,1.3420566677e+01,1.1637076260e+01,1.0000000000e+00,6.0215661519e+00,3.2303229413e+00,-5.0817588113e+00,1.3579879665e+01,8.4392642763e-01,5.3645893109e-01
3.6692046132e-04,6.4322627876e-05,-6.8645733862e+00,-9.4235746516e+00,6.3656858188e+00,1.9936029045e+01,1.1260627952e+01,-1.1759515519e+01,1.1260627952e+01,1.1759515519e+01,1.0000000000e+00,8.0733517795e+00,4.7230065902e+00,-6.5476879663e+00,1.3580081083e+01,8.1102473238e-01,5.8501186610e-01
3.6134596570e-04,7.1847909155e-05,-6.6555280405e+00,-9.1639942442e+00,4.2943202799e+00,1.8484251822e+01,9.4912838847e+00,-1.1852491645e+01,9.4912838847e+00,1.1852491645e+01,1.0000000000e+00,9.4514303000e+00,5.8235598997e+00,-7.4441711971e+00,1.3602886026e+01,7.8762377341e-01,6.1615646678e-01
3.5845366940e-04,7.5485907784e-05,-6.5379875217e+00,-9.0428394321e+00,3.3715931336e+00,1.7855217883e+01,8.7255176574e+00,-1.1891912045e+01,8.7255176574e+00,1.1891912045e+01,1.0000000000e+00,1.0135399562e+01,6.3984300163e+00,-7.8604336785e+00,1.3620488468e+01,7.7554255559e-01,6.3129529102e-01
3.5549369775e-04,7.9042263520e-05,-6.4126689885e+00,-8.9274376627e+00,2.5146358660e+00,1.7283486799e+01,8.0296091945e+00,-1.1927642317e+01,8.0296091945e+00,1.1927642317e+01,1.0000000000e+00,1.0814226145e+01,6.9872634476e+00,-8.2538255757e+00,1.3642278131e+01,7.6323774488e-01,6.4611774839e-01
3.5246790020e-04,8.2518048493e-05,-6.2806579092e+00,-8.8166896150e+00,1.7165272848e+00,1.6763976206e+01,7.3966208633e+00,-1.1960751488e+01,7.3966208633e+00,1.1960751488e+01,1.0000000000e+00,1.1486734503e+01,7.5882089605e+00,-8.6234653303e+00,1.3667492324e+01,7.5073253660e-01,6.6060628100e-01
3.4937813198e-04,8.5914242634e-05,-6.1420921526e+00,-8.7103162833e+00,9.6933721316e-01,1.6291772981e+01,6.8196820465e+00,-1.1992436986e+01,6.8196820465e+00,1.1992436986e+01,1.0000000000e+00,1.2800534283e+01,8.8139540211e+00,-9.2826662354e+00,1.3730998704e+01,7.2517803010e-01,6.8856141677e-01
3.4301395603e-04,9.2471537051e-05,-5.8477185047e+00,-8.5096997958e+00,-3.8328937282e-01,1.5476867616e+01,5.8200697454e+00,-1.2051077623e+01,5.8200697454e+00,1.2051077623e+01,1.0000000000e+00,1.4069911526e+01,1.0061390654e+01,-9.8351831944e+00,1.3805965713e+01,6.9902239087e-01,7.1509978119e-01
3.3974322431e-04,9.5634315970e-05,-5.6923915155e+00,-8.4143570729e+00,-1.0017341640e+00,1.5126515113e+01,5.3862347327e+00,-1.2080360412e+01,5.3862347327e+00,1.2080360412e+01,1.0000000000e+00,1.4684047865e+01,1.0687390483e+01,-1.0069803691e+01,1.3849378111e+01,6.8576483699e-01,7.2782318481e-01
3.3641574297e-04,9.8721001732e-05,-5.5324202129e+00,-8.3228453654e+00,-1.5816866223e+00,1.4812744077e+01,4.9950883626e+00,-1.2109195198e+01,4.9950883626e+00,1.2109195198e+01,1.0000000000e+00,1.5285105773e+01,1.1313781061e+01,-1.0277782669e+01,1.3892668984e+01,6.7240507341e-01,7.4018336732e-01
3.3303325381e-04,1.0173237861e-04,-5.3683284556e+00,-8.2325609443e+00,-2.1295699591e+00,1.4529644807e+01,4.6397451331e+00,-1.2137643548e+01,4.6397451331e+00,1.2137643548e+01,1.0000000000e+00,1.5871289046e+01,1.1938188254e+01,-1.0458368764e+01,1.3940703574e+01,6.5894891922e-01,7.5218769058e-01
3.2611017113e-04,1.0753202386e-04,-5.0258671281e+00,-8.0589134796e+00,-3.1406599839e+00,1.4051872938e+01,4.0295890671e+00,-1.2196116179e+01,4.0295890671e+00,1.2196116179e+01,1.0000000000e+00,1.7557464100e+01,1.3800878139e+01,-1.0853585040e+01,1.4099360184e+01,6.1817498120e-01,7.8604051589e-01
3.2257284218e-04,1.1032173219e-04,-4.8478462517e+00,-7.9760499429e+00,-3.6065635568e+00,1.3854827603e+01,3.7718835420e+00,-1.2226293350e+01,3.7718835420e+00,1.2226293350e+01,1.0000000000e+00,1.8090434582e+01,1.4411256434e+01,-1.0935241715e+01,1.4156683182e+01,6.0447645218e-01,7.9662300918e-01
3.1535449479e-04,1.1568424478e-04,-4.4789261869e+00,-7.8143850774e+00,-4.4705869296e+00,1.3533442163e+01,3.3387799174e+00,-1.2288293034e+01,3.3387799174e+00,1.2288293034e+01,1.0000000000e+00,1.9110386141e+01,1.5608532557e+01,-1.1026357960e+01,1.4278193337e+01,5.7698247848e-01,8.1675652402e-01
3.0418995389e-04,1.2319476246e-04,-3.8916120855e+00,-7.5835346442e+00,-5.6198650065e+00,1.3218910066e+01,2.8762027392e+00,-1.2387679831e+01,2.8762027399e+00,1.2387679831e+01,1.0000000000e+00,2.0549679249e+01,1.7354405090e+01,-1.1005177929e+01,1.4471714864e+01,5.3554013156e-01,8.4450977939e-01
2.9265349230e-04,1.3007786254e-04,-3.2550434747e+00,-7.3629534367e+00,-6.6258028633e+00,1.3081729834e+01,2.6123170719e+00,-1.2493163410e+01,2.6123170740e+00,1.2493163410e+01,1.0000000000e+00,2.2307725790e+01,1.9569928349e+01,-1.0707592369e+01,1.4754920730e+01,4.7999479956e-01,8.7727133339e-01
2.8077732839e-04,1.3634452884e-04,-2.5587743542e+00,-7.1498504791e+00,-7.5135959981e+00,1.3105105707e+01,2.5300511316e+00,-1.2602421484e+01,2.5300511819e+00,1.2602421484e+01,1.0000000000e+00,2.3526488218e+01,2.1149977659e+01,-1.0304081371e+01,1.4981266643e+01,4.3797787734e-01,8.9898575014e-01
2.6445975716e-04,1.4375016566e-04,-1.4936103618e+00,-6.8753000736e+00,-8.5517518774e+00,1.3384484480e+01,2.7048545979e+00,-1.2750216837e+01,2.7048559062e+00,1.2750216837e+01,1.0000000000e+00,2.5462772902e+01,2.3694066699e+01,-9.3243770360e+00,1.5390802497e+01,3.6619644969e-01,9.3053756519e-01
2.5188513427e-04,1.4858773242e-04,-5.4004556069e-01,-6.6760986682e+00,-9.2422696060e+00,1.3801183136e+01,3.0769592153e+00,-1.2859274382e+01,3.0769393142e+00,1.2859274382e+01,1.0000000000e+00,2.6614179383e+01,2.5209180965e+01,-8.5329795116e+00,1.5661227719e+01,3.2061779507e-01,9.4720865150e-01
4.3982533373e-05,1.4903275386e-04,1.1203712615e+01,3.8520051949e+00,-1.7482569757e+01,2.5566916929e+01,1.1621637800e+01,-1.7900494942e+01,1.0697664992e+01,1.8171536193e+01,1.0000000000e+00,2.6698990447e+01,2.4665125596e+01,1.0220942726e+01,2.0720230309e+01,-3.8282131852e-01,9.2382240614e-01
3.1657834428e-05,1.3911150900e-04,-7.8546768990e+01,-3.1073274249e+01,-4.9544828325e+01,5.8800906861e+01,-3.0097079252e+01,-9.7994518062e+01,3.7822007161e-01,9.8197409133e+01,1.0000000000e+00,8.4799918264e+00,5.1282747936e+00,6.7535960063e+00,2.1721423811e+01,-7.9641539103e-01,6.0474996894e-01
2.9673589729e-05,1.3840601426e-04,-7.7986307652e+01,-2.6278309456e+01,-4.5458470334e+01,5.3241198825e+01,-3.0983568519e+01,-9.2461209466e+01,-1.0313093482e-01,9.2411844504e+01,1.0000000000e+00,4.8265996194e+00,4.3330452351e+00,2.1262132715e+00,2.1085995797e+01,-4.4051991862e-01,8.9774283695e-01
