x_m,y_m,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
-3.9839879941e-04,1.1840526611e-06,5.0733101018e-01,4.0791570880e-01,3.0164470559e-01,2.3654781351e+01,-5.9457178752e-01,8.0404252965e-01
-3.8932377843e-04,8.9448311464e-06,2.4893598332e+00,1.8129971123e+00,1.7058586840e+00,2.3875324221e+01,-6.8525998583e-01,7.2829853207e-01
-3.8060225214e-04,1.7114815526e-05,4.7381070930e+00,3.4972487792e+00,3.1967029579e+00,2.3977284192e+01,-6.7467933821e-01,7.3811096089e-01
-3.7465502480e-04,2.2415772514e-05,6.2138639520e+00,4.6929416797e+00,4.0728863973e+00,2.4000474456e+01,-6.5545149182e-01,7.5523727522e-01
-3.6545721067e-04,3.0043870319e-05,8.3709455913e+00,6.5652423067e+00,5.1932960197e+00,2.3986395293e+01,-6.2039538580e-01,7.8428921022e-01
-3.5912814250e-04,3.4882085412e-05,9.7893853964e+00,7.8766828702e+00,5.8129109233e+00,2.3949671535e+01,-5.9379733128e-01,8.0461464650e-01
-3.4931904986e-04,4.1704749904e-05,1.1974352285e+01,1.0031161546e+01,6.5391827219e+00,2.3849110714e+01,-5.4609907631e-01,8.3772059713e-01
-3.4254428082e-04,4.5894693578e-05,1.3517534366e+01,1.1674560382e+01,6.8138370417e+00,2.3734327085e+01,-5.0407395734e-01,8.6366049205e-01
-3.3193011478e-04,5.1365487883e-05,1.6141216914e+01,1.4820294369e+01,6.3951355184e+00,2.3397004138e+01,-3.9619909406e-01,9.1816462460e-01
-3.2436169446e-04,5.3761292022e-05,1.4513709379e+01,1.4261521252e+01,2.6938395464e+00,2.2820129292e+01,-1.8560655145e-01,9.8262414384e-01
-3.1270019209e-04,5.6207151537e-05,8.9753466347e+00,8.4762838341e+00,2.9511793533e+00,2.3107038935e+01,-3.2880951271e-01,9.4439626447e-01
-3.0528941908e-04,5.9123678375e-05,1.0119134991e+01,9.2967958527e+00,3.9958077838e+00,2.3246089270e+01,-3.9487641851e-01,9.1873424564e-01
-2.9440019156e-04,6.4046082250e-05,1.1661438142e+01,1.0571257467e+01,4.9231753077e+00,2.3276509620e+01,-4.2217565685e-01,9.0651404554e-01
-2.8718127356e-04,6.7416984880e-05,1.2540449970e+01,1.1363478933e+01,5.3041711877e+00,2.3248449656e+01,-4.2296498135e-01,9.0614602827e-01
-2.7632845723e-04,7.2420480048e-05,1.3671059825e+01,1.2450589670e+01,5.6462991079e+00,2.3170405566e+01,-4.1301107449e-01,9.1072600290e-01
-2.6905431628e-04,7.5670320378e-05,1.4316773288e+01,1.3105560139e+01,5.7631840875e+00,2.3103807863e+01,-4.0254769504e-01,9.1539901312e-01
-2.5806801909e-04,8.0373029005e-05,1.5153871606e+01,1.3991146515e+01,5.8213094607e+00,2.2990635622e+01,-3.8414667962e-01,9.2327207720e-01
-2.5069081316e-04,8.3381478471e-05,1.5645675292e+01,1.4529169504e+01,5.8043422440e+00,2.2909219795e+01,-3.7098700667e-01,9.2863805699e-01
-2.3954319918e-04,8.7687601064e-05,1.6278012671e+01,1.5251886883e+01,5.6880262855e+00,2.2776973181e+01,-3.4943001953e-01,9.3696246534e-01
-2.3205829204e-04,9.0417075338e-05,1.6622807364e+01,1.5657391144e+01,5.5824570953e+00,2.2688128397e+01,-3.3583118501e-01,9.4192219168e-01
