x_m,y_m,sigma_xx_Pa,sigma_xy_Pa,sigma_yy_Pa,von_mises_Pa,sigma_max_principal_Pa,sigma_min_principal_Pa,sigma_tension_Pa,sigma_comp_mag_Pa,is_surface,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
3.9661975006e-04,5.9104217909e-06,-4.6998626957e+00,-2.5719054398e+01,6.0562247692e+01,6.8851334491e+01,6.7682529000e+01,-1.1820144004e+01,6.7682529000e+01,1.0080055611e+01,1.0000000000e+00,1.1825843179e-01,-5.1609303294e-02,1.0640270909e-01,1.4042251638e+01,8.9974733712e-01,4.3641119296e-01
3.9438683610e-04,1.1233473709e-05,-3.9282889752e+00,-1.6764960838e+01,4.0090569947e+01,4.8062660775e+01,4.5830130623e+01,-9.6678496507e+00,4.5830130623e+01,9.7980678254e+00,1.0000000000e+00,3.8943476919e-02,1.4443614908e-02,-3.6165956132e-02,1.3963822014e+01,9.2867815083e-01,3.7088662981e-01
3.9235627339e-04,1.6320103237e-05,-5.7913451171e+00,-1.3815559843e+01,3.2492139957e+01,4.0770718839e+01,3.6889382917e+01,-1.0188588076e+01,3.6889382917e+01,1.0211037137e+01,1.0000000000e+00,2.4692589197e-01,9.2234799192e-02,-2.2905269687e-01,1.3917964630e+01,9.2761716903e-01,3.7353231148e-01
3.9035625125e-04,2.1234100516e-05,-6.5030416153e+00,-1.2388039147e+01,2.7122583191e+01,3.6113572849e+01,3.1159951794e+01,-1.0540410218e+01,3.1159951794e+01,1.0530522776e+01,1.0000000000e+00,5.3186402070e-01,2.0234383383e-01,-4.9187021604e-01,1.3871462205e+01,9.2480445546e-01,3.8044279356e-01
3.8833174790e-04,2.6009825580e-05,-6.8403274456e+00,-1.1566369746e+01,2.3207215751e+01,3.2809174545e+01,2.7125829908e+01,-1.0758941603e+01,2.7125829908e+01,1.0761247595e+01,1.0000000000e+00,1.2994526255e+00,5.2556300344e-01,-1.1884278082e+00,1.3782827212e+01,9.1456031939e-01,4.0444952985e-01
3.8625601139e-04,3.0665325652e-05,-7.0286219130e+00,-1.1071680373e+01,2.0171173838e+01,3.0339899206e+01,2.4088024936e+01,-1.0945473011e+01,2.4088024936e+01,1.0945174256e+01,1.0000000000e+00,1.7648174343e+00,7.3934142507e-01,-1.6024839574e+00,1.3742254004e+01,9.0801684425e-01,4.1893365891e-01
3.8411497555e-04,3.5212538223e-05,-7.1330066471e+00,-1.0712403302e+01,1.7627497286e+01,2.8330524818e+01,2.1603881450e+01,-1.1109390811e+01,2.1603881450e+01,1.1109411688e+01,1.0000000000e+00,2.2725554939e+00,9.8711636794e-01,-2.0469757568e+00,1.3705558828e+01,9.0073741315e-01,4.3436403230e-01
3.8190205896e-04,3.9656765180e-05,-7.1693990838e+00,-1.0448500173e+01,1.5435674785e+01,2.6644829075e+01,1.9516537089e+01,-1.1250261388e+01,1.9516537089e+01,1.1250264342e+01,1.0000000000e+00,2.8237624891e+00,1.2718514921e+00,-2.5211164941e+00,1.3673537860e+01,8.9282172415e-01,4.5041022290e-01
3.7961302727e-04,4.4003790829e-05,-7.1642038441e+00,-1.0233616387e+01,1.3516041364e+01,2.5186844821e+01,1.7717550397e+01,-1.1365712878e+01,1.7717550397e+01,1.1365711197e+01,1.0000000000e+00,4.0196652376e+00,1.9432865713e+00,-3.5187136747e+00,1.3621393462e+01,8.7537480528e-01,4.8344487822e-01
3.7724644217e-04,4.8256777962e-05,-7.1341668650e+00,-1.0052792552e+01,1.1820906994e+01,2.3919857807e+01,1.6153506408e+01,-1.1466766279e+01,1.6153506408e+01,1.1466766619e+01,1.0000000000e+00,4.6540437808e+00,2.3276710671e+00,-4.0301452725e+00,1.3602606280e+01,8.6594485619e-01,5.0013948658e-01
