x_m,y_m,wss_mag_dyn_cm2,wss_x_dyn_cm2,wss_y_dyn_cm2,pressure_Pa,normal_x,normal_y
-3.9839191866e-04,1.1836787668e-06,5.2158911869e-01,4.2006091352e-01,3.0919902599e-01,2.3623029180e+01,-5.9280191037e-01,8.0534830667e-01
-3.8926433867e-04,8.9324304283e-06,2.5521194058e+00,1.8670031731e+00,1.7400036244e+00,2.3844608424e+01,-6.8178770181e-01,7.3155008691e-01
-3.8047646437e-04,1.7077865750e-05,4.8165030204e+00,3.5733464050e+00,3.2295350773e+00,2.3944352358e+01,-6.7051449228e-01,7.4189643188e-01
-3.7448297286e-04,2.2358590409e-05,6.3025599617e+00,4.7840485804e+00,4.1030648607e+00,2.3965184397e+01,-6.5101560090e-01,7.5906434996e-01
-3.6521419292e-04,2.9950557530e-05,8.4688942986e+00,6.6756547810e+00,5.2113149861e+00,2.3948494430e+01,-6.1534774227e-01,7.8825576819e-01
-3.5883551587e-04,3.4758448646e-05,9.9029236368e+00,8.0103580537e+00,5.8225475875e+00,2.3907906894e+01,-5.8796248472e-01,8.0888819782e-01
-3.4894318135e-04,4.1516016854e-05,1.2127210063e+01,1.0225394988e+01,6.5200092990e+00,2.3796908950e+01,-5.3763472927e-01,8.4317785661e-01
-3.4209873999e-04,4.5631902509e-05,1.3729836015e+01,1.1959362381e+01,6.7440379932e+00,2.3669244920e+01,-4.9119581513e-01,8.7104917840e-01
-3.3129006037e-04,5.0756404484e-05,1.5490812838e+01,1.4603506364e+01,5.1674833586e+00,2.3182122432e+01,-3.3358374494e-01,9.4272047029e-01
-3.2357390676e-04,5.2776512351e-05,1.2108561998e+01,1.1859979964e+01,2.4409319793e+00,2.2858076121e+01,-2.0158727186e-01,9.7947055690e-01
-3.1206441973e-04,5.6020842552e-05,9.4421055020e+00,8.7809346234e+00,3.4711011870e+00,2.3180692612e+01,-3.6761940292e-01,9.2997633013e-01
-3.0471954330e-04,5.9158268899e-05,1.0506704716e+01,9.5700818273e+00,4.3364014819e+00,2.3267973859e+01,-4.1272707276e-01,9.1085474331e-01
-2.9386712943e-04,6.4237727974e-05,1.1946102631e+01,1.0786278045e+01,5.1347418641e+00,2.3269421669e+01,-4.2982569484e-01,9.0291188499e-01
-2.8665152667e-04,6.7665449683e-05,1.2778530877e+01,1.1552016062e+01,5.4627626955e+00,2.3232005025e+01,-4.2749536298e-01,9.0401754111e-01
-2.7578725051e-04,7.2719810544e-05,1.3857057162e+01,1.2607445993e+01,5.7506815880e+00,2.3145784953e+01,-4.1500020680e-01,9.0982131672e-01
-2.6849905823e-04,7.5990143510e-05,1.4477047843e+01,1.3245739302e+01,5.8425426494e+00,2.3075555999e+01,-4.0357279417e-01,9.1494753938e-01
-2.5748621880e-04,8.0711627691e-05,1.5285479055e+01,1.4112296377e+01,5.8727302754e+00,2.2958715102e+01,-3.8420322022e-01,9.2324855027e-01
-2.5008850523e-04,8.3725932886e-05,1.5759373641e+01,1.4638753934e+01,5.8365007326e+00,2.2874394364e+01,-3.7035105999e-01,9.2889186258e-01
-2.3890744335e-04,8.8033773558e-05,1.6352504560e+01,1.5325412769e+01,5.7040449563e+00,2.2741199466e+01,-3.4881781780e-01,9.3719055159e-01
-2.3140079586e-04,9.0765542237e-05,1.6693326535e+01,1.5727844484e+01,5.5948242781e+00,2.2652090552e+01,-3.3515334804e-01,9.4216359158e-01
-2.2006920890e-04,9.4660414288e-05,1.7151049005e+01,1.6277961679e+01,5.4024481075e+00,2.2515650309e+01,-3.1499228449e-01,9.4909423173e-01
