x_m y_m wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
-3.9839856828e-04 1.1887713864e-06 4.9546720632e-01 3.9783592773e-01 2.9532071912e-01 2.3671246996e+01 -5.9604493568e-01 8.0295107862e-01
-3.9225918434e-04 6.2764365094e-06 1.7692318221e+00 1.3105449814e+00 1.1885508370e+00 2.3832383036e+01 -6.7178920374e-01 7.4074237474e-01
-3.8933428700e-04 8.9892080432e-06 2.4480088880e+00 1.7761632930e+00 1.6846339282e+00 2.3892156310e+01 -6.8816495581e-01 7.2555426647e-01
-3.8644575478e-04 1.1741130828e-05 3.1852561821e+00 2.3012925910e+00 2.2022509749e+00 2.3938536618e+01 -6.9138896496e-01 7.2248273276e-01
-3.8063404186e-04 1.7208161004e-05 4.6877628941e+00 3.4463130792e+00 3.1777424551e+00 2.3995671548e+01 -6.7788037214e-01 7.3517222544e-01
-3.7768463656e-04 1.9894633505e-05 5.4305076148e+00 4.0369497316e+00 3.6322788741e+00 2.4011297737e+01 -6.6886544164e-01 7.4338349523e-01
-3.7470082262e-04 2.2542799886e-05 6.1652216797e+00 4.6388594810e+00 4.0609039726e+00 2.4019584117e+01 -6.5867931173e-01 7.5242379302e-01
-3.7167988254e-04 2.5148504690e-05 6.8882116664e+00 5.2487958040e+00 4.4606728830e+00 2.4021503849e+01 -6.4758069279e-01 7.6199688079e-01
-3.6552201557e-04 3.0221918711e-05 8.3154774974e+00 6.4990824179e+00 5.1873975880e+00 2.4007714934e+01 -6.2382437925e-01 7.8156454875e-01
-3.6238394551e-04 3.2685256765e-05 9.0214842156e+00 7.1412047755e+00 5.5127463035e+00 2.3992788949e+01 -6.1106866362e-01 7.9157759465e-01
-3.5920562910e-04 3.5096422353e-05 9.7256942508e+00 7.7974938786e+00 5.8127633594e+00 2.3972892076e+01 -5.9767078931e-01 8.0174162148e-01
-3.5598638184e-04 3.7452633031e-05 1.0438182762e+01 8.4768312402e+00 6.0908941460e+00 2.3946577422e+01 -5.8352054997e-01 8.1209837321e-01
-3.4942001481e-04 4.1984360357e-05 1.1884832679e+01 9.9127721207e+00 6.5563859467e+00 2.3876991394e+01 -5.5165992858e-01 8.3406913574e-01
-3.4606859282e-04 4.4148222361e-05 1.2630944769e+01 1.0686333841e+01 6.7337236939e+00 2.3829470133e+01 -5.3311322449e-01 8.4604390541e-01
-3.4266824207e-04 4.6234237976e-05 1.3399215878e+01 1.1504626920e+01 6.8689552041e+00 2.3773943530e+01 -5.1263859515e-01 8.5860449030e-01
