x_m,y_m,sigma_comp_mag_Pa
3.8386813499e-04,3.5332744949e-05,1.1051337136e+01
3.7449573661e-04,5.2618436961e-05,1.1483352538e+01
3.7195963882e-04,5.6712592259e-05,1.1554881439e+01
3.6665895666e-04,6.4640550062e-05,1.1667563400e+01
3.6106268879e-04,7.2229631433e-05,1.1752634321e+01
3.5518439196e-04,7.9488233026e-05,1.1821387895e+01
3.5214407112e-04,8.2995989058e-05,1.1851799603e+01
3.4903885239e-04,8.6423941838e-05,1.1881101187e+01
3.4587064138e-04,8.9772942125e-05,1.1909235666e+01
3.4264129907e-04,9.3043892212e-05,1.1936615398e+01
3.3935282743e-04,9.6237546697e-05,1.1964752474e+01
3.3600703401e-04,9.9354816255e-05,1.1992217733e+01
3.3260573300e-04,1.0239649121e-04,1.2020230633e+01
3.2915078363e-04,1.0536332126e-04,1.2049090556e+01
3.2208690134e-04,1.1107562058e-04,1.2109150671e+01
3.1113133104e-04,1.1910193582e-04,1.2204655332e+01
2.9978165270e-04,1.2649468483e-04,1.2310559772e+01
2.8807657620e-04,1.3327158229e-04,1.2422899852e+01
2.7605054349e-04,1.3944823047e-04,1.2540981451e+01
2.6373390751e-04,1.4503774912e-04,1.2662047364e+01
2.4690462822e-04,1.5159356181e-04,1.2827068552e+01
2.2965742150e-04,1.5713447480e-04,1.2988662363e+01
8.8757478965e-05,1.5549102410e-04,1.7775463166e+01
7.7998250579e-05,1.5033867889e-04,1.7085269944e+01
5.8075897644e-05,1.3796425595e-04,7.7624460842e+01
3.7949558079e-05,1.3442088256e-04,6.0486252594e+01
1.9077706787e-05,1.3243382195e-04,5.2547070811e+01
1.6694812366e-05,1.3223934403e-04,5.1435697656e+01
2.2434791838e-06,1.3119708316e-04,4.3527321793e+01
-1.9312094506e-07,1.3103327495e-04,4.2270199951e+01
-1.4976587433e-05,1.3005083060e-04,3.5090779873e+01
-1.7466406568e-05,1.2988266884e-04,3.3896869172e+01
-3.2550119138e-05,1.2881079272e-04,3.1878029681e+01
-3.5086857987e-05,1.2861863980e-04,3.1898265348e+01
-5.0429904882e-05,1.2735975133e-04,3.2045806751e+01
-5.3006027863e-05,1.2713009365e-04,3.2072438788e+01
-6.8561765719e-05,1.2561474817e-04,3.2261226651e+01
-7.1169380594e-05,1.2533765164e-04,3.2296717525e+01
-8.4262076555e-05,1.2383765841e-04,3.2488057820e+01
-8.6890429325e-05,1.2351378599e-04,3.2529901259e+01
-1.0271607953e-04,1.2139290315e-04,3.2800943022e+01
-1.0536152184e-04,1.2100874937e-04,3.2849096753e+01
-1.1861306186e-04,1.1895031175e-04,3.3107301813e+01
-1.2126720344e-04,1.1851040642e-04,3.3162282505e+01
-1.3454900757e-04,1.1616483014e-04,3.3452732229e+01
-1.3986417270e-04,1.1515684358e-04,3.3575936653e+01
-1.5049233885e-04,1.1301770001e-04,3.3836200554e+01
-1.5580307625e-04,1.1188529450e-04,3.3973450412e+01
-1.6641204933e-04,1.0949181175e-04,3.4259921237e+01
-1.7170802919e-04,1.0822956911e-04,3.4409715376e+01
-1.7699678453e-04,1.0692290351e-04,3.4565282027e+01
-1.8227722727e-04,1.0557126528e-04,3.4725588952e+01
-1.8754826394e-04,1.0417408216e-04,3.4888740583e+01
-1.9280873220e-04,1.0273091810e-04,3.5053595141e+01
-1.9805735625e-04,1.0124131414e-04,3.5222184864e+01
-2.0329297270e-04,9.9704830280e-05,3.5393015204e+01
-2.1111923119e-04,9.7311438887e-05,3.5649068227e+01
-2.1890905145e-04,9.4810859497e-05,3.5898033946e+01
-2.2665752229e-04,9.2202759798e-05,3.6122317772e+01
-2.3435838179e-04,8.9487676063e-05,3.6279490832e+01
-2.3945965780e-04,8.7618978271e-05,3.6325708790e+01
-2.4199639813e-04,8.6666954774e-05,3.6559079906e+01
-2.4703788081e-04,8.4727961865e-05,3.7612639101e+01
-2.4954926842e-04,8.3740734876e-05,3.8014730990e+01
-2.5456596141e-04,8.1727334979e-05,3.8346432765e+01
-2.6206569171e-04,7.8616079373e-05,3.8638467328e+01
-2.6455615180e-04,7.7556470940e-05,3.8750692479e+01
-2.6704160182e-04,7.6486356977e-05,3.8864155870e+01
-2.6952194712e-04,7.5406285963e-05,3.8981641729e+01
-2.7446763523e-04,7.3218817493e-05,3.9224977179e+01
-2.7939469515e-04,7.1000148252e-05,3.9464530563e+01
-2.8185217709e-04,6.9881709845e-05,3.9575939878e+01
-2.8430641136e-04,6.8758982746e-05,3.9687064161e+01
-2.8920848499e-04,6.6507497445e-05,3.9878467495e+01
-2.9411030482e-04,6.4263504282e-05,3.9990404203e+01
-2.9656545625e-04,6.3152132352e-05,4.0000383961e+01
-2.9902657934e-04,6.2053763352e-05,3.9968753146e+01
-3.0149750449e-04,6.0974167663e-05,3.9809312038e+01
-3.1157648647e-04,5.7055181367e-05,3.8175457592e+01
-3.1994412561e-04,5.5638980697e-05,1.5175899954e+01
-3.2522596850e-04,5.4727036244e-05,1.2022943881e+01
-3.3072634890e-04,5.2595838281e-05,1.2394087912e+01
-3.3613813805e-04,4.9959592346e-05,1.2328990798e+01
-3.4151065686e-04,4.6972263444e-05,1.2040030356e+01
-3.4687156242e-04,4.3687001896e-05,1.1755576172e+01
-3.5763877827e-04,3.6291885963e-05,1.1002027454e+01
-3.6858907452e-04,2.7765072976e-05,1.0134185540e+01
-3.7989459468e-04,1.7908234893e-05,9.0952751573e+00
6.4242661425e-05,1.3742033316e-04,7.0977249874e+01
1.8265894109e-04,1.6374290586e-04,1.3588204443e+01
3.0428411068e-04,1.1942140497e-04,1.2470017465e+01
3.6016127378e-04,6.8248367093e-05,1.1942890002e+01
7.2849158156e-05,1.4083712057e-04,4.1667725870e+01
1.6389545252e-04,1.6506477433e-04,1.3769183350e+01
2.0051625275e-04,1.6050569546e-04,1.3466299319e+01
3.7067272016e-04,5.2858293704e-05,1.1733809776e+01
-3.5422926721e-04,3.5884201634e-05,1.1576960903e+01
2.3123211521e-04,1.5293208454e-04,1.3183230367e+01
2.8865466130e-04,1.2922853644e-04,1.2598412066e+01
6.8370035092e-05,1.3878311949e-04,6.8450069194e+01
1.9142847681e-04,1.6259183422e-04,1.3509890960e+01
2.0962333162e-04,1.5924734322e-04,1.3345599465e+01
2.9637974746e-04,1.2480079420e-04,1.2523053482e+01
3.9062530903e-04,1.2616887067e-05,9.2306563586e+00
-2.0761961986e-04,4.0706414475e-05,4.1249822372e+01
1.2001021432e-04,6.7885528965e-05,2.2945320590e+01
2.7390654335e-04,6.8080745167e-05,1.5173915339e+01
2.0506341723e-04,9.5047969307e-05,1.5645913658e+01
1.8587420729e-04,1.2185954060e-04,1.5229211533e+01
1.6330968707e-04,1.2112030328e-04,1.5981598173e+01
7.5414358296e-05,9.4229263538e-05,2.2641413022e+01
-2.0763253474e-04,6.8284113578e-05,3.7752436960e+01
3.1637615449e-04,4.2074626227e-05,1.4976224276e+01
2.5216485730e-04,3.9417927236e-05,1.7095028315e+01
2.2871884791e-04,3.9523503349e-05,1.7375016185e+01
2.9321620134e-04,9.3854365936e-05,1.3902456495e+01
1.6375386106e-04,9.6144826029e-05,1.7000085405e+01
-2.9424778802e-04,1.4744919694e-05,1.7033985446e+01
3.2830699903e-05,6.9000197532e-05,2.4510016420e+01
-1.6462215602e-04,9.5073742648e-05,3.5044487044e+01
-1.4089232860e-04,9.5264136779e-05,3.4784161748e+01
7.5823629595e-05,1.2260499337e-04,2.1610132830e+01
2.7062100134e-04,9.6593380968e-05,1.4382767593e+01
1.6463991473e-04,1.4785693175e-04,1.4937282667e+01
5.4718678313e-05,6.8240811624e-05,2.2801680422e+01
-3.1518410600e-04,1.2717131039e-05,1.7012617913e+01
2.9335296287e-04,6.7931806748e-05,1.4757737380e+01
-2.5060951518e-04,6.7339993298e-05,3.7134986161e+01
5.4455797460e-05,9.4541671248e-05,2.2606069001e+01
9.8610264071e-05,3.9741120790e-05,2.2888781582e+01
1.8411098720e-04,1.3790294131e-05,2.0198505780e+01
1.6439143297e-04,1.2637252468e-05,2.1464526604e+01
1.4140452160e-04,1.3618911338e-05,2.2975488901e+01
9.9446280431e-05,1.2745928070e-05,2.2970912733e+01
7.7207268703e-05,1.2595670234e-05,2.5405182780e+01
5.4745220630e-05,1.2404796870e-05,3.0931263830e+01
2.2695588153e-04,1.4389642406e-05,1.9512054750e+01
2.0716218203e-04,1.2986376701e-05,1.9688368155e+01
2.5024791909e-04,6.6958730930e-05,1.5631778912e+01
1.4162246349e-04,1.4966852374e-04,1.5589943593e+01
2.7063930153e-04,1.4430098516e-05,1.9187496782e+01
3.1596786831e-04,9.4695956906e-05,1.3082974821e+01
-3.1358127986e-05,1.3414066294e-05,4.8828292880e+01
-1.2216159579e-05,1.3482519904e-05,4.6469762887e+01
1.1894450411e-04,1.4791450586e-05,2.2940808779e+01
-2.2836968392e-04,6.6976503911e-05,3.7484193290e+01
2.2788370665e-04,9.3988377187e-05,1.5173835369e+01
3.3421287592e-05,1.3791909892e-05,3.6512937621e+01
-7.7365339139e-05,1.3352557400e-05,5.1112428202e+01
1.8484586465e-04,6.8488089337e-05,1.7004629659e+01
1.4220124654e-04,9.5389729259e-05,1.7017320746e+01
2.7404009358e-04,1.2333701245e-04,1.3351158201e+01
3.2671367666e-05,1.2365211584e-04,4.2671865078e+01
-1.6272441081e-04,4.1107821373e-05,4.3615674702e+01
3.5884462502e-04,1.5624230904e-05,1.2007679627e+01
2.9390533199e-04,1.2166438740e-05,1.7142507016e+01
1.1025210185e-05,9.4244732826e-05,3.5639263208e+01
-1.0350815201e-05,9.4352294654e-05,3.6931497849e+01
1.8412527455e-04,1.5088643754e-04,1.4371322504e+01
