x_m y_m sigma_xx_Pa sigma_xy_Pa sigma_yy_Pa von_mises_Pa sigma_max_principal_Pa sigma_min_principal_Pa sigma_tension_Pa sigma_comp_mag_Pa is_surface wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
3.8386813499e-04 3.5332744949e-05 -6.8923147238e+00 -1.1076464759e+01 1.8330999864e+01 2.9047630410e+01 2.2489999807e+01 -1.1051314667e+01 2.2489999807e+01 1.1051337136e+01 1.0000000000e+00 2.2297092750e+00 9.6514031010e-01 -2.0100018987e+00 1.3712237319e+01 9.0146366670e-01 4.3285477660e-01
3.7449573661e-04 5.2618436961e-05 -6.7747615855e+00 -1.0293325155e+01 1.0988472116e+01 2.3538930469e+01 1.5697063108e+01 -1.1483352577e+01 1.5697063108e+01 1.1483352538e+01 1.0000000000e+00 5.2201758770e+00 2.6806489548e+00 -4.4793255482e+00 1.3593911305e+01 8.5807943139e-01 5.1351698066e-01
3.7195963882e-04 5.6712592259e-05 -6.6825630764e+00 -1.0157361752e+01 9.5962397367e+00 2.2536959734e+01 1.4468558100e+01 -1.1554881439e+01 1.4468558100e+01 1.1554881439e+01 1.0000000000e+00 5.8800244947e+00 3.1158800855e+00 -4.9865799252e+00 1.3584084427e+01 8.4805427762e-01 5.2990937169e-01
3.6665895666e-04 6.4640550062e-05 -6.4517102343e+00 -9.9100143740e+00 7.1456208091e+00 2.0809756796e+01 1.2361473975e+01 -1.1667563400e+01 1.2361473975e+01 1.1667563400e+01 1.0000000000e+00 7.9082982203e+00 4.5731983110e+00 -6.4519018861e+00 1.3582673384e+01 8.1583947728e-01 5.7827843408e-01
3.6106268879e-04 7.2229631433e-05 -6.1772733591e+00 -9.6833283977e+00 5.0537777518e+00 1.9383184029e+01 1.0629138713e+01 -1.1752634321e+01 1.0629138713e+01 1.1752634321e+01 1.0000000000e+00 9.2769005149e+00 5.6534818725e+00 -7.3552040000e+00 1.3604939114e+01 7.9285144732e-01 6.0941495098e-01
3.5518439196e-04 7.9488233026e-05 -5.8723217866e+00 -9.4688715264e+00 3.2411118788e+00 1.8196549828e+01 9.1901779877e+00 -1.1821387895e+01 9.1901779877e+00 1.1821387895e+01 1.0000000000e+00 1.0626054082e+01 6.7944474896e+00 -8.1699760507e+00 1.3642028366e+01 7.6886264530e-01 6.3941397597e-01
3.5214407112e-04 8.2995989058e-05 -5.7106564968e+00 -9.3655743100e+00 2.4235314616e+00 1.7681185288e+01 8.5646745681e+00 -1.1851799603e+01 8.5646745681e+00 1.1851799603e+01 1.0000000000e+00 1.1944078178e+01 7.9798532875e+00 -8.8872349489e+00 1.3696550029e+01 7.4407039340e-01 6.6810122711e-01
3.4903885239e-04 8.6423941838e-05 -5.5436684905e+00 -9.2643781546e+00 1.6556509073e+00 1.7211548908e+01 7.9930836035e+00 -1.1881101187e+01 7.9930836035e+00 1.1881101187e+01 1.0000000000e+00 1.2588272660e+01 8.5842806983e+00 -9.2073195590e+00 1.3728849961e+01 7.3142041069e-01 6.8192681633e-01
3.4587064138e-04 8.9772942125e-05 -5.3717700676e+00 -9.1664189353e+00 9.3585455800e-01 1.6785785733e+01 7.4733201565e+00 -1.1909235666e+01 7.4733201565e+00 1.1909235666e+01 1.0000000000e+00 1.3220121305e+01 9.1931667236e+00 -9.5003838297e+00 1.3764683990e+01 7.1863060939e-01 6.9539200976e-01
3.4264129907e-04 9.3043892212e-05 -5.1968636837e+00 -9.0677867069e+00 2.5779451888e-01 1.6397464973e+01 6.9975462336e+00 -1.1936615398e+01 6.9975462336e+00 1.1936615398e+01 1.0000000000e+00 1.3839152548e+01 9.8049428995e+00 -9.7665366415e+00 1.3803371950e+01 7.0571782542e-01 7.0849301400e-01
3.3935282743e-04 9.6237546697e-05 -5.0174040569e+00 -8.9717416775e+00 -3.8361004572e-01 1.6046143766e+01 6.5637383712e+00 -1.1964752474e+01 6.5637383712e+00 1.1964752474e+01 1.0000000000e+00 1.4444524764e+01 1.0417771174e+01 -1.0005715338e+01 1.3845140419e+01 6.9269951773e-01 7.2122630161e-01
3.3600703401e-04 9.9354816255e-05 -4.8341686221e+00 -8.8776586289e+00 -9.8678311405e-01 1.5730038331e+01 6.1712659969e+00 -1.1992217733e+01 6.1712659969e+00 1.1992217733e+01 1.0000000000e+00 1.5035055746e+01 1.1029492662e+01 -1.0217788063e+01 1.3890048586e+01 6.7959761745e-01 7.3358508597e-01
3.3260573300e-04 1.0239649121e-04 -4.6485001688e+00 -8.7835934792e+00 -1.5584068115e+00 1.5444311052e+01 5.8133236531e+00 -1.2020230633e+01 5.8133236531e+00 1.2020230633e+01 1.0000000000e+00 1.6171607615e+01 1.2244955192e+01 -1.0563236492e+01 1.3986853449e+01 6.5319643809e-01 7.5718849256e-01
3.2915078363e-04 1.0536332126e-04 -4.4596870882e+00 -8.6904683536e+00 -2.1008577945e+00 1.5188038496e+01 5.4885456728e+00 -1.2049090556e+01 5.4885456728e+00 1.2049090556e+01 1.0000000000e+00 1.6717049578e+01 1.2846070215e+01 -1.0697580410e+01 1.4039807130e+01 6.3992036155e-01 7.6844123450e-01
3.2208690134e-04 1.1107562058e-04 -4.0735518706e+00 -8.5073166585e+00 -3.1048449049e+00 1.4756990233e+01 4.9307538954e+00 -1.2109150671e+01 4.9307538954e+00 1.2109150671e+01 1.0000000000e+00 1.7762481859e+01 1.4029663291e+01 -1.0893773899e+01 1.4149634160e+01 6.1330246443e-01 7.8984814181e-01
3.1113133104e-04 1.1910193582e-04 -3.4729735319e+00 -8.2368722464e+00 -4.4359938500e+00 1.4289716453e+01 4.2956879499e+00 -1.2204655332e+01 4.2956879499e+00 1.2204655332e+01 1.0000000000e+00 1.9214126021e+01 1.5742465563e+01 -1.1016234236e+01 1.4330792709e+01 5.7334037596e-01 8.1931728487e-01
2.9978165270e-04 1.2649468483e-04 -2.8506972184e+00 -7.9711145568e+00 -5.5950593610e+00 1.4008275244e+01 3.8648031930e+00 -1.2310559772e+01 3.8648031930e+00 1.2310559772e+01 1.0000000000e+00 2.0947327005e+01 1.7887995788e+01 -1.0900005292e+01 1.4591834094e+01 5.2035304022e-01 8.5395123604e-01
2.8807657620e-04 1.3327158229e-04 -2.2014906578e+00 -7.7053131525e+00 -6.6153317336e+00 1.3881501550e+01 3.6060774609e+00 -1.2422899852e+01 3.6060774609e+00 1.2422899852e+01 1.0000000000e+00 2.2105825852e+01 1.9380269251e+01 -1.0633564800e+01 1.4801781812e+01 4.8102997243e-01 8.7670414943e-01
2.7605054349e-04 1.3944823047e-04 -1.5209712770e+00 -7.4385723973e+00 -7.5207092119e+00 1.3891292053e+01 3.4993009617e+00 -1.2540981451e+01 3.4993009617e+00 1.2540981451e+01 1.0000000000e+00 2.3499156633e+01 2.1223753282e+01 -1.0087747969e+01 1.5093312327e+01 4.2928127704e-01 9.0317085049e-01
